,Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Close 2016,Close 2017,Close 2018,Close 2019,Close 2020,Close 2021
501,505890,KENNAMET,KENNAMETAL INDIA LTD.-$,Active,A,10.0,INE717A01029,Industrial Machinery,Equity,568.75,875.65,"1,077.25","1,004.30",857.35,897.95
502,505893,HINDHARD,HINDUSTAN HARDY SPICER LTD.,Active,X,10.0,INE724D01011,Auto Parts & Equipment,Equity,110.00,88.00,142.00,73.55,102.00,93.00
503,505978,TRITONV,TRITON VALVES LTD.,Active,X,10.0,INE440G01017,Auto Parts & Equipment,Equity,"1,266.35","2,118.55","1,133.10",935.75,"1,001.15","1,075.85"
504,506003,SUDAI,SUDAL INDUSTRIES LTD.,Active,XT,10.0,INE618D01015,Aluminium,Equity,8.36,11.42,4.15,8.80,3.53,4.43
505,506022,PRAKASH,PRAKASH INDUSTRIES LTD.,Active,A,10.0,INE603A01013,Iron & Steel/Interm.Products,Equity,45.20,195.95,83.90,50.90,55.05,61.35
506,506024,HARME,HARIYANA METALS LTD.,Active,ZP,10.0,INE219D01012,Iron & Steel/Interm.Products,Equity,NA,NA,NA,NA,NA,NA
507,506074,ARSHIYA,Arshiya Limited,Active,B,2.0,INE968D01022,Transportation - Logistics,Equity,29.60,107.40,33.35,16.25,19.50,25.95
508,506076,GRINDWELL,GRINDWELL NORTON LTD.-$,Active,A,5.0,INE536A01023,Other Industrial Products,Equity,323.70,543.05,558.00,600.85,715.75,744.95
509,506079,LAKPRE,LAKSHMI PRECISION SCREWS LTD.,Active,Z,10.0,INE651C01018,Iron & Steel Products,Equity,42.75,42.70,10.60,3.57,4.30,4.51
510,506087,ANUPMAL,ANUP MALLEABLE LTD.,Active,P,10.0,INE188O01016,Iron & Steel Products,Equity,NA,NA,NA,NA,NA,NA
511,506105,STANROS,STANROSE MAFATLAL INVESTMENTS AND FINANCE LTD.,Active,X,10.0,INE441L01015,Investment Companies,Equity,171.50,175.25,107.95,78.00,79.75,80.10
512,506107,PRECTRA,PRECIOUS TRADING & INVESTMENTS LTD.,Active,P,10.0,INE629R01012,Diversified Commercial Services,Equity,NA,NA,52.50,NA,NA,NA
513,506109,GENESYS,GENESYS INTERNATIONAL CORPORATION LTD.,Active,B,5.0,INE727B01026,IT Software Products,Equity,118.60,327.40,137.80,63.05,64.90,78.65
514,506120,ALNATRD,ALNA TRADING & EXPORTS LTD.,Active,P,10.0,INE07I701011,Comm.Trading  & Distribution,Equity,NA,NA,NA,NA,NA,NA
515,506122,PANKAJPIYUS,Pankaj Piyush Trade & Investment Ltd,Active,XT,10.0,INE820M01018,Auto Parts & Equipment,Equity,49.85,61.45,50.70,28.25,44.55,56.40
516,506128,PARNAXLAB,PARNAX LAB LTD.,Active,XT,10.0,INE383L01019,Pharmaceuticals,Equity,30.60,57.35,43.00,17.00,28.25,28.05
517,506134,INTELLCAP,INTELLIVATE CAPITAL VENTURES LTD.,Active,XT,1.0,INE512D01028,Plastic Products,Equity,24.00,9.45,8.82,3.20,3.19,3.05
518,506146,VIVIDHA,VISAGAR POLYTEX LTD.,Active,T,1.0,INE370E01029,Textiles,Equity,1.93,1.55,0.70,0.25,0.93,1.21
519,506161,ISHWATR,ISHWARSHAKTI HOLDINGS & TRADERS LTD.,Active,XT,10.0,INE073I01012,Finance (including NBFCs),Equity,NA,NA,NA,NA,NA,NA
520,506162,TERRAFORM,TERRAFORM MAGNUM LTD.,Active,P,10.0,INE122V01010,Other Financial Services,Equity,NA,NA,NA,NA,NA,NA
