,Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Close 2016,Close 2017,Close 2018,Close 2019,Close 2020,Close 2021
2924,533644,UJAAS,Ujaas Energy Limited,Active,B,1.0,INE899L01022,Heavy Electrical Equipment,Equity,44.50,25.25,8.27,3.31,2.75,3.99
2925,533655,TRITURBINE,TRIVENI TURBINE LTD.,Active,A,1.0,INE152M01016,Heavy Electrical Equipment,Equity,118.50,134.00,110.70,94.55,81.50,89.05
2926,533676,INDOTHAI,INDO THAI SECURITIES LTD.,Active,B,10.0,INE337M01013,Other Financial Services,Equity,18.65,78.40,35.55,23.75,27.00,34.80
2927,533704,ESSARSHPNG,ESSAR SHIPPING LTD.,Active,B,10.0,INE122M01019,Shipping,Equity,27.50,32.55,12.50,6.54,10.23,9.99
2928,533758,APLAPOLLO,APL APOLLO TUBES LTD.,Active,A,2.0,INE702C01027,Iron & Steel Products,Equity,913.55,"1,982.25","1,160.60","1,874.50",884.65,961.60
2929,533761,GPTINFRA,GPT INFRAPROJECTS LTD.,Active,B,10.0,INE390G01014,Construction & Engineering,Equity,249.90,189.60,51.25,38.45,47.35,45.15
2930,533896,FERVENTSYN,FERVENT SYNERGIES LTD.,Active,XT,10.0,INE258M01011,Pharmaceuticals,Equity,29.30,23.10,25.45,20.20,14.37,14.73
2931,533941,THOMASCOTT,THOMAS SCOTT (INDIA) LIMITED,Active,T,10.0,INE480M01011,Other Apparels & Accessories,Equity,14.60,18.00,10.00,3.83,7.00,6.60
2932,533982,TERASOFT,TERA SOFTWARE LTD.,Active,B,10.0,INE482B01010,IT Consulting & Software,Equity,107.35,73.10,36.50,23.55,56.90,59.15
2933,534060,PMCFIN,PMC Fincorp Limited,Active,X,1.0,INE793G01035,Finance (including NBFCs),Equity,0.45,0.44,0.45,0.23,0.43,0.55
2934,534063,FUTSOL,FUTURISTIC SOLUTIONS LTD.,Active,XT,10.0,INE241F01011,Other Financial Services,Equity,57.75,27.00,38.95,42.80,26.65,22.90
2935,534076,ORIENTREF,ORIENT REFRACTORIES LTD.,Active,A,1.0,INE743M01012,Other Industrial Goods,Equity,115.00,167.00,234.80,236.40,251.95,240.55
2936,534091,MCX,MULTI COMMODITY EXCHANGE OF INDIA LTD.,Active,A,10.0,INE745G01035,Investment Companies,Equity,"1,266.55",912.80,734.90,"1,167.90","1,729.50","1,716.45"
2937,534109,PYXISFIN,Pyxis Finvest Ltd,Active,M,10.0,INE883L01018,Finance (including NBFCs),Equity,26.00,29.00,32.00,NA,32.00,NA
2938,534139,SCHNEIDER,SCHNEIDER ELECTRIC INFRASTRUCTURE LTD.,Active,A,2.0,INE839M01018,Heavy Electrical Equipment,Equity,135.30,126.80,101.10,66.30,84.50,88.25
2939,534190,OLPCL,OLYMPIC CARDS LTD.,Active,X,10.0,INE550L01013,Gift Articles-Toys & Cards,Equity,17.00,10.15,5.46,6.82,2.75,3.02
2940,534309,NBCC,NBCC (India) Ltd,Active,A,1.0,INE095N01031,Construction & Engineering,Equity,239.10,246.75,57.70,34.85,29.10,32.15
2941,534312,MTEDUCARE,MT EDUCARE LTD.,Active,B,10.0,INE472M01018,Education,Equity,116.70,63.95,62.85,13.80,9.04,9.69
2942,534328,HEXATRADEX,HEXA TRADEX LTD.,Active,B,2.0,INE750M01017,Comm.Trading  & Distribution,Equity,15.10,65.75,26.90,8.80,34.80,42.85
2943,534338,MAXHEIGHTS,MAXHEIGHTS INFRASTRUCTURE LTD.,Active,X,10.0,INE393F01010,Realty,Equity,51.45,57.95,24.95,12.80,13.15,12.86
2944,534369,TBZ,TRIBHOVANDAS BHIMJI ZAVERI LTD.,Active,B,10.0,INE760L01018,Other Apparels & Accessories,Equity,59.00,117.80,66.80,37.05,62.75,84.95
2945,534392,VSSL,VARDHMAN SPECIAL STEELS LTD.,Active,B,10.0,INE050M01012,Iron & Steel Products,Equity,91.95,168.20,96.75,70.25,116.75,131.30
2946,534422,LOOKS,Looks Health Services Limited,Active,T,10.0,INE204N01013,Healthcare Facilities,Equity,17.05,16.40,6.40,4.71,2.14,2.58
2947,534425,SPECIALITY,SPECIALITY RESTAURANTS LTD.,Active,B,10.0,INE247M01014,Restaurants,Equity,72.10,169.70,79.00,64.80,49.05,47.50
2948,534532,LYPSAGEMS,Lypsa Gems & Jewellery Ltd,Active,T,10.0,INE142K01011,Other Apparels & Accessories,Equity,57.30,40.10,9.14,4.38,4.57,5.65
2949,534535,BGPL,Bio Green Papers Ltd,Active,Z,10.0,INE958L01018,Paper & Paper Products,Equity,1.75,1.67,3.65,2.25,1.74,2.20
2950,534563,MASL,MAX ALERT SYSTEMS LTD.,Active,M,10.0,INE253N01010,Industrial Machinery,Equity,5.38,4.62,NA,2.59,4.77,4.57
2951,534597,RTNINFRA,RattanIndia Infrastructure Limited,Active,B,2.0,INE834M01019,Electric Utilities,Equity,3.00,7.87,3.47,1.87,6.75,7.75
2952,534598,SEPOWER,S.E. POWER LTD.,Active,B,10.0,INE735M01018,Electric Utilities,Equity,20.58,12.41,5.21,2.89,3.25,4.32
2953,534600,JTLINFRA,JTL INFRA LTD.,Active,X,10.0,INE391J01016,Iron & Steel Products,Equity,55.50,150.80,142.80,134.90,190.00,246.95
2954,534612,AMTL,ADVANCE METERING TECHNOLOGY LTD.,Active,X,5.0,INE436N01029,Electric Utilities,Equity,26.05,34.45,33.35,13.48,10.24,10.13
2955,534615,NECCLTD,NORTH EASTERN CARRYING CORPORATION LTD.,Active,B,10.0,INE553C01016,Transportation - Logistics,Equity,42.60,33.85,10.22,5.24,9.30,9.93
2956,534618,SAREL,Sangam Renewables Ltd,Active,XT,10.0,INE299N01013,Electric Utilities,Equity,27.05,51.30,18.75,15.00,14.40,13.77
2957,534623,JUPITERIN,JUPITER INFOMEDIA LTD.,Active,X,10.0,INE524N01014,Internet & Catalogue Retail,Equity,61.20,83.60,56.05,54.70,32.20,31.35
2958,534639,VINAYAKPOL,VINAYAK POLYCON INTERNATIONAL LTD.,Active,X,10.0,INE581M01016,Containers & Packaging,Equity,8.08,12.00,7.22,9.50,6.66,6.33
2959,534659,JOINTECAED,JOINTECA EDUCATION SOLUTIONS LTD.,Active,M,10.0,INE131N01018,IT Consulting & Software,Equity,13.95,7.00,14.90,16.00,15.00,NA
2960,534674,DUCON,Ducon Infratechnologies Ltd,Active,T,1.0,INE741L01018,Comm.Trading  & Distribution,Equity,56.00,43.70,12.62,5.30,7.05,7.28
2961,534675,PROZONINTU,Prozone Intu Properties Limited,Active,B,2.0,INE195N01013,Realty,Equity,34.40,71.50,29.05,18.75,20.00,22.40
2962,534680,SRGHFL,SRG HOUSING FINANCE LTD.,Active,X,10.0,INE559N01010,Housing Finance,Equity,76.00,235.00,264.20,83.30,155.00,164.90
2963,534691,COMCL,COMFORT COMMOTRADE LTD.,Active,B,10.0,INE456N01019,Other Financial Services,Equity,19.20,15.70,4.92,2.20,5.20,5.09
2964,534707,ADITRI,Aditri Industries Ltd,Active,X,10.0,INE636N01016,Other Apparels & Accessories,Equity,2.28,1.44,1.15,1.40,0.73,0.70
2965,534731,BITL,BRONZE INFRA-TECH LTD.,Active,XT,10.0,INE830N01015,Construction & Engineering,Equity,1.46,0.69,0.29,0.25,0.48,0.60
2966,534732,INTELLADV,INTELLIVATE CAPITAL ADVISORS LTD.,Active,XT,1.0,INE176N01021,Other Financial Services,Equity,14.20,14.25,19.45,4.21,4.47,4.64
2967,534733,SUPREMEX,Supremex Shine Steels Ltd,Active,XT,1.0,INE175N01023,Iron & Steel/Interm.Products,Equity,12.02,26.00,10.45,3.00,2.39,2.75
2968,534742,ZUARI,ZUARI AGRO CHEMICALS LTD.,Active,B,10.0,INE840M01016,Fertilizers,Equity,226.15,549.70,237.00,90.85,99.10,111.05
2969,534748,STEELXIND,STEEL EXCHANGE INDIA LTD.,Active,B,10.0,INE503B01013,Iron & Steel/Interm.Products,Equity,88.90,42.15,15.40,25.25,46.30,51.25
2970,534755,TRIOMERC,TRIO MERCANTILE & TRADING LTD.,Active,X,10.0,INE234G01014,Other Financial Services,Equity,9.69,13.64,21.25,29.60,31.00,30.10
2971,534758,CIGNITI,CIGNITI TECHNOLOGIES LTD.,Active,A,10.0,INE675C01017,IT Consulting & Software,Equity,401.70,289.75,352.90,289.75,388.60,391.50
2972,534796,CDG,CDG Petchem Ltd,Active,XT,10.0,INE198N01017,Plastic Products,Equity,14.30,44.00,52.25,25.75,29.35,21.75
2973,534804,CARERATING,CARE Ratings Ltd,Active,A,10.0,INE752H01013,Other Financial Services,Equity,"1,310.30","1,335.05",979.75,640.25,526.10,513.40
2974,534809,PCJEWELLER,PC JEWELLER LTD.,Active,A,10.0,INE785M01013,Other Apparels & Accessories,Equity,395.30,456.60,86.15,24.40,25.35,28.25
2975,534816,INDUSTOWER,Indus Towers Ltd,Active,A,10.0,INE121J01017,Other Telecom Services,Equity,343.65,377.65,259.65,252.45,229.75,270.40
2976,534976,VMART,V-MART RETAIL LTD.,Active,A,10.0,INE665J01013,Department Stores,Equity,465.00,"1,487.75","2,586.10","1,653.40","2,546.20","2,457.25"
2977,535136,NIBE,NIBE Ltd,Active,T,10.0,INE149O01018,Textiles,Equity,8.40,6.84,6.32,8.21,14.33,18.98
2978,535204,MUKTA,Mukta Agriculture Ltd,Active,X,10.0,INE160O01031,Comm.Trading  & Distribution,Equity,103.00,53.90,29.40,7.69,2.80,3.21
2979,535205,MYSTICELE,Mystic Electronics Ltd,Active,XT,10.0,INE159O01033,Comm.Trading  & Distribution,Equity,128.80,50.10,17.50,3.14,3.04,4.00
2980,535267,COMFINCAP,COMFORT FINCAP LTD.,Active,X,10.0,INE274M01018,Finance (including NBFCs),Equity,14.17,14.43,17.50,5.07,8.25,10.41
2981,535276,SBISENSEX,SBI Mutual Fund - SBI Sensex ETF,Active,B,10.0,INF200K01VT2,,Equity,NA,NA,NA,NA,NA,NA
2982,535279,BMAL,BOTHRA METALS & ALLOYS LTD.,Active,M,10.0,INE583M01012,Aluminium,Equity,15.20,17.35,6.00,6.00,3.56,4.31
2983,535322,REPCOHOME,REPCO HOME FINANCE LTD.,Active,A,10.0,INE612J01015,Housing Finance,Equity,557.30,682.75,399.90,316.90,233.15,251.70
2984,535387,LAKHOTIA,LAKHOTIA POLYESTERS (INDIA) LTD.,Active,T,10.0,INE191O01010,Textiles,Equity,8.00,8.30,9.02,8.84,8.88,8.54
2985,535431,GCMSECU,GCM Securities Ltd,Active,M,1.0,INE168O01026,Other Financial Services,Equity,17.15,14.65,NA,9.38,10.90,NA
2986,535566,KIFS,KIFS FINANCIAL SERVICES LTD.,Active,X,10.0,INE902D01013,Finance (including NBFCs),Equity,22.85,97.40,81.00,48.15,52.25,44.65
2987,535601,SREEL*,SREELEATHERS LTD.,Active,B,10.0,INE099F01013,Footwear,Equity,152.50,293.50,243.85,176.00,146.00,146.40
2988,535602,SHARDA,Sharda Motor Industries Ltd,Active,B,10.0,INE597I01010,Auto Parts & Equipment,Equity,"1,000.05","2,548.75","1,526.15","1,107.85","2,156.40","2,073.35"
2989,535620,BINNYMILLS,BINNY MILLS LTD.,Active,X,10.0,INE160L01011,Comm.Trading  & Distribution,Equity,180.40,315.35,56.70,30.25,62.05,56.20
2990,535621,SVGLOBAL,S V GLOBAL MILL LTD.,Active,X,5.0,INE159L01013,Realty,Equity,120.00,130.70,48.30,33.10,46.95,39.85
2991,535647,SDC,SDC Techmedia Ltd,Active,M,10.0,INE807O01011,Movies & Entertainment,Equity,4.62,11.50,7.30,NA,NA,NA
2992,535648,JUSTDIAL,JUST DIAL LTD.,Active,A,10.0,INE599M01018,Publishing,Equity,338.55,521.85,501.70,571.60,633.15,736.45
2993,535657,OONE,OBJECTONE INFORMATION SYSTEMS LTD.,Active,X,10.0,INE860E01011,IT Consulting & Software,Equity,2.17,1.91,3.45,0.63,2.18,2.72
2994,535667,IFINSEC,INDIA FINSEC LTD.,Active,T,10.0,INE474O01010,Finance (including NBFCs),Equity,11.97,29.45,36.30,12.65,11.85,9.51
2995,535693,BRAHMINFRA,BRAHMAPUTRA INFRASTRUCTURE LTD.,Active,XT,10.0,INE320I01017,Construction & Engineering,Equity,26.70,34.40,25.45,21.40,19.65,20.90
2996,535719,QUEST,Quest Softech (India) Ltd,Active,XT,10.0,INE989J01017,IT Consulting & Software,Equity,1.64,3.62,2.80,2.22,2.08,2.65
2997,535730,KHOOBSURAT,Khoobsurat Ltd,Active,X,1.0,INE731G01027,Textiles,Equity,0.63,0.22,0.17,0.19,0.22,0.28
2998,535754,ORIENTCEM,Orient Cement Ltd,Active,A,1.0,INE876N01018,Cement & Cement Products,Equity,122.70,170.20,81.10,69.65,86.85,89.00
2999,535755,ABFRL,Aditya Birla Fashion and Retail Ltd,Active,A,10.0,INE647O01011,Department Stores,Equity,137.70,172.35,202.40,231.85,165.75,166.35
3000,535789,IBULHSGFIN,Indiabulls Housing Finance Ltd,Active,A,2.0,INE148I01020,Housing Finance,Equity,650.45,"1,194.75",853.50,313.10,220.30,241.15
3001,535910,MMLF,Money Masters Leasing & Finance Ltd,Active,M,10.0,INE340O01013,Finance (including NBFCs),Equity,6.29,5.69,4.90,4.20,NA,NA
3002,535916,ALSL,Alacrity Securities Ltd,Active,M,10.0,INE030P01017,Other Financial Services,Equity,4.05,9.25,6.50,6.00,8.50,NA
3003,535917,GCMCOMM,GCM Commodity & Derivatives Ltd,Active,M,10.0,INE200P01016,Other Financial Services,Equity,2.22,4.10,5.48,6.17,8.78,NA
3004,535958,INTEGRA,Integra Garments And Textiles Ltd,Active,T,3.0,INE418N01027,Other Apparels & Accessories,Equity,3.28,3.05,2.88,1.72,1.50,1.31
3005,536170,KUSHAL,Kushal Ltd,Active,T,2.0,INE647N01021,Comm.Trading  & Distribution,Equity,550.85,146.75,58.30,6.38,3.60,4.78
3006,536264,TIGERLOGS,Tiger Logistics (India) Ltd,Active,B,10.0,INE906O01011,Transportation - Logistics,Equity,260.50,221.90,144.00,47.00,38.80,39.75
3007,536456,RJBIOTECH,R J Bio-Tech Ltd,Active,M,10.0,INE594O01015,Other Agricultural Products,Equity,24.30,20.79,24.50,16.10,8.15,7.05
3008,536493,JK AGRI,JK Agri Genetics Ltd,Active,X,10.0,INE690O01011,Other Agricultural Products,Equity,449.95,"1,201.35",967.90,354.70,601.85,605.65
3009,536507,FLFL,Future Lifestyle Fashions Ltd,Active,A,2.0,INE452O01016,Department Stores,Equity,128.15,345.10,424.80,402.10,86.90,84.15
3010,536565,TRIMURTHI,Trimurthi Ltd,Active,XT,10.0,INE314I01036,Food & Drugs Retailing,Equity,6.60,9.00,7.00,2.77,6.18,5.06
3011,536659,PVVINFRA,PVV Infra Ltd,Active,XT,10.0,INE428B01013,Construction & Engineering,Equity,11.66,15.75,15.69,11.70,5.61,7.40
3012,536672,VCU,VCU Data Management Ltd,Active,T,10.0,INE962O01014,IT Networking Equipment,Equity,26.00,14.06,9.25,7.15,4.46,4.78
3013,536709,INDRENEW,IND Renewable Energy Ltd,Active,X,10.0,INE138O01029,Electric Utilities,Equity,1.52,22.38,17.30,8.80,7.43,7.48
3014,536710,SRGSFL,S R G Securities Finance Ltd,Active,M,10.0,INE326P01019,Finance (including NBFCs),Equity,25.70,29.75,41.95,44.00,NA,NA
3015,536737,ACFSL,Amrapali Capital and Finance Services Ltd,Active,M,10.0,INE218P01018,Finance (including NBFCs),Equity,28.50,35.50,16.65,14.80,5.71,NA
3016,536738,STELLAR,Stellar Capital Services Ltd,Active,M,10.0,INE325P01011,Other Financial Services,Equity,7.60,3.66,4.00,5.60,3.10,3.40
3017,536751,FIVEXTRADE,Five X Tradecom Ltd,Active,XT,10.0,INE750L01019,Other Financial Services,Equity,0.66,0.89,0.44,0.26,0.49,0.52
3018,536773,JPOLYINVST,Jindal Poly Investment and Finance Company Ltd,Active,T,10.0,INE147P01019,Other Financial Services,Equity,84.95,81.05,37.15,11.55,21.08,23.50
3019,536846,YURANUS,Yuranus Infrastructure Ltd,Active,X,10.0,INE156M01017,Construction & Engineering,Equity,7.65,15.50,10.50,10.39,8.53,11.03
3020,536868,INTELSOFT,Integra Telecommunication & Software Ltd,Active,XT,10.0,INE256F01019,IT Consulting & Software,Equity,50.40,48.00,16.65,28.55,32.80,32.65
3021,536960,M100,Motilal Oswal Mutual Fund - Motilal Oswal MOSt Shares Midcap 100 ETF- Growth option,Active,B,10.0,INF247L01023,,Equity,NA,NA,NA,NA,NA,NA
3022,536965,BPCAP,B. P. Capital Ltd,Active,X,10.0,INE947C01010,Finance (including NBFCs),Equity,12.28,13.30,11.75,3.64,2.05,1.95
3023,536974,CPL,Captain Polyplast Ltd,Active,B,2.0,INE536P01021,Plastic Products,Equity,106.40,149.00,27.25,31.25,37.85,38.70
3024,537007,ICICINIFTY,ICICI Prudential Nifty ETF,Active,B,10.0,INF109K012R6,,Equity,NA,NA,NA,NA,NA,NA
3025,537008,ICICINF100,ICICI Prudential Nifty 100 ETF,Active,B,10.0,INF109KA1962,,Equity,NA,NA,NA,NA,NA,NA
3026,537069,ARNOLD,Arnold Holdings Ltd,Active,X,10.0,INE185K01036,Finance (including NBFCs),Equity,8.25,7.11,12.00,8.01,29.40,28.50
3027,537253,SUNLOC,Sunil Healthcare Ltd,Active,XT,10.0,INE671C01016,Pharmaceuticals,Equity,84.60,74.85,52.00,22.95,24.40,26.15
3028,537254,RCIIND,RCI Industries & Technologies Ltd,Active,T,10.0,INE140B01014,Comm.Trading  & Distribution,Equity,179.40,236.20,88.10,14.05,8.11,8.49
3029,537259,SUYOG,Suyog Telematics Ltd,Active,B,10.0,INE442P01014,Other Telecom Services,Equity,450.00,335.00,225.20,407.00,420.45,446.95
3030,537291,NATHBIOGEN,Nath Bio-Genes (India) Ltd,Active,A,10.0,INE448G01010,Other Agricultural Products,Equity,147.15,464.35,415.70,345.30,274.85,290.55
3031,537292,AGRITECH,Agri- Tech (India) Ltd,Active,T,10.0,INE449G01018,Other Agricultural Products,Equity,31.15,118.00,62.05,43.30,39.40,38.75
3032,537326,CHEMTECH,Chemtech Industrial Valves Ltd,Active,T,10.0,INE212P01011,Industrial Machinery,Equity,13.20,20.80,10.50,6.57,9.78,10.16
3033,537392,TAAZAINT,Taaza International Ltd,Active,X,10.0,INE392H01018,Department Stores,Equity,7.50,12.65,7.99,9.20,3.50,3.17
3034,537483,NETFNIF100,NIPPON INDIA ETF NIFTY 100,Active,B,10.0,INF204K014N5,,Equity,NA,NA,NA,NA,NA,NA
3035,537492,AGRIMONY,Agrimony Commodities Ltd,Active,M,10.0,INE567P01018,Comm.Trading  & Distribution,Equity,5.60,3.00,3.00,3.00,4.00,NA
3036,537524,VIAANINDUS,Viaan Industries Ltd,Active,X,1.0,INE324N01027,Houseware,Equity,129.00,36.10,10.99,2.81,0.77,0.98
3037,537536,DENISCHEM,Denis Chem Lab Ltd,Active,X,10.0,INE051G01012,Pharmaceuticals,Equity,144.00,111.70,69.40,34.00,45.15,45.85
3038,537573,POLYMAC,Polymac Thermoformers Ltd,Active,M,10.0,INE826P01018,Plastic Products,Equity,28.60,32.80,31.40,11.65,NA,NA
3039,537582,UNISHIRE,Unishire Urban Infra Ltd,Active,M,10.0,INE210P01015,Realty,Equity,7.02,5.75,6.17,3.69,2.00,1.64
3040,537669,LPNAVAL,L. P. Naval And Engineering Ltd,Active,M,10.0,INE920P01019,Commercial Vehicles,Equity,43.00,57.65,50.00,59.50,60.50,58.00
3041,537707,ETT,ETT Ltd,Active,X,10.0,INE546I01017,Realty,Equity,15.75,20.75,36.60,28.25,50.10,53.95
3042,537708,KOTAKNIFTY,Kotak Mahindra Mutual Fund - Kotak Nifty ETF,Active,B,1.0,INF174K014P6,,Equity,NA,NA,NA,NA,NA,NA
3043,537750,KIRANVYPAR,Kiran Vyapar Ltd,Active,X,10.0,INE555P01013,Investment Companies,Equity,114.70,201.25,113.95,100.95,86.15,88.00
3044,537766,BCP,B.C. Power Controls Ltd,Active,T,2.0,INE905P01028,Other Elect.Equip./ Prod.,Equity,58.50,109.30,31.35,15.61,7.09,6.92
3045,537784,KCSL,Karnimata Cold Storage Ltd,Active,M,10.0,INE576P01019,Diversified Commercial Services,Equity,10.40,9.61,8.50,7.00,6.75,NA
3046,537785,ANISHAIMPEX,Anisha Impex Ltd,Active,M,10.0,INE084Q01012,Distributors,Equity,8.05,13.20,45.05,42.20,206.95,195.00
3047,537800,MANGIND,Mangalam Industrial Finance Ltd,Active,XT,1.0,INE717C01025,Finance (including NBFCs),Equity,2.15,1.71,0.55,0.30,0.78,0.80
3048,537820,VFL,Viji Finance Ltd,Active,T,1.0,INE159N01027,Finance (including NBFCs),Equity,12.94,8.65,2.12,0.41,0.74,0.75
3049,537839,PHOENIXTN,Phoenix Township Ltd,Active,XT,10.0,INE977M01024,Hotels,Equity,11.00,14.45,12.50,11.08,14.25,13.80
3050,537840,RAUNAQEPC,Raunaq EPC International Ltd,Active,XT,10.0,INE523K01012,Construction & Engineering,Equity,128.20,178.35,82.70,40.00,24.75,23.00
3051,538019,OBIL,Oceanaa Biotek Industries Ltd,Active,T,10.0,INE732P01018,Other Food Products,Equity,25.00,104.20,40.30,12.43,8.26,8.11
3052,538057,CPSEETF,CPSE ETF,Active,B,10.0,INF457M01133,,Equity,NA,NA,NA,NA,NA,NA
3053,538081,HARIAAPL,Haria Apparels Ltd,Active,X,10.0,INE493N01012,Textiles,Equity,3.42,3.61,1.50,0.87,0.83,1.01
3054,538092,JOONKTOLL,Joonktollee Tea & Industries Ltd,Active,X,10.0,INE574G01013,Tea & Coffee,Equity,144.00,172.10,136.95,105.30,105.00,111.00
3055,538119,RNBDENIMS,R&B Denims Ltd,Active,T,10.0,INE012Q01013,Textiles,Equity,13.85,38.85,38.50,27.90,35.75,35.50
3056,538180,GOLDLINE,Gold Line International Finvest Ltd,Active,Z,1.0,INE204P01026,Investment Companies,Equity,20.90,14.40,7.23,0.54,0.35,0.42
3057,538212,SHARPINV,Sharp Investments Ltd,Active,X,1.0,INE909D01026,Finance (including NBFCs),Equity,8.67,1.26,0.26,0.25,0.26,0.36
3058,538268,WONDERLA,Wonderla Holidays Ltd,Active,A,10.0,INE066O01014,Other Leisure Facilities,Equity,339.40,361.05,270.00,245.45,205.55,212.05
3059,538273,RESPONSINF,Response Informatics Ltd,Active,X,10.0,INE401B01010,IT Software Products,Equity,4.00,5.90,10.30,9.03,6.00,6.68
3060,538319,GCMCAPI,GCM Capital Advisors Ltd,Active,M,10.0,INE191P01017,Other Financial Services,Equity,4.85,3.63,2.50,1.73,1.32,1.24
3061,538351,AFEL,A.F. Enterprises Ltd,Active,X,10.0,INE663P01015,Investment Companies,Equity,7.32,6.27,1.96,5.01,15.21,16.40
3062,538365,ADHUNIKIND,Adhunik Industries Ltd,Active,T,10.0,INE452L01012,Iron & Steel/Interm.Products,Equity,107.00,93.70,45.75,49.50,25.00,25.55
3063,538382,WESTLEIRES,West Leisure Resorts Ltd,Active,XT,10.0,INE266P01017,Comm.Trading  & Distribution,Equity,59.35,64.15,65.40,66.70,73.50,NA
3064,538395,NAM,Nam Securities Ltd,Active,X,10.0,INE792G01011,Other Financial Services,Equity,35.00,31.65,30.00,65.00,30.15,29.90
3065,538401,METSL,Maestros Electronics & Telecommunications Systems Ltd,Active,X,10.0,INE318N01011,Electronic Components,Equity,22.15,22.65,48.30,71.95,104.60,106.40
3066,538402,SPS,SPS Finquest Ltd,Active,M,10.0,INE502O01018,Finance (including NBFCs),Equity,118.00,195.00,156.00,147.50,100.00,NA
3067,538432,DIVINUS,Divinus Fabrics Ltd,Active,Z,10.0,INE478P01018,Comm.Trading  & Distribution,Equity,189.50,134.00,20.50,25.40,24.70,18.95
3068,538433,CCFCL,Classic Global Finance & Capital Ltd,Active,XT,1.0,INE854P01028,Other Financial Services,Equity,3.85,0.58,0.30,0.21,0.38,0.39
3069,538446,MONEYBOXX,Moneyboxx Finance Ltd,Active,T,10.0,INE296Q01012,Other Financial Services,Equity,8.75,8.70,8.71,68.60,52.00,50.40
3070,538451,WORTH,Worth Investment & Trading Co Ltd,Active,X,10.0,INE114O01012,Investment Companies,Equity,14.08,14.08,18.83,18.55,11.33,NA
3071,538452,QUASAR,Quasar India Ltd,Active,X,10.0,INE855P01033,Comm.Trading  & Distribution,Equity,51.25,NA,31.20,7.70,7.80,7.85
3072,538464,TPROJECT,Thirani Projects Ltd,Active,X,10.0,INE901C01017,Finance (including NBFCs),Equity,NA,12.50,2.07,0.40,0.95,1.20
3073,538476,CTL,Capital Trade Links Ltd,Active,X,1.0,INE172D01021,Finance (including NBFCs),Equity,44.65,4.71,3.61,3.50,4.65,4.67
3074,538496,TARINI,Tarini International Ltd,Active,M,10.0,INE849M01017,Consulting Services,Equity,13.85,29.70,13.51,6.84,9.79,10.61
3075,538521,CROWNTOURS,Crown Tours Ltd,Active,X,10.0,INE969E01010,Travel Support Services,Equity,40.50,9.50,22.75,18.05,19.05,19.35
3076,538537,OMANSH,Omansh Enterprises Ltd,Active,X,2.0,INE378P01028,Comm.Trading  & Distribution,Equity,NA,2.47,0.95,1.05,0.34,0.34
3077,538539,JTAPARIA,J. Taparia Projects Ltd,Active,XT,10.0,INE075K01013,Investment Companies,Equity,17.00,8.58,0.75,0.19,0.45,0.55
3078,538540,RLFL,Ramchandra Leasing & Finance Ltd,Active,XT,1.0,INE516P01015,Finance (including NBFCs),Equity,5.56,0.26,0.25,0.19,0.42,0.50
3079,538542,GOLDCOINHF,Gold Coin Health Foods Ltd,Active,X,10.0,INE634J01019,Packaged Foods,Equity,13.00,10.39,6.68,6.18,3.12,2.85
3080,538546,BRPL,Bansal Roofing Products Ltd,Active,M,10.0,INE319Q01012,Iron & Steel Products,Equity,38.25,58.00,47.00,33.00,40.00,53.00
3081,538556,ARMAN,Arman Holdings Ltd,Active,X,10.0,INE510P01018,Investment Companies,Equity,NA,NA,91.50,59.75,54.00,NA
3082,538557,SAIBABA,Sai Baba Investment And Commercial Enterprises Ltd,Active,XT,10.0,INE706P01038,Comm.Trading  & Distribution,Equity,185.00,19.10,1.69,1.48,2.22,2.50
3083,538562,SKIPPER,Skipper Ltd,Active,B,1.0,INE439E01022,Construction & Engineering,Equity,138.55,270.15,87.00,51.10,61.90,71.50
3084,538563,ADARSH,Adarsh Mercantile Ltd,Active,XT,10.0,INE673E01018,Comm.Trading  & Distribution,Equity,NA,5.14,5.90,5.90,5.90,6.01
3085,538564,JAMESWARREN,James Warren Tea Ltd,Active,X,10.0,INE718P01017,Tea & Coffee,Equity,122.20,142.95,123.00,78.90,139.60,153.45
3086,538565,VISTARAMAR,Vistar Amar Ltd,Active,X,10.0,INE878P01019,Finance (including NBFCs),Equity,10.60,11.62,26.40,14.05,27.90,36.00
3087,538566,APOLLOTRI,Apollo Tricoat Tubes Ltd,Active,A,2.0,INE919P01029,Comm.Trading  & Distribution,Equity,62.05,99.80,133.30,297.50,858.15,929.55
3088,538567,GULFOILLUB,Gulf Oil Lubricants India Ltd,Active,A,2.0,INE635Q01029,Oil Marketing & Distribution,Equity,640.00,986.20,820.25,809.05,719.70,736.40
3089,538568,FRUTION,Fruition Venture Ltd,Active,XT,10.0,INE836C01015,Comm.Trading  & Distribution,Equity,15.65,13.00,9.85,9.28,8.40,7.98
3090,538569,TRIVENIENT,Triveni Enterprises Ltd,Active,X,1.0,INE916P01025,Comm.Trading  & Distribution,Equity,NA,84.05,84.05,99.90,30.00,28.70
3091,538576,BHANDERI,Bhanderi Infracon Ltd,Active,MT,10.0,INE336Q01016,Realty,Equity,127.00,128.70,NA,NA,NA,NA
3092,538577,IPRU2428,ICICI Prudential Growth Fund Series 2 (Regular Plan - Dividend Payout Option),Active,B,10.0,INF109KC1804,,Equity,NA,NA,NA,NA,NA,NA
