,Security Code,Close 2016,Close 2017,Close 2018,Close 2019,Close 2020,Close 2021
933,512511,NA,NA,NA,NA,NA,NA
934,512519,60.40,72.65,37.50,30.05,34.35,37.50
935,512522,NA,NA,NA,NA,NA,NA
936,512527,546.40,742.50,480.10,275.75,330.00,386.20
937,512529,110.10,98.00,67.50,70.55,169.60,185.65
938,512531,208.75,188.45,145.70,46.95,81.15,79.45
939,512553,40.35,54.00,45.55,46.55,75.25,79.00
940,512565,8.32,9.45,7.10,4.13,3.80,3.80
941,512573,490.95,"2,533.35",385.55,584.50,522.60,521.00
942,512587,39.20,44.85,42.55,32.90,29.45,29.65
943,512589,12.04,21.20,16.65,14.15,10.37,12.99
944,512591,NA,NA,NA,1.15,1.44,NA
945,512595,1.49,2.35,11.40,15.96,13.50,NA
946,512597,46.50,66.15,47.55,28.00,84.05,78.95
947,512599,76.45,166.35,160.95,207.95,479.00,518.10
948,512600,23.20,15.20,9.19,9.19,8.74,8.75
949,512604,8.62,2.77,0.70,0.67,1.20,1.14
950,512608,2.00,3.94,2.07,1.08,2.79,3.44
951,512618,1.45,2.95,5.00,2.23,2.95,3.00
952,512624,1.81,6.00,1.80,1.78,1.42,1.70
953,512626,280.50,157.10,119.55,85.40,71.20,84.95
954,512634,60.05,83.90,72.00,45.10,38.90,41.40
955,513005,52.80,40.00,45.35,20.85,16.37,15.25
956,513010,562.85,989.60,855.70,399.05,559.45,642.65
957,513023,110.70,146.35,120.50,74.25,63.45,62.30
958,513039,NA,3.16,NA,NA,NA,NA
959,513043,27.20,37.05,32.35,18.60,19.00,18.00
960,513059,13.04,17.32,8.10,3.85,5.13,5.70
961,513063,7.21,16.30,7.35,5.70,5.29,7.06
962,513097,41.65,86.90,100.20,50.65,63.85,66.75
963,513108,303.95,428.45,375.35,278.10,257.00,265.40
964,513117,3.85,3.29,1.30,0.76,1.67,2.06
965,513119,15.90,25.00,23.20,7.27,5.66,7.14
966,513121,50.95,59.25,31.75,18.60,22.70,28.50
967,513142,52.70,74.10,27.05,12.50,9.74,12.42
968,513149,176.00,141.00,135.60,108.50,116.95,128.55
969,513173,12.31,7.68,7.41,6.60,3.91,4.23
970,513179,19.10,43.05,7.44,1.86,3.15,3.75
971,513216,27.25,21.70,10.85,8.64,7.91,10.56
972,513228,41.00,68.80,36.40,25.30,22.85,23.95
973,513250,9.80,12.90,1.85,3.28,6.30,7.60
974,513252,220.40,659.25,460.00,416.80,446.30,465.00
975,513262,617.70,"1,130.75",932.55,765.10,505.40,608.45
976,513269,45.10,131.55,70.70,43.45,81.70,83.65
977,513291,NA,4.66,3.87,8.29,1.67,1.92
978,513295,2.97,2.23,1.93,1.78,1.59,1.72
979,513303,7.20,23.45,11.21,8.97,3.81,3.88
980,513305,NA,NA,NA,20.35,4.00,3.84
981,513307,10.50,36.45,23.50,31.25,23.40,24.00
982,513309,3.95,3.24,3.60,2.05,3.39,4.09
983,513335,58.75,37.35,10.81,4.72,5.14,6.85
984,513337,22.75,11.90,5.30,5.21,9.30,9.72
985,513343,NA,NA,NA,5.09,2.02,2.16
986,513349,141.35,323.35,164.95,118.30,140.70,138.90
987,513353,110.55,135.70,211.80,147.45,127.65,150.95
988,513361,3.42,3.08,1.36,0.33,0.78,1.01
989,513369,52.80,54.00,46.10,25.20,29.20,34.00
990,513375,247.30,375.80,359.15,320.40,405.20,408.35
991,513377,52.75,73.25,30.95,18.80,26.40,28.65
992,513397,33.90,29.10,28.00,22.85,7.38,8.16
993,513401,12.35,30.50,26.70,12.00,11.87,12.20
994,513403,6.81,3.34,1.25,4.06,3.20,3.30
995,513414,2.52,1.66,0.37,0.19,0.23,0.24
996,513418,2.83,0.42,0.96,0.36,0.75,0.81
997,513422,5.29,4.67,7.93,10.09,10.59,NA
998,513430,8.00,8.50,8.79,7.75,7.20,6.80
999,513434,324.10,882.55,620.55,611.30,609.05,655.10
1000,513436,14.12,18.00,19.45,8.00,9.09,11.21
1001,513446,22.70,35.30,40.05,14.39,29.20,33.95
1002,513452,4.98,4.75,3.20,3.40,2.35,2.35
1003,513456,4.72,10.60,9.90,9.13,9.89,10.89
1004,513460,5.21,9.12,9.41,7.25,5.41,4.34
1005,513472,115.50,148.95,98.95,36.45,19.20,19.45
1006,513488,14.25,23.40,14.05,13.90,23.80,23.60
1007,513496,NA,10.00,10.00,12.29,12.80,NA
1008,513498,37.05,33.85,10.48,12.87,14.25,14.10
1009,513502,0.34,0.31,0.33,0.25,0.44,0.54
1010,513507,10.30,12.93,9.22,9.45,19.51,19.00
1011,513509,267.75,353.60,301.75,166.90,157.20,162.00
1012,513511,21.50,59.85,50.50,22.35,33.80,36.10
1013,513513,5.04,6.32,5.75,4.25,4.99,6.09
1014,513515,6.59,25.70,5.88,0.56,2.58,2.57
1015,513517,68.00,175.00,159.00,126.70,123.75,145.90
1016,513519,51.50,106.65,72.85,45.00,55.85,59.55
1017,513528,1.71,2.99,1.78,0.80,1.69,1.99
1018,513532,61.65,91.95,83.85,42.25,62.05,62.15
1019,513536,39.90,27.00,15.30,9.24,11.60,12.20
1020,513540,54.80,27.70,31.00,25.30,24.05,21.75
1021,513548,11.16,63.60,60.35,44.25,45.50,57.05
1022,513554,146.30,81.50,76.20,92.55,97.05,103.90
1023,513558,9.00,10.45,13.50,5.55,8.99,10.99
1024,513566,12.70,12.34,5.24,2.06,7.50,10.00
1025,513579,3.80,4.40,4.16,1.68,1.39,1.39
1026,513599,59.55,100.90,52.45,39.15,61.15,67.55
1027,513605,265.65,399.75,188.55,177.85,152.90,154.20
1028,513642,11.02,21.55,13.55,6.74,12.60,12.15
1029,513683,76.45,109.60,69.65,57.15,55.15,56.00
1030,513687,12.20,42.10,7.90,0.95,1.62,2.14
1031,513691,19.60,5.79,3.74,1.32,2.59,3.60
1032,513693,158.00,148.40,110.70,44.50,33.00,41.65
1033,513699,61.00,74.40,87.00,12.55,61.90,64.00
1034,513709,89.70,137.60,101.90,58.60,79.75,79.55
1035,513713,37.70,104.00,65.30,8.16,5.54,5.49
1036,513723,31.45,49.40,54.50,28.40,26.80,26.80
1037,513729,68.55,82.00,53.55,37.20,48.45,57.65
1038,514010,12.16,6.76,2.76,1.02,1.47,1.94
1039,514028,10.70,10.00,12.07,4.73,3.95,NA
1040,514030,103.00,92.10,89.00,79.00,77.00,89.95
1041,514034,208.35,225.10,22.55,7.43,15.22,14.30
1042,514036,599.00,687.65,539.90,275.00,465.60,545.00
1043,514043,293.90,399.60,213.85,124.05,137.95,156.85
1044,514045,75.15,119.05,43.45,28.90,33.90,37.00
1045,514060,12.50,11.88,11.29,13.71,NA,NA
1046,514087,72.50,101.85,77.05,33.90,58.50,57.95
1047,514113,4.05,5.95,3.00,1.90,1.71,2.10
1048,514128,13.62,22.83,13.58,20.80,7.60,7.96
1049,514138,160.00,150.55,127.30,119.75,95.00,119.70
1050,514140,8.62,8.44,4.53,8.05,6.57,5.11
1051,514142,45.75,106.50,64.70,39.65,54.60,51.60
1052,514144,1.00,0.52,0.40,0.68,0.54,0.54
1053,514162,66.75,71.15,59.70,48.05,67.95,72.90
1054,514165,16.90,22.55,9.90,9.00,11.30,12.35
1055,514167,170.00,417.15,294.70,254.25,399.55,433.90
1056,514171,6.70,11.80,4.76,4.50,3.60,3.60
1057,514175,64.40,36.70,11.33,2.50,14.21,16.12
1058,514183,25.75,43.90,45.20,95.05,131.35,140.95
1059,514197,200.00,72.10,11.25,6.71,6.40,6.40
1060,514215,75.00,240.45,162.65,74.25,98.95,97.40
1061,514223,NA,NA,2.13,1.09,1.84,2.31
1062,514234,246.50,190.20,68.25,61.00,76.85,95.35
1063,514236,NA,NA,NA,NA,NA,NA
1064,514238,15.00,17.15,20.55,19.60,21.00,21.00
1065,514240,0.78,0.83,1.00,0.95,0.97,1.27
1066,514248,NA,7.73,6.49,4.28,4.56,5.52
1067,514260,NA,NA,NA,NA,1.31,NA
1068,514264,8.65,24.12,10.15,7.29,5.80,6.49
1069,514266,134.10,122.00,63.00,45.80,41.90,42.90
1070,514272,7.35,10.00,7.85,6.28,14.90,14.50
1071,514274,80.10,49.65,25.50,13.75,18.02,18.40
1072,514280,NA,40.00,41.60,23.60,8.06,8.88
1073,514286,14.05,31.20,16.91,6.07,12.50,13.65
1074,514300,50.45,38.90,27.55,29.60,37.75,40.70
1075,514302,30.10,52.35,42.60,37.50,37.15,36.20
1076,514312,6.20,2.93,4.09,3.00,2.15,2.00
1077,514316,28.50,153.20,240.00,210.00,206.50,232.00
1078,514318,15.90,30.55,16.73,11.18,10.46,10.44
1079,514322,84.05,170.50,96.05,61.60,32.85,34.90
1080,514326,10.15,29.55,12.50,6.42,6.45,7.30
1081,514330,7.85,7.34,6.00,4.20,1.80,NA
1082,514332,45.00,34.20,31.60,27.00,12.90,13.95
1083,514336,14.15,4.80,5.80,7.75,7.46,NA
1084,514354,31.90,45.30,25.00,18.70,44.35,41.15
1085,514358,1.40,14.55,16.00,14.55,10.11,11.00
1086,514360,NA,NA,NA,NA,14.67,15.17
1087,514378,6.50,4.24,4.28,3.10,2.45,2.23
1088,514386,4.70,3.90,2.32,1.51,1.86,2.46
1089,514394,61.25,79.70,130.55,30.45,47.75,44.20
1090,514400,6.89,8.60,3.74,1.78,3.99,4.29
1091,514402,10.35,10.70,10.70,11.00,10.83,10.29
1092,514412,64.60,72.50,51.15,31.00,17.20,16.40
1093,514418,36.65,173.40,471.60,290.70,410.30,435.85
1094,514428,66.30,83.50,90.00,73.00,111.50,115.45
1095,514440,2.31,14.00,14.10,11.20,11.16,11.00
1096,514442,24.35,27.70,17.60,9.50,11.12,11.47
1097,514448,91.45,69.10,72.30,163.65,424.30,413.20
1098,514450,38.80,58.60,44.80,32.45,39.85,48.90
1099,514454,9.08,10.41,7.57,10.30,5.71,6.30
1100,514460,3.10,5.42,9.34,5.15,6.13,5.67
1101,514470,57.00,66.45,29.85,17.90,25.67,34.25
1102,514482,3.09,2.94,3.15,3.14,4.38,NA
1103,514484,8.93,6.33,7.35,7.32,6.92,8.40
1104,515008,NA,NA,NA,NA,43.60,48.95
1105,515030,178.40,370.30,254.50,199.70,276.45,290.00
1106,515037,28.50,53.55,23.90,15.85,22.35,23.80
1107,515043,44.80,67.60,57.50,50.05,67.90,65.20
1108,515055,39.30,71.55,36.20,34.00,27.05,26.75
1109,515059,13.00,20.00,15.75,8.25,10.83,11.35
1110,515085,6.04,8.78,4.19,2.26,2.53,2.98
1111,515093,60.50,71.75,46.45,30.90,42.85,53.15
1112,515127,6.91,22.50,17.25,3.18,2.93,2.94
1113,515145,105.00,151.70,82.50,35.50,35.45,34.00
1114,515147,30.45,44.15,32.90,30.15,30.30,35.90
1115,516003,139.50,175.05,94.90,49.00,46.75,49.60
1116,516007,28.95,45.80,19.50,9.25,9.25,9.80
1117,516016,98.25,205.20,144.40,111.90,89.40,87.75
1118,516020,1.60,7.43,2.66,2.50,1.12,1.34
1119,516022,175.40,281.60,156.80,113.20,114.70,119.25
1120,516030,18.85,59.80,57.50,42.05,73.65,105.15
1121,516032,9.31,8.70,6.88,6.81,5.00,NA
1122,516062,NA,NA,36.00,12.15,7.09,7.73
1123,516064,493.25,477.40,125.40,49.65,64.45,61.75
1124,516072,239.90,388.30,160.50,134.70,213.40,197.65
1125,516078,9.40,19.22,14.00,12.79,7.55,7.97
1126,516082,222.90,440.20,418.80,206.25,221.15,226.50
1127,516086,8.98,17.85,8.01,5.00,3.50,3.42
1128,516092,11.79,11.40,11.55,5.33,11.11,10.64
1129,516096,73.25,118.55,243.95,65.25,79.30,80.30
1130,516098,7.24,2.27,5.80,5.09,3.07,3.07
1131,516106,9.88,19.35,13.78,4.05,4.04,3.64
1132,516108,124.90,151.90,95.20,72.25,76.75,85.50
1133,516110,14.50,10.50,14.45,11.55,11.20,13.22
1134,517015,599.80,"1,290.80","1,892.65",957.25,839.90,859.15
1135,517035,38.05,60.05,47.00,42.45,37.60,37.40
1136,517041,287.70,502.40,373.00,295.90,271.95,310.30
1137,517044,19.65,16.30,11.10,7.78,5.00,5.51
1138,517059,169.50,232.70,136.20,109.35,127.65,130.60
1139,517063,43.00,58.60,41.05,30.00,35.00,35.55
1140,517077,26.00,25.70,50.00,32.30,24.50,NA
1141,517096,27.10,20.15,15.65,5.71,20.90,21.90
1142,517119,27.80,27.70,14.42,3.90,5.48,6.90
1143,517146,15.03,24.75,36.00,26.95,36.80,35.25
1144,517166,17.80,22.20,9.08,3.06,15.17,15.10
1145,517168,162.65,309.40,275.75,253.45,342.75,351.35
1146,517170,14.60,11.50,16.95,15.31,14.05,14.00
1147,517172,NA,NA,NA,NA,NA,NA
1148,517174,"8,985.80","19,531.75","21,985.00","27,500.00","37,138.80","40,617.40"
1149,517201,75.00,84.90,56.00,34.35,25.05,25.30
1150,517206,749.20,"2,112.30","1,693.00","1,271.35","1,369.70","1,403.35"
1151,517214,15.35,23.75,11.84,4.35,23.29,31.05
1152,517224,1.66,0.88,0.33,0.19,0.37,0.36
1153,517230,11.19,7.45,2.92,3.02,2.40,2.73
1154,517236,3.95,9.83,29.55,18.60,22.10,26.90
1155,517238,49.30,59.95,60.00,46.00,58.00,60.10
1156,517246,7.77,17.30,7.90,4.98,12.34,14.93
1157,517258,25.25,32.55,38.10,37.35,20.70,17.75
1158,517264,11.66,15.37,17.70,27.50,25.00,24.45
1159,517271,36.25,71.85,28.80,15.85,41.15,37.60
1160,517273,NA,NA,NA,NA,8.46,10.77
1161,517288,15.00,8.95,41.70,8.50,7.40,8.00
1162,517300,95.85,132.75,78.20,72.10,84.00,83.95
1163,517320,1.80,1.75,1.86,1.77,1.63,NA
1164,517330,135.50,277.65,175.15,48.00,41.00,41.90
1165,517334,325.75,378.80,166.75,146.55,165.20,167.75
1166,517344,93.40,78.35,39.60,26.10,55.70,51.90
1167,517354,342.80,562.15,692.30,647.10,915.80,"1,007.80"
1168,517356,6.55,9.86,0.58,0.30,0.44,0.50
1169,517360,NA,NA,NA,NA,NA,NA
1170,517370,30.90,104.30,42.40,20.35,24.95,26.70
1171,517372,56.15,103.00,95.00,83.15,94.00,102.20
1172,517380,704.95,862.00,566.65,367.90,337.85,362.05
1173,517385,"1,152.25","1,743.45","1,163.90","1,160.75","1,026.10","1,053.15"
1174,517393,1.71,0.32,0.55,0.53,0.46,0.55
1175,517397,3.71,5.50,5.00,4.50,6.00,NA
1176,517399,5.60,8.80,10.45,1.10,3.01,2.76
1177,517411,31.25,15.15,9.00,7.10,6.05,7.17
1178,517417,181.60,193.80,118.05,105.55,144.20,142.95
1179,517421,188.20,541.60,298.80,198.50,465.75,513.55
1180,517429,34.00,23.30,39.30,41.00,41.65,40.75
1181,517431,NA,NA,NA,NA,4.80,5.20
1182,517437,163.40,136.05,123.00,119.85,138.50,136.45
1183,517447,111.95,89.75,34.20,20.55,25.70,30.90
1184,517449,144.15,251.60,189.55,171.85,176.75,177.20
1185,517463,0.50,0.44,0.69,0.55,0.67,0.67
1186,517467,13.55,7.09,1.45,1.95,8.25,8.86
1187,517477,90.60,188.50,104.45,111.60,136.85,148.90
1188,517494,5.24,2.53,5.20,6.10,9.00,9.22
1189,517498,42.10,112.05,28.35,22.30,45.80,48.60
1190,517500,55.50,124.45,102.10,158.35,133.90,148.75
1191,517506,"5,728.20","7,672.95","7,465.80","5,709.15","6,192.65","6,173.85"
1192,517514,21.50,29.45,18.35,18.85,13.97,16.23
1193,517522,636.90,725.40,708.65,290.60,439.00,447.25
1194,517530,4.87,6.13,4.60,3.58,5.82,6.10
1195,517536,65.00,137.70,59.30,62.25,107.40,106.85
1196,517544,595.80,647.40,348.00,362.40,440.30,466.90
1197,517546,21.90,29.65,30.00,19.00,13.05,15.95
1198,517548,53.20,51.40,19.90,6.95,3.20,3.27
1199,517554,13.78,16.13,4.85,4.98,6.76,7.95
1200,517562,106.25,134.70,88.30,46.10,88.85,88.95
1201,517569,124.00,375.60,358.85,457.30,477.25,483.55
1202,517571,82.60,125.00,47.05,19.10,17.07,19.15
1203,518011,118.90,168.45,66.75,48.00,85.70,87.45
1204,518029,24.20,35.10,24.15,17.35,37.90,44.40
1205,518075,13.90,17.00,28.00,16.00,24.45,32.60
1206,518091,155.30,243.45,130.00,146.65,212.30,213.10
1207,519003,138.90,136.30,72.90,30.45,79.85,79.30
1208,519014,NA,NA,NA,1.22,1.01,NA
1209,519031,80.40,104.55,84.45,37.95,28.90,31.50
1210,519064,NA,NA,NA,10.50,11.50,11.65
1211,519091,"3,452.70","7,906.20","8,983.50","8,306.80","11,968.40","11,829.60"
1212,519097,6.77,4.64,5.98,6.00,13.30,13.80
1213,519105,30.35,59.75,26.80,31.00,48.65,51.15
1214,519126,146.05,323.35,343.30,687.90,"1,547.30","1,531.85"
1215,519136,105.30,108.70,52.65,22.65,46.20,56.70
1216,519152,401.55,900.00,842.00,"1,107.00","1,700.00","1,789.95"
1217,519156,486.90,980.10,537.55,716.00,758.40,815.80
1218,519174,1.66,2.75,1.69,0.28,2.88,3.32
1219,519183,140.45,313.10,270.20,305.65,642.65,631.65
1220,519191,NA,NA,NA,12.60,17.87,20.40
1221,519214,27.75,36.20,23.00,6.50,3.38,3.08
1222,519216,33.50,67.80,22.30,37.50,60.15,71.30
1223,519224,55.00,101.50,53.50,12.83,21.00,21.95
1224,519230,3.11,1.74,2.40,1.92,4.62,4.40
1225,519234,10.08,NA,NA,NA,7.64,7.63
1226,519238,1.20,5.02,6.42,6.60,9.45,9.40
1227,519242,NA,NA,6.26,10.92,9.50,NA
1228,519260,4.96,26.30,11.32,1.74,1.33,1.28
1229,519262,6.65,23.15,15.26,8.00,16.80,16.60
1230,519279,20.80,11.20,5.31,2.96,3.31,4.20
1231,519285,3.94,5.70,1.77,4.75,4.10,4.03
1232,519287,10.37,9.39,4.12,3.65,5.32,7.09
1233,519295,239.20,311.20,191.35,114.10,222.00,210.80
1234,519299,0.76,1.09,1.14,0.68,2.57,2.69
1235,519307,6.47,14.37,10.11,8.81,4.93,4.93
1236,519319,2.26,2.55,3.23,4.39,5.36,6.29
1237,519331,10.29,8.16,8.00,8.80,10.63,11.00
1238,519353,NA,9.05,NA,8.20,5.20,5.20
1239,519359,21.00,76.15,31.70,26.70,42.70,49.60
1240,519367,13.05,7.00,4.35,2.80,149.50,168.15
1241,519383,25.50,47.50,23.00,7.98,15.90,17.60
1242,519397,NA,NA,NA,21.00,30.10,30.00
1243,519413,NA,NA,12.50,20.00,19.00,NA
1244,519415,33.25,25.75,24.50,25.65,20.00,NA
1245,519421,640.00,"2,168.60","1,857.05","1,225.00","2,130.30","2,067.70"
1246,519439,9.10,8.81,8.71,9.00,8.00,NA
1247,519455,7.50,25.00,26.00,25.00,27.65,33.15
1248,519457,59.65,44.70,33.00,23.00,21.95,25.00
1249,519463,27.65,15.75,18.00,16.95,16.05,15.20
1250,519471,NA,NA,7.00,NA,NA,NA
1251,519475,117.00,137.85,168.95,127.00,112.30,108.80
1252,519477,NA,32.20,45.60,34.00,35.05,31.50
1253,519483,17.50,15.95,18.05,12.40,11.07,10.50
1254,519494,35.10,56.60,49.30,24.30,20.20,20.00
1255,519500,2.16,1.48,2.74,2.38,3.63,4.72
1256,519506,NA,NA,3.59,6.29,5.00,4.85
1257,519532,13.00,17.55,10.00,7.05,14.65,17.31
1258,519552,884.25,826.05,527.60,364.00,296.00,305.80
1259,519566,30.00,137.60,46.80,41.05,69.30,57.35
1260,519588,"1,783.90","1,969.25",203.00,273.25,420.60,403.35
1261,519600,266.55,299.30,270.25,201.25,268.20,259.35
1262,519602,114.55,103.00,36.00,18.05,74.20,77.60
1263,519604,10.46,8.00,14.99,12.18,7.29,7.29
1264,519606,2.14,2.13,2.34,2.45,3.41,NA
1265,519612,10.52,15.60,15.15,10.21,20.00,20.65
1266,520008,54.40,101.35,71.05,46.20,36.50,38.70
1267,520021,74.20,97.10,92.35,44.75,44.95,46.50
1268,520043,187.40,284.90,188.75,124.40,142.45,144.20
1269,520051,170.00,80.95,64.90,46.60,61.40,63.25
1270,520056,"2,956.00","5,431.30","3,648.15","2,095.05","2,630.00","2,639.75"
1271,520057,60.75,108.95,101.65,89.35,87.90,88.80
1272,520059,89.00,85.80,60.80,46.10,60.50,60.80
1273,520066,278.35,574.45,318.05,235.05,249.15,263.70
1274,520073,31.70,78.20,59.75,114.55,153.10,180.20
1275,520075,182.00,349.10,192.50,126.80,131.95,136.75
1276,520081,38.00,66.80,81.20,69.65,NA,NA
1277,520086,204.40,256.90,149.75,17.45,17.75,18.90
1278,520111,677.30,"1,100.30",944.95,"1,098.30","1,580.05","1,580.10"
1279,520113,"1,093.45","1,377.60","1,186.80","1,099.25","1,092.25","1,173.45"
1280,520119,56.60,99.90,80.00,30.95,26.25,29.00
1281,520121,3.07,1.72,1.61,1.86,5.30,5.93
1282,520123,89.05,98.00,60.60,76.30,61.05,58.00
1283,520127,2.38,5.93,4.10,8.84,8.05,8.60
1284,520131,27.50,20.90,17.00,26.50,21.70,20.60
1285,520141,22.85,12.00,38.00,9.35,7.08,7.91
1286,520151,205.60,565.55,207.75,71.00,63.55,73.40
1287,520155,81.20,58.00,17.05,19.75,13.65,15.10
1288,521003,NA,NA,NA,NA,NA,NA
1289,521014,30.50,35.05,21.50,11.23,9.29,9.73
1290,521016,163.60,124.25,56.50,46.65,145.65,144.80
1291,521018,28.00,60.00,28.45,14.60,28.46,31.50
1292,521034,9.40,18.45,5.67,3.38,2.71,3.04
1293,521036,1.30,1.15,0.95,0.35,0.42,0.48
1294,521054,7.10,3.00,2.92,3.50,0.99,0.98
1295,521062,2.50,1.53,1.25,2.45,1.12,1.02
1296,521064,57.55,89.50,66.55,6.75,9.88,14.59
1297,521068,7.00,12.43,14.47,23.85,14.45,14.45
1298,521070,3.44,3.90,3.92,3.04,23.30,22.80
1299,521080,1.94,2.40,3.80,0.93,1.81,1.82
1300,521082,4.93,6.05,1.97,0.30,0.78,0.97
1301,521097,133.85,173.45,99.70,60.20,110.65,120.55
1302,521105,296.25,259.90,38.15,13.00,16.39,21.75
1303,521109,32.25,42.85,23.30,13.88,22.48,22.80
1304,521113,56.90,72.80,36.75,13.70,10.47,12.78
1305,521131,6.64,8.28,8.67,3.52,3.88,4.24
1306,521133,2.50,2.60,2.55,2.38,1.72,NA
1307,521137,3.00,2.90,2.23,2.34,2.45,2.45
1308,521141,6.39,9.10,7.89,3.52,5.65,5.74
1309,521149,29.50,22.05,11.51,5.60,6.90,7.32
1310,521151,38.00,34.90,25.10,20.20,21.40,22.20
1311,521161,25.25,26.30,11.92,11.30,6.65,7.03
1312,521163,179.30,232.55,143.35,175.00,107.55,107.80
1313,521178,23.00,15.15,13.00,8.68,7.71,8.50
1314,521180,11.46,21.60,7.60,3.66,4.66,5.86
1315,521182,6.59,7.69,3.92,1.90,1.30,1.36
1316,521188,5.15,6.17,6.30,7.13,5.15,4.75
1317,521194,108.00,455.05,178.20,144.00,214.35,216.05
1318,521200,134.50,96.75,42.10,17.45,30.90,37.00
1319,521206,10.62,5.99,1.60,0.49,0.83,0.89
1320,521210,8.23,4.50,5.00,1.28,4.75,4.75
1321,521216,13.52,39.00,30.50,15.80,22.00,22.40
1322,521220,74.80,124.75,47.50,25.10,37.35,40.70
1323,521222,5.50,2.93,6.92,5.65,16.25,15.45
1324,521226,9.50,10.34,10.49,7.29,5.00,6.30
1325,521228,0.34,0.44,0.30,0.19,0.40,0.45
1326,521232,27.55,32.50,26.45,16.95,14.45,12.00
1327,521234,12.02,17.65,15.80,10.50,11.31,11.88
1328,521240,125.75,150.80,94.55,61.95,65.50,87.60
1329,521242,46.00,38.95,18.90,3.91,8.16,NA
1330,521244,7.60,8.90,11.50,2.07,1.61,1.94
1331,521248,407.00,306.85,111.00,102.35,110.25,114.20
1332,522001,11.34,19.51,13.85,7.40,9.25,9.00
1333,522004,23.15,35.30,16.60,9.53,14.90,14.52
1334,522005,46.00,80.50,68.25,39.10,43.70,40.95
1335,522014,219.75,227.05,138.45,129.80,270.70,327.65
1336,522017,168.70,195.00,136.50,77.00,96.75,96.60
1337,522027,23.70,25.40,17.00,3.65,2.00,2.20
1338,522029,48.40,109.40,71.20,18.05,18.01,17.10
1339,522034,113.40,163.45,135.30,100.10,122.00,126.60
1340,522036,8.92,9.88,13.02,5.85,4.46,NA
1341,522064,"1,500.75","1,552.95","1,076.90","1,235.00","1,046.40","1,039.50"
1342,522073,296.55,564.10,333.00,165.95,155.00,178.20
1343,522074,183.75,309.55,261.60,257.80,153.35,179.30
1344,522091,NA,NA,43.80,21.00,15.85,17.05
1345,522101,57.95,111.95,53.10,23.20,19.05,19.05
1346,522105,3.42,11.80,16.25,6.99,7.91,7.88
1347,522108,421.25,"3,422.95",583.05,500.00,452.50,436.80
1348,522113,595.05,884.35,582.05,921.55,"1,330.90","1,282.65"
1349,522122,528.00,918.20,778.20,816.00,"1,049.20","1,147.35"
1350,522134,44.55,114.80,49.00,32.45,34.30,38.20
1351,522152,39.30,61.25,48.75,26.85,24.90,26.40
1352,522165,54.10,196.25,81.10,23.75,11.85,14.62
1353,522171,NA,NA,NA,NA,NA,NA
1354,522183,49.00,278.60,170.15,72.25,88.05,94.90
1355,522195,31.00,241.30,172.85,200.70,335.20,333.25
1356,522205,80.55,111.70,109.50,102.60,115.45,124.25
1357,522207,61.00,194.80,143.90,54.75,72.00,69.45
1358,522209,2.63,1.80,1.28,1.61,3.19,3.93
1359,522215,133.45,201.70,193.05,467.65,"1,514.50","1,478.80"
1360,522217,135.15,242.95,159.10,130.05,204.00,200.50
1361,522229,43.05,57.40,30.45,22.25,32.35,35.70
1362,522231,33.95,45.70,25.25,23.95,31.80,32.15
1363,522237,5.13,6.20,6.01,5.31,5.19,5.42
1364,522241,442.95,"1,168.40",648.00,381.05,417.20,440.85
1365,522245,3.89,6.70,6.60,5.70,5.85,6.35
1366,522249,340.05,515.10,389.00,208.80,309.90,308.75
1367,522251,38.05,66.85,80.00,51.65,37.00,45.35
1368,522257,17.00,35.05,30.10,10.00,14.79,17.56
1369,522263,222.30,625.15,87.00,99.55,68.15,73.70
1370,522267,52.40,78.55,44.90,24.70,25.80,25.55
1371,522273,18.00,25.90,23.65,10.47,14.60,15.20
1372,522275,299.35,440.10,294.00,147.40,117.45,130.90
1373,522281,66.65,220.60,130.15,70.05,83.25,86.25
1374,522285,7.01,8.72,5.66,3.14,5.73,6.81
1375,522287,247.95,474.30,392.40,409.80,320.30,350.90
1376,522289,2.99,4.65,5.12,5.85,3.00,3.30
1377,522292,1.16,56.40,38.50,23.50,53.55,57.50
1378,522294,29.65,92.50,95.90,61.45,98.50,104.85
1379,522295,246.25,462.00,300.00,237.40,255.65,245.75
1380,522650,86.55,144.95,118.95,95.00,137.70,144.30
1381,523007,57.55,90.50,52.00,29.95,47.25,45.40
1382,523011,29.60,66.65,44.00,20.65,47.90,45.45
1383,523019,23.30,52.50,27.35,18.75,26.05,26.60
1384,523021,37.55,68.15,46.00,29.05,15.60,21.90
1385,523023,282.35,430.10,337.80,301.70,50.70,47.50
1386,523025,"1,088.75",605.80,791.90,619.00,518.25,556.95
1387,523054,613.90,464.55,644.40,613.70,500.85,551.00
1388,523062,14.25,37.75,33.00,12.00,5.84,5.96
1389,523100,15.00,29.50,19.35,5.15,12.46,11.50
1390,523105,101.75,75.00,57.70,24.40,24.40,NA
1391,523113,11.50,11.00,11.55,10.73,15.40,15.30
1392,523116,260.00,271.95,226.80,160.00,194.20,186.00
1393,523120,25.00,21.40,34.00,47.20,97.00,107.70
1394,523127,304.95,382.55,415.50,298.15,277.95,287.10
1395,523144,22.85,29.95,13.64,11.51,23.40,23.20
1396,523151,27.90,37.05,17.00,19.00,5.39,4.88
1397,523160,622.00,"1,056.50","1,447.00","1,515.75",856.15,870.95
