,Security Code,Close 2016,Close 2017,Close 2018,Close 2019,Close 2020
61,500124,"3,058.50","2,414.40","2,617.00","2,877.15","5,291.65"
62,500125,256.45,370.05,206.40,201.55,335.45
63,500126,997.50,"1,288.65","3,084.20","4,352.30","6,925.60"
64,500128,23.30,37.80,21.65,12.08,23.15
65,500133,577.00,798.80,913.05,"1,289.45","1,896.70"
66,500135,245.75,296.15,109.30,176.75,259.15
67,500136,37.95,61.55,36.70,32.95,125.30
68,500142,2.13,1.52,1.25,1.41,1.02
69,500143,41.30,37.90,17.85,9.25,20.35
70,500144,414.70,707.40,451.15,370.75,368.20
71,500147,434.05,"1,274.10",987.65,938.35,827.90
72,500148,272.80,486.30,282.15,201.60,375.45
73,500150,"1,270.80","1,984.05","1,429.95","1,305.90","1,336.70"
74,500151,62.05,52.35,41.90,27.60,50.35
75,500153,34.95,97.25,52.10,40.00,61.50
76,500155,29.05,42.65,23.60,11.74,11.14
77,500159,78.40,82.90,66.35,44.55,54.80
78,500160,16.75,17.35,5.66,1.64,7.53
79,500163,"1,021.00",986.55,888.70,"1,273.80",966.65
80,500164,430.50,605.60,546.15,424.90,421.55
81,500165,319.90,573.05,489.30,516.85,613.10
82,500166,214.80,463.80,304.30,199.00,264.05
83,500168,665.25,"1,046.75",948.10,980.05,978.05
84,500170,13.10,19.15,10.56,6.06,14.00
85,500171,247.35,318.00,244.50,184.40,214.40
86,500173,465.05,908.00,898.75,85.75,95.40
87,500174,2.08,1.58,2.13,1.56,2.74
88,500179,57.65,58.00,25.05,7.04,9.77
89,500180,"1,204.20","1,873.55","2,122.45","1,271.80","1,420.10"
90,500182,"3,044.75","3,786.30","3,105.70","2,443.85","3,082.60"
91,500183,12.52,28.60,21.20,17.60,26.75
92,500184,33.30,153.95,131.00,60.70,47.70
93,500185,39.70,40.95,13.24,10.06,9.42
94,500186,64.70,132.40,117.50,90.65,86.95
95,500187,276.15,504.45,233.85,48.70,118.70
96,500188,255.45,309.00,277.80,209.70,275.45
97,500189,504.00,771.35,410.60,385.00,579.40
98,500191,41.20,40.55,20.50,13.06,22.00
99,500192,4.43,4.23,3.10,2.64,2.36
100,500193,16.00,20.90,15.55,5.58,6.58
101,500199,230.75,743.75,416.65,167.80,409.95
102,500201,133.95,458.95,310.05,218.55,333.00
103,500202,8.29,4.65,8.25,7.75,9.60
104,500206,9.99,13.23,12.87,7.49,8.15
105,500207,29.65,43.75,31.05,26.05,42.50
106,500209,"1,010.70","1,039.30",659.85,731.75,"1,281.60"
107,500210,678.55,806.25,602.85,652.25,639.20
108,500211,24.90,29.10,20.00,11.69,10.66
109,500212,29.40,40.00,29.00,22.05,23.25
110,500213,185.60,234.15,148.80,73.30,62.65
111,500214,291.40,599.70,372.40,797.20,973.05
112,500215,461.70,711.20,604.75,626.00,848.40
113,500219,88.10,125.80,69.70,7.96,21.35
114,500220,47.70,70.80,52.85,33.00,48.00
115,500223,5.26,4.20,1.96,0.89,0.92
116,500227,318.45,417.00,232.65,224.00,454.90
117,500228,"1,624.60",269.70,306.25,269.90,401.85
118,500231,72.55,81.45,59.00,41.10,62.10
119,500233,465.30,728.95,492.85,525.25,710.15
120,500234,250.95,392.65,202.90,159.60,193.85
121,500235,275.55,401.45,224.40,248.15,281.75
122,500236,4.61,3.61,NA,0.68,0.52
123,500238,897.45,"1,567.60","1,394.60","2,370.15","2,540.50"
124,500239,79.10,80.70,43.60,18.15,27.90
125,500240,83.10,78.95,48.00,32.10,32.50
126,500241,165.15,331.85,152.65,148.65,139.20
127,500243,824.00,"1,524.00",890.00,612.00,791.55
128,500245,66.45,112.85,88.10,63.00,143.90
129,500246,26.35,18.95,47.25,28.50,30.00
130,500247,719.05,"1,009.10","1,254.75","1,684.50","1,970.65"
131,500248,11.25,8.92,8.50,6.26,3.58
132,500249,628.95,886.50,779.25,675.00,643.55
133,500250,538.85,"1,061.50",427.95,262.90,297.00
134,500251,201.05,336.95,361.50,527.15,676.75
135,500252,"3,958.70","5,831.90","5,730.95","3,295.55","4,759.60"
136,500253,559.45,563.25,488.50,434.10,408.10
137,500257,"1,483.70",884.65,845.60,764.90,"1,000.60"
138,500259,53.45,64.30,30.10,19.65,32.10
139,500260,546.30,785.80,639.35,754.60,802.05
140,500264,279.00,300.80,129.95,63.00,118.20
141,500265,240.10,509.75,484.35,377.85,324.25
142,500266,"1,615.35","2,755.05","3,160.65","4,447.00","3,753.85"
143,500267,99.05,150.95,89.10,128.95,120.70
144,500268,33.05,39.25,31.85,19.30,35.45
145,500271,548.50,591.15,445.25,534.70,709.00
146,500274,NA,NA,9.80,11.20,7.70
147,500277,0.91,0.59,0.29,1.05,1.06
148,500279,13.10,57.30,27.95,7.54,13.96
149,500280,273.90,332.60,265.35,179.55,207.35
150,500284,33.00,50.10,57.60,30.10,33.45
151,500285,57.20,145.95,89.20,112.70,93.45
152,500288,20.30,37.30,22.15,15.55,29.90
153,500290,"48,781.15","72,348.15","67,088.25","66,327.75","78,783.40"
154,500292,109.75,153.05,152.05,174.85,228.50
155,500294,80.45,133.80,88.10,56.00,61.65
156,500295,216.30,329.75,202.35,152.50,180.15
157,500296,118.80,127.50,90.20,42.25,86.70
158,500298,839.70,"2,135.25","4,333.10","1,763.45","2,048.50"
159,500300,861.45,"1,164.05",826.80,743.85,984.15
160,500302,"1,621.05","2,863.95","2,381.85","1,523.50","1,415.75"
161,500304,80.15,102.65,86.95,93.70,205.30
162,500306,5.78,9.59,5.59,3.35,11.11
163,500307,188.90,222.45,200.00,299.10,280.70
164,500312,191.45,194.65,150.20,128.75,96.95
165,500314,22.00,41.70,44.50,33.10,25.85
166,500317,10.08,16.02,9.11,5.00,12.37
167,500319,30.30,54.65,19.95,17.00,24.00
168,500325,"1,080.10",921.05,"1,121.05","1,514.10","1,914.15"
169,500327,11.75,14.25,8.45,5.60,11.36
170,500330,492.15,"1,056.00",842.60,669.40,347.05
171,500331,590.10,902.55,"1,107.45","1,387.05","1,793.95"
172,500333,81.80,181.50,179.80,131.00,252.20
173,500335,629.90,"1,150.05",598.70,610.20,743.70
174,500336,175.15,393.65,227.35,158.80,352.25
175,500337,31.80,60.85,43.45,40.80,45.05
176,500338,77.45,112.15,88.90,62.80,88.40
177,500339,54.80,371.00,134.25,98.60,141.80
178,500343,20.55,30.00,20.35,19.20,27.80
179,500346,40.00,41.65,26.50,13.55,25.00
180,500350,445.00,383.60,224.40,88.40,151.30
181,500354,57.75,56.20,22.75,19.20,17.75
182,500355,191.90,264.65,178.80,168.30,297.15
183,500356,34.60,29.25,29.40,13.94,15.50
184,500357,22.30,11.51,23.25,11.90,12.74
185,500358,6.35,4.18,8.45,6.52,3.66
186,500360,63.60,85.30,55.40,37.30,28.90
187,500365,6.85,6.64,18.60,9.71,11.40
188,500366,60.50,59.75,8.44,4.33,6.25
189,500367,37.45,86.90,45.15,32.40,59.15
190,500368,19.00,18.60,9.04,3.32,675.70
191,500370,55.00,58.65,24.95,11.69,29.10
192,500378,55.20,140.00,84.70,73.10,82.25
193,500380,348.75,441.05,294.50,279.40,341.60
194,500387,"14,724.70","18,038.70","17,212.45","20,357.45","24,807.90"
195,500388,18.14,35.75,26.00,27.00,12.92
196,500390,467.05,553.75,315.75,29.40,29.65
197,500400,75.70,93.85,76.75,56.50,82.45
198,500402,55.50,153.75,39.60,11.95,14.99
199,500403,290.85,583.80,537.25,500.85,540.45
200,500404,32.40,78.80,58.90,37.90,66.35
201,500405,197.90,380.30,207.10,156.00,340.95
202,500407,"1,304.55","2,052.45","1,524.50","1,120.05","1,441.50"
203,500408,"1,402.55",976.65,"1,020.70",825.60,"1,995.20"
204,500410,"1,328.40","1,757.90","1,504.80","1,444.65","1,674.30"
205,500411,745.70,"1,211.25","1,112.40","1,085.55",962.35
206,500412,765.60,"2,195.30",111.40,71.55,98.60
207,500413,187.70,256.20,233.45,63.75,49.30
208,500414,50.05,44.75,55.45,32.50,27.35
209,500418,96.40,130.75,48.65,69.60,77.50
210,500420,"1,315.50","1,416.65","1,771.25","1,846.95","2,789.55"
211,500422,16.55,31.55,23.20,13.60,23.15
212,500425,206.20,271.20,224.40,196.30,261.10
213,500426,4.49,6.32,14.20,8.50,12.00
214,500429,62.10,92.30,98.10,72.00,69.00
215,500439,"1,845.00","5,059.20","2,253.00","1,323.00","1,454.35"
216,500440,155.05,273.70,226.10,216.10,259.00
217,500444,131.95,318.70,309.45,217.90,190.25
218,500449,18.45,35.40,28.40,15.20,25.45
219,500450,41.35,181.00,284.95,161.40,232.00
220,500456,24.00,28.50,20.30,8.99,13.61
221,500458,2.97,3.42,5.23,4.52,2.90
222,500459,"7,076.60","9,380.95","9,852.40","11,461.35","11,199.85"
223,500460,62.50,88.65,60.90,29.80,75.10
224,500463,89.80,128.85,74.15,145.65,770.00
225,500464,163.85,307.25,177.70,133.50,130.20
226,500467,68.65,98.15,85.70,57.85,116.80
227,500469,66.90,108.80,93.15,88.05,72.70
228,500470,391.10,732.45,521.85,472.00,683.95
229,500472,"1,263.65","1,921.70","1,914.30","2,166.60","1,760.90"
230,500477,80.10,119.25,102.55,81.50,105.05
231,500480,816.75,902.80,848.75,550.15,643.05
232,500483,627.85,681.25,523.55,396.15,"1,077.00"
233,500488,"4,700.35","5,509.20","7,519.25","13,073.05","15,434.90"
234,500490,"1,827.60","2,882.75","2,950.05","3,410.75","3,106.20"
235,500493,906.20,731.90,508.35,483.35,548.20
236,500495,296.45,787.20,706.20,629.50,"1,317.45"
237,500500,6.91,9.64,7.75,5.72,7.82
238,500510,"1,349.40","1,256.95","1,438.50","1,298.95","1,313.65"
239,500520,"1,184.45",751.05,803.70,531.45,744.40
240,500530,"20,999.40","20,103.05","19,622.95","15,391.30","13,294.30"
241,500540,29.35,33.55,7.70,2.30,5.58
242,500547,634.55,518.70,362.75,491.50,387.30
243,500550,"1,112.80","1,236.80","1,047.15","1,496.85","1,631.25"
244,500570,471.35,431.20,172.60,185.10,195.35
245,500575,328.25,655.70,552.45,659.30,869.30
246,500620,362.75,399.05,317.20,298.75,278.00
247,500645,206.80,425.90,148.55,97.25,158.90
248,500650,346.25,629.25,"1,490.90",870.70,919.75
249,500655,125.10,210.10,252.35,217.90,427.70
250,500660,"2,730.35","2,480.90","1,511.60","1,608.30","1,598.70"
251,500670,213.10,494.05,340.70,163.70,224.35
252,500672,673.85,643.15,720.30,667.60,682.30
253,500674,"4,296.80","4,714.40","6,352.70","7,015.55","8,126.35"
254,500680,"1,803.95","2,060.90","2,847.55","4,224.15","5,134.70"
255,500690,97.90,156.10,116.15,70.00,85.85
256,500696,826.30,"1,368.10","1,818.05","1,923.25","2,369.50"
257,500710,"1,411.15","1,835.60","1,741.65","1,967.80","2,418.95"
258,500730,67.30,181.95,165.55,101.50,153.35
259,500770,501.60,730.85,708.45,667.00,498.60
260,500777,23.40,71.75,38.50,36.60,45.30
261,500780,95.10,250.60,113.10,50.05,112.10
262,500790,"6,029.80","7,845.00","11,107.25","14,789.95","18,139.75"
263,500800,122.05,315.55,219.40,321.05,601.10
264,500820,891.35,"1,157.90","1,373.70","1,786.85","2,791.35"
265,500825,"2,882.20","4,715.75","3,118.40","3,027.25","3,554.45"
266,500830,905.60,"1,095.60","1,341.60","1,460.50","1,591.95"
267,500840,95.00,145.80,197.00,142.40,97.50
268,500850,98.20,118.00,147.70,145.00,124.00
269,500870,380.45,193.15,151.45,129.35,128.10
270,500875,240.95,263.10,281.65,237.65,202.75
271,500877,184.95,268.80,235.90,163.95,190.80
272,500878,"1,162.90","1,950.70","1,306.20",988.80,"1,151.05"
273,500890,41.20,101.85,48.45,29.25,34.55
274,500940,436.10,661.15,547.45,545.75,650.05
275,501110,NA,5.79,NA,6.07,NA
276,501111,NA,NA,NA,NA,10.00
277,501144,NA,NA,NA,NA,11.55
278,501148,120.50,94.15,528.85,198.70,332.15
279,501150,27.95,72.60,35.65,19.60,17.65
280,501242,22.30,26.35,15.35,8.72,4.90
281,501261,NA,NA,NA,280.55,280.55
282,501270,NA,NA,1.17,NA,NA
283,501295,69.10,117.40,74.25,60.00,74.30
284,501298,"1,100.00","1,395.00","1,052.00",986.65,"1,096.50"
285,501301,558.80,889.50,890.95,807.95,"1,024.85"
286,501311,7.69,9.29,NA,4.04,6.40
287,501314,NA,NA,454.30,48.10,23.70
288,501343,42.00,39.00,51.25,35.35,21.20
289,501351,NA,30.25,32.05,32.00,30.80
290,501370,131.10,195.80,95.20,57.05,54.55
291,501386,NA,NA,NA,NA,NA
292,501391,138.00,206.00,116.90,85.70,134.30
293,501421,170.20,253.00,170.00,191.55,134.50
294,501423,512.00,959.85,928.60,633.75,810.20
295,501425,515.00,"1,699.80","1,320.10","1,036.35","1,292.55"
296,501430,"1,536.00","2,801.00","1,926.10",802.75,559.70
297,501455,122.10,137.05,119.00,133.90,97.05
298,501477,74.70,73.25,63.40,24.90,53.15
299,501622,NA,NA,NA,NA,33.00
300,501630,NA,NA,NA,NA,NA
301,501700,44.35,47.10,65.40,40.60,21.40
302,501831,28.65,64.55,374.85,261.45,165.75
303,501833,14.90,15.60,8.36,2.49,5.00
304,501848,56.90,38.55,14.43,5.07,10.00
305,501945,3.25,2.94,2.04,1.87,1.08
306,502015,22.45,41.75,16.40,11.24,16.30
307,502090,620.70,848.40,683.25,532.90,676.55
308,502137,932.90,555.10,419.50,273.05,380.55
309,502157,269.35,353.75,224.40,282.15,257.20
310,502168,113.85,251.05,135.75,86.05,155.00
311,502175,56.50,87.20,43.40,37.90,62.95
312,502180,19.80,27.75,22.65,26.80,61.50
313,502216,NA,NA,NA,NA,NA
314,502219,"6,743.05",980.10,231.95,155.20,270.50
315,502250,372.70,337.05,345.00,210.00,270.00
316,502281,25.45,24.40,10.49,5.10,9.80
317,502294,NA,NA,51.90,44.90,36.10
318,502330,295.05,319.75,444.15,287.35,213.00
319,502355,"1,101.70","1,196.55",924.20,990.90,"1,668.70"
320,502420,68.55,141.40,43.55,26.30,22.70
321,502445,24.30,82.10,22.00,16.10,11.62
322,502448,14.20,7.43,3.04,1.94,4.64
323,502450,690.75,896.10,"1,069.15",169.40,156.40
324,502460,NA,NA,7.44,30.00,27.50
325,502563,3.50,5.75,3.70,3.88,3.50
326,502587,16.45,45.85,80.05,57.65,79.40
327,502589,7.55,37.50,7.93,35.15,32.25
328,502742,75.00,27.30,11.82,0.80,5.39
329,502820,107.15,114.35,73.20,19.25,28.20
330,502850,NA,NA,15.88,16.15,16.90
331,502865,"1,912.45","4,802.00","2,370.20","1,670.00","1,628.65"
332,502873,38.70,41.40,37.80,27.60,41.00
333,502893,19.80,20.30,13.00,11.05,11.16
334,502901,24.95,17.30,32.00,"2,100.00","2,450.00"
335,502937,124.55,138.05,86.75,51.55,62.95
336,502958,"2,300.00","3,468.15","3,099.90","1,970.30","1,923.60"
337,502986,"1,110.40","1,367.55","1,114.50",995.15,"1,062.40"
338,503015,36.90,47.70,30.90,72.50,43.80
339,503031,13.50,33.55,10.80,4.06,7.05
340,503092,17.90,24.35,23.70,9.79,8.17
341,503100,365.80,621.55,562.70,831.05,753.40
342,503101,198.25,557.95,111.55,74.80,100.00
343,503127,"1,136.90",950.00,"1,415.00","1,670.00","1,790.00"
344,503162,68.95,92.35,70.60,64.35,72.60
345,503169,347.70,390.15,290.90,191.00,203.75
346,503229,99.75,117.90,60.30,55.00,47.05
347,503310,154.10,190.45,101.10,107.95,133.75
348,503349,"3,269.15","3,678.35","2,618.10","1,870.50","1,888.95"
349,503622,NA,NA,NA,NA,NA
350,503624,205.00,208.00,195.10,46.90,6.75
351,503635,NA,NA,11.24,12.00,12.00
352,503639,NA,NA,NA,NA,NA
353,503641,NA,NA,NA,16.25,5.64
354,503657,22.75,37.55,12.11,8.43,10.74
355,503659,175.00,19.30,24.35,22.40,20.20
356,503663,1.69,NA,2.51,0.69,2.75
357,503669,5.10,6.80,13.20,12.50,8.80
358,503671,NA,NA,NA,NA,NA
359,503675,9.00,4.65,4.41,3.25,3.00
360,503681,2.86,4.00,5.89,7.49,14.04
361,503689,NA,NA,NA,NA,NA
362,503691,90.00,69.00,21.05,10.78,15.20
363,503696,NA,NA,NA,NA,NA
364,503722,147.35,145.95,80.10,107.65,138.80
365,503772,6.56,4.40,10.46,11.86,10.62
366,503776,28.65,37.95,19.95,15.88,36.10
367,503804,126.20,220.90,135.40,104.15,224.80
368,503806,"1,542.20","1,984.10","1,998.55","3,435.85","5,714.05"
369,503811,"1,285.15",742.65,351.75,232.10,199.75
370,503816,17.70,11.07,12.69,49.95,4.78
371,503837,11.94,17.55,8.61,2.15,3.40
372,503863,4.50,6.32,5.99,4.41,4.01
373,503893,NA,NA,NA,NA,NA
374,503960,758.40,"1,283.40","1,156.15",818.30,931.75
375,504000,43.90,63.10,50.30,43.40,40.10
376,504008,27.05,20.10,7.38,0.73,2.61
377,504028,37.90,54.00,31.25,31.60,37.90
378,504036,85.95,132.70,116.50,209.00,169.00
379,504058,990.00,893.35,715.65,532.55,704.50
380,504067,954.50,888.55,233.35,174.95,237.00
381,504076,36.40,50.00,17.00,5.22,14.39
382,504080,161.50,99.30,90.30,78.55,86.00
383,504084,"3,824.00","8,721.05","3,615.00","3,302.00","2,861.00"
384,504092,20.00,30.45,14.80,6.20,26.90
385,504093,284.00,349.20,219.75,140.75,259.90
386,504112,77.75,122.60,250.30,240.90,201.50
387,504132,29.35,110.30,177.75,94.50,167.05
388,504176,204.00,384.45,295.00,239.90,706.55
389,504180,7.29,7.43,8.25,2.22,12.81
390,504212,68.95,179.05,278.95,160.25,159.10
391,504220,9.25,7.93,2.88,0.83,4.19
392,504240,18.80,29.60,16.15,47.80,36.90
393,504258,446.00,782.00,565.00,316.00,315.95
394,504273,NA,50.50,26.15,23.45,8.18
395,504286,34.50,56.20,83.75,41.40,27.60
396,504335,NA,NA,1.27,0.48,0.23
397,504340,0.65,0.55,0.80,0.57,4.94
398,504341,44.75,42.00,43.00,31.00,37.00
399,504346,NA,NA,NA,NA,NA
400,504356,20.30,22.40,10.00,NA,10.00
401,504360,NA,NA,NA,NA,17.00
402,504365,3.40,NA,NA,NA,NA
403,504375,NA,110.00,NA,NA,109.00
404,504378,8.29,1.90,1.17,0.95,1.21
405,504380,0.25,0.29,0.34,0.36,2.09
406,504390,NA,NA,NA,NA,6.42
407,504392,591.70,169.00,4.08,14.00,10.42
408,504397,NA,NA,NA,NA,NA
409,504398,32.55,14.75,14.70,12.62,12.00
410,504605,330.00,405.00,477.00,519.20,426.00
411,504614,219.95,500.90,266.30,221.70,383.10
412,504646,74.40,123.85,130.00,85.00,125.15
413,504648,NA,NA,NA,NA,1.89
414,504673,2.11,1.52,3.34,2.30,2.33
415,504697,8.84,5.98,2.76,0.62,1.32
416,504717,NA,NA,NA,NA,NA
417,504731,19.30,18.35,18.60,17.75,21.00
418,504741,378.10,451.60,336.50,204.35,214.10
419,504746,657.15,550.00,603.40,530.00,392.50
420,504786,156.25,508.90,305.00,159.50,197.75
421,504810,27.35,39.30,33.90,10.12,12.37
422,504840,895.30,"1,265.00",956.10,666.00,"1,274.00"
423,504879,32.00,53.60,28.95,15.80,23.70
424,504882,NA,NA,25.25,44.95,473.05
425,504908,78.95,110.10,77.95,113.00,127.15
426,504918,772.05,"1,204.15","1,030.90",700.55,"1,274.10"
427,504959,"2,062.05","3,266.00","2,429.05","2,046.25","2,019.65"
428,504961,48.70,69.65,48.25,27.50,41.05
429,504966,75.25,264.40,148.80,142.20,182.40
430,504973,582.85,686.55,521.55,497.20,580.70
431,504988,367.00,"1,308.95",674.30,435.10,355.00
432,504998,NA,NA,NA,NA,NA
433,505010,619.15,"1,438.40","1,375.65",834.95,"1,086.10"
434,505029,355.05,220.10,78.30,48.10,41.55
435,505036,575.95,"1,254.20",690.00,555.35,413.05
436,505075,39.40,63.60,35.50,13.94,13.11
437,505141,38.15,50.60,40.70,30.90,31.80
438,505160,122.50,306.20,225.55,122.55,161.75
439,505163,"1,205.45","1,395.70",825.70,388.35,389.20
440,505192,"1,077.90",914.00,662.95,562.55,471.10
441,505196,262.05,619.20,271.80,175.80,183.55
442,505200,"21,812.10","30,290.55","23,168.50","22,512.70","2,648.35"
443,505212,32.00,57.00,55.90,42.00,40.65
444,505216,555.00,799.95,699.00,595.00,572.00
445,505232,808.00,"1,199.90",822.65,"1,200.70",891.30
446,505242,"2,879.90","2,173.65","1,498.40",971.00,815.40
447,505250,53.10,92.10,60.90,41.50,53.45
448,505255,528.15,827.85,"1,185.05","1,872.75","3,792.95"
449,505283,705.45,"1,061.90",180.05,142.35,181.70
450,505285,163.00,166.40,210.10,247.00,197.90
451,505299,25.90,49.55,63.60,56.00,78.45
452,505302,32.90,50.10,56.55,35.05,40.00
453,505320,51.25,39.60,28.95,27.50,24.85
454,505324,45.35,57.30,31.10,14.50,14.69
455,505336,0.36,0.40,0.46,0.58,0.69
456,505355,"1,904.30",526.85,436.75,659.90,574.65
457,505358,27.45,69.55,57.75,38.00,33.10
458,505368,592.45,744.00,390.20,371.00,592.75
459,505400,42.05,69.70,57.05,44.15,48.90
460,505412,"1,715.00","3,353.20","3,092.15","2,832.20","2,963.45"
461,505504,NA,NA,NA,15.55,NA
462,505509,65.00,40.10,90.35,92.95,188.05
463,505515,24.05,30.45,27.15,9.51,16.90
464,505523,0.25,0.20,0.26,0.15,0.71
465,505526,2.55,7.25,65.25,64.40,59.85
466,505533,165.95,329.85,385.80,342.65,445.55
467,505537,452.15,582.20,475.70,292.20,219.00
468,505576,30.70,64.95,58.90,121.00,66.65
469,505583,NA,NA,NA,NA,NA
470,505585,NA,NA,NA,6.53,13.46
471,505590,135.00,589.80,280.00,362.35,769.05
472,505594,NA,NA,NA,NA,NA
473,505650,3.31,3.35,3.75,2.60,7.66
474,505658,NA,NA,NA,NA,NA
475,505681,351.30,614.70,528.05,316.35,297.90
476,505685,55.75,NA,NA,78.25,90.55
477,505688,102.80,206.75,167.60,79.80,76.40
478,505690,58.80,70.90,44.20,30.25,70.15
479,505693,27.25,35.70,47.50,38.00,33.35
480,505700,57.00,102.95,70.35,36.70,52.90
481,505703,14.26,26.70,18.70,4.97,4.96
482,505710,32.45,70.45,50.45,49.90,45.40
483,505711,3.10,2.55,0.64,0.36,1.46
484,505712,173.80,360.95,166.40,46.95,65.65
485,505714,107.45,199.30,142.25,122.50,119.65
486,505720,138.65,148.45,103.75,93.00,133.00
487,505725,47.00,38.70,NA,34.55,100.10
488,505726,457.35,"1,354.60",847.80,667.95,"1,205.25"
489,505729,201.50,256.35,39.45,27.25,46.35
490,505737,285.00,579.40,279.00,160.55,185.35
491,505744,493.40,526.50,495.45,658.40,313.95
492,505750,686.00,"1,187.20",703.20,554.50,586.00
493,505790,"3,865.70","5,844.15","5,691.25","4,698.45","4,575.00"
494,505800,781.45,"2,443.95","1,357.75",775.15,650.00
495,505807,115.90,NA,NA,118.20,NA
496,505827,174.65,431.90,328.60,187.60,180.00
497,505840,11.75,49.15,21.65,9.85,10.65
498,505850,74.55,3.76,53.56,46.00,59.40
499,505854,191.00,257.35,121.20,119.25,100.55
500,505872,340.45,670.65,852.80,649.25,588.95
501,505890,568.75,875.65,"1,077.25","1,004.30",901.80
502,505893,110.00,88.00,142.00,73.55,93.00
503,505978,"1,266.35","2,118.55","1,133.10",935.75,"1,052.75"
504,506003,8.36,11.42,4.15,8.80,4.35
505,506022,45.20,195.95,83.90,50.90,61.65
506,506024,NA,NA,NA,NA,NA
507,506074,29.60,107.40,33.35,16.25,24.75
508,506076,323.70,543.05,558.00,600.85,752.95
509,506079,42.75,42.70,10.60,3.57,4.51
510,506087,NA,NA,NA,NA,NA
511,506105,171.50,175.25,107.95,78.00,81.70
512,506107,NA,NA,52.50,NA,NA
513,506109,118.60,327.40,137.80,63.05,82.25
514,506120,NA,NA,NA,NA,NA
515,506122,49.85,61.45,50.70,28.25,54.90
516,506128,30.60,57.35,43.00,17.00,28.80
517,506134,24.00,9.45,8.82,3.20,3.05
518,506146,1.93,1.55,0.70,0.25,1.16
519,506161,NA,NA,NA,NA,NA
520,506162,NA,NA,NA,NA,NA
521,506166,17.70,NA,NA,18.05,18.40
522,506178,NA,NA,NA,NA,NA
523,506180,125.00,127.40,129.60,129.60,139.65
524,506184,17.00,10.00,4.88,4.79,3.86
525,506186,16.20,21.60,31.40,30.85,14.05
526,506190,NA,NA,NA,NA,NA
527,506194,101.25,175.55,60.80,26.55,35.70
528,506196,NA,NA,NA,NA,NA
529,506197,154.90,211.25,166.05,150.95,204.75
530,506222,587.20,"1,075.45",686.80,717.75,851.15
531,506235,36.65,57.80,47.80,59.80,105.45
532,506248,30.45,68.90,37.85,31.75,66.90
533,506260,211.95,181.15,159.70,126.70,138.45
534,506261,56.50,74.15,44.55,31.40,55.60
535,506285,"4,210.95","4,457.00","4,217.45","3,562.00","5,721.55"
536,506313,19.60,29.85,32.85,48.10,81.90
537,506365,22.50,42.35,28.00,6.93,33.40
538,506390,700.40,574.30,417.65,386.25,374.10
539,506395,292.10,576.40,450.05,532.30,813.60
540,506401,91.80,231.90,220.90,372.90,"1,059.80"
541,506405,114.30,118.65,132.55,107.60,203.10
542,506414,735.00,"1,739.00","1,012.00",718.35,316.25
543,506480,271.35,570.00,293.65,280.00,208.00
544,506520,10.97,18.65,10.14,3.40,4.79
545,506522,"1,100.00","1,276.70","1,535.95","1,550.00","1,902.00"
546,506525,66.15,97.35,68.40,41.20,65.40
547,506528,609.35,"1,352.85",893.90,636.90,575.70
548,506530,237.60,335.20,755.00,585.20,429.45
549,506532,206.25,263.00,131.00,124.55,170.30
550,506543,5.38,5.69,4.72,1.94,3.17
551,506579,773.75,"1,225.05","1,149.00","1,031.05",825.00
552,506590,222.85,975.30,206.60,118.45,172.15
553,506597,67.80,191.35,131.10,116.15,192.65
554,506605,380.00,445.00,346.60,410.00,458.30
555,506618,246.20,481.25,712.05,497.80,795.55
556,506640,267.50,119.00,120.75,239.50,116.90
557,506642,27.20,94.70,881.10,112.70,24.60
558,506655,311.20,373.15,339.05,407.60,489.60
559,506685,163.80,392.10,249.80,179.45,260.30
560,506687,493.60,"1,396.10","1,422.50","1,142.50","1,675.60"
561,506690,256.15,331.65,190.80,159.55,266.95
562,506734,80.90,143.15,88.85,47.70,58.95
563,506767,305.05,667.90,802.20,"1,086.75","4,796.25"
564,506808,14.28,12.50,3.96,4.53,7.34
565,506820,925.05,"1,164.80","1,451.95","2,623.05","4,369.20"
566,506852,14.40,28.75,53.75,34.35,52.05
567,506854,69.05,130.20,227.80,114.10,194.40
568,506858,28.20,22.35,19.75,7.98,13.89
569,506863,4.18,3.24,1.85,0.75,0.74
570,506867,NA,NA,NA,NA,NA
571,506879,47.85,57.40,31.00,59.20,256.30
572,506910,81.55,74.50,64.00,42.00,49.50
573,506919,93.70,108.30,69.15,39.00,268.95
574,506935,4.41,5.07,9.05,15.77,19.00
575,506943,350.55,333.90,306.25,425.80,"1,034.95"
576,506945,NA,NA,NA,NA,NA
577,506947,26.00,37.60,40.95,38.95,38.00
578,506975,1.50,3.68,5.95,5.92,4.12
579,506981,89.65,157.00,124.95,98.40,112.05
580,507155,66.90,88.05,45.20,26.50,42.00
581,507180,45.65,63.25,28.15,32.65,43.00
582,507205,14.90,20.30,16.02,13.30,30.70
583,507265,82.95,73.50,102.00,81.25,107.00
584,507300,"4,600.00","3,204.35","2,799.20","1,810.00","1,741.35"
585,507315,35.80,23.85,13.18,8.89,10.63
586,507410,144.55,224.45,98.10,58.25,69.10
587,507435,60.00,78.90,72.65,68.00,62.60
588,507438,377.00,855.25,642.80,392.95,457.95
589,507442,33.20,29.70,11.89,7.19,5.99
590,507450,57.20,59.45,25.70,2.84,4.00
591,507474,40.00,51.10,60.60,49.95,56.85
592,507486,12.16,14.40,9.50,14.00,19.55
