,Security Code,Close Jul 20,Close Aug 20,Close Sep 20,Close Oct 20,Close Nov 20,Close Dec 20,Close Jan 21
0,500002,895.00,950.50,859.45,897.30,"1,073.70","1,212.15","1,296.90"
1,500003,190.05,210.65,228.50,206.85,256.60,251.80,261.35
2,500008,708.25,729.10,763.65,766.25,946.45,925.15,993.90
3,500009,19.25,20.15,18.65,17.55,21.15,20.25,22.90
4,500010,"1,782.85","1,832.65","1,739.30","1,922.75","2,257.55","2,558.60","2,751.65"
5,500012,21.95,26.95,33.35,36.85,39.50,50.85,59.45
6,500013,3.92,4.44,3.95,4.11,4.47,11.43,10.80
7,500014,1.53,1.13,1.14,1.14,1.10,1.90,2.68
8,500016,5.25,6.79,6.75,4.98,6.75,7.58,6.89
9,500020,59.00,68.55,62.95,61.70,71.00,79.60,80.50
10,500023,53.60,62.00,55.15,51.90,54.05,75.45,75.10
11,500027,"5,047.20","5,776.05","6,103.85","6,006.70","6,310.05","6,429.40","6,534.95"
12,500028,3.32,3.33,3.73,3.71,4.80,5.10,6.80
13,500029,18.95,22.20,19.30,18.10,20.75,25.20,29.15
14,500031,425.15,498.45,502.55,488.00,572.70,610.35,704.80
15,500032,5.57,5.76,4.98,4.69,5.61,6.17,6.71
16,500033,888.05,"1,080.45","1,058.10","1,028.45","1,162.30","1,361.15","1,376.70"
17,500034,"3,251.60","3,489.45","3,277.25","3,307.65","4,903.30","5,296.00","4,984.15"
18,500038,125.45,147.30,155.10,159.95,164.60,172.15,177.70
19,500039,79.00,90.20,89.85,89.90,128.85,147.45,139.80
20,500040,307.45,334.25,331.35,306.05,351.30,411.25,429.30
21,500041,"1,275.00","1,300.00","1,300.00","1,308.00","1,344.00","1,416.70","1,485.00"
22,500042,"1,333.85","1,479.40","1,513.15","1,363.50","1,658.10","1,627.45","1,683.60"
23,500043,"1,267.50","1,299.15","1,318.00","1,312.90","1,571.80","1,578.85","1,622.50"
24,500048,640.40,669.20,610.50,614.90,723.45,968.10,972.20
25,500049,95.85,106.25,95.75,87.05,111.15,120.00,134.60
26,500052,42.95,59.15,72.55,81.90,120.20,145.80,169.10
27,500055,21.85,24.35,20.95,24.85,35.30,39.80,43.30
28,500060,47.25,56.45,51.80,48.20,53.35,56.95,66.25
29,500067,486.85,636.40,637.80,626.40,806.50,802.70,807.15
30,500068,"3,400.85","3,568.45","3,402.15","3,420.10","3,994.30","4,212.35","4,134.40"
31,500069,66.55,68.75,63.40,70.00,79.00,103.95,102.90
32,500074,18.45,20.50,18.45,17.40,23.40,23.00,23.15
33,500078,343.05,308.80,351.00,458.05,515.05,555.70,565.65
34,500083,4.00,3.94,3.35,3.36,3.81,5.17,5.33
35,500084,549.00,599.65,613.75,563.15,581.65,614.30,624.70
36,500085,158.30,148.35,157.80,162.50,203.55,228.15,233.05
37,500086,155.65,164.00,164.75,158.95,184.65,191.35,198.70
38,500087,720.30,712.10,774.75,754.10,744.65,819.85,856.55
39,500089,343.25,388.25,385.00,367.00,369.10,413.10,398.55
40,500092,"1,678.60","1,752.45","1,780.55","2,063.80","1,976.25","1,922.85","1,950.45"
41,500093,9.34,22.68,24.00,31.40,41.15,44.85,41.40
42,500096,513.45,475.05,510.70,511.55,499.60,534.00,546.35
43,500097,123.80,130.55,128.55,130.90,137.65,143.80,141.65
44,500101,28.75,33.40,33.85,33.75,40.55,46.75,53.85
45,500102,2.42,1.52,1.26,1.19,1.17,1.33,1.21
46,500103,35.95,38.55,29.30,28.00,32.85,35.90,39.00
47,500104,215.00,201.70,180.20,187.70,209.00,217.90,224.10
48,500106,6.21,6.89,6.02,5.79,6.45,9.15,10.16
49,500108,9.27,9.13,8.34,9.46,9.52,13.83,13.71
50,500109,36.45,31.95,25.70,28.90,29.55,35.45,40.80
51,500110,79.60,80.25,68.85,76.95,85.40,106.65,117.05
52,500111,9.49,9.85,7.82,9.06,9.71,12.03,11.52
53,500112,191.45,212.15,185.40,189.25,244.30,274.75,282.35
54,500113,34.05,38.55,33.75,34.35,48.45,74.10,74.75
55,500114,"1,043.25","1,099.20","1,200.50","1,164.90","1,357.85","1,567.50","1,563.50"
56,500116,38.70,39.35,34.75,36.45,38.10,31.10,31.15
57,500117,10.94,13.83,15.10,15.00,16.90,19.29,18.65
58,500119,126.40,144.10,140.30,143.05,158.40,168.60,171.65
59,500120,361.20,475.30,419.95,399.65,363.75,332.35,382.55
60,500123,"2,166.05","2,473.20","2,588.55","2,184.00","2,522.50","2,755.30","2,965.10"
61,500124,"4,521.90","4,257.90","5,187.05","4,887.95","4,829.60","5,204.10","5,416.60"
62,500125,290.60,286.75,283.10,276.00,346.75,344.00,345.05
63,500126,"4,162.15","4,803.45","5,003.05","5,141.10","6,878.70","6,814.45","6,965.60"
64,500128,14.25,14.87,20.45,21.45,22.80,23.05,22.40
65,500133,"1,393.30","1,397.35","1,370.05","1,311.30","1,451.45","1,898.25","1,821.35"
66,500135,234.15,270.60,241.60,248.30,260.95,251.95,271.90
67,500136,56.25,65.00,73.80,121.60,127.10,117.65,123.60
68,500142,0.96,1.17,1.00,1.05,0.83,0.86,1.17
69,500143,12.35,12.70,11.60,9.50,14.58,23.49,20.35
70,500144,269.80,277.80,275.30,277.50,308.60,342.60,411.30
71,500147,534.00,725.60,798.05,772.85,716.55,787.50,847.90
72,500148,265.05,332.20,313.50,333.85,349.45,376.30,365.65
73,500150,"1,041.60","1,245.35","1,234.00","1,161.55","1,164.45","1,311.35","1,343.05"
74,500151,21.10,23.50,21.00,21.50,26.55,53.15,51.75
75,500153,41.25,45.90,60.45,63.00,65.55,61.75,59.80
76,500155,12.40,10.83,10.39,8.65,9.76,13.07,9.57
77,500159,43.30,52.45,44.05,43.25,45.50,50.70,59.25
78,500160,1.84,1.57,3.06,3.13,3.08,6.21,8.70
79,500163,916.25,965.15,922.25,895.55,906.55,973.25,965.70
80,500164,353.80,439.70,411.90,366.50,405.20,422.95,433.00
81,500165,432.80,478.95,500.25,514.50,541.85,606.60,606.05
82,500166,227.45,282.60,288.05,281.05,261.60,277.10,262.80
83,500168,895.15,953.25,850.30,809.60,821.95,965.75,954.20
84,500170,7.27,8.24,7.77,6.55,8.63,13.40,14.03
85,500171,138.05,160.05,158.55,156.55,169.95,205.20,212.95
86,500173,80.05,94.65,95.90,79.55,83.25,89.95,96.40
87,500174,2.09,1.81,2.58,2.19,2.14,2.40,3.15
88,500179,8.75,8.53,7.97,7.65,8.12,8.74,9.40
89,500180,"1,032.65","1,115.20","1,079.20","1,183.45","1,440.70","1,436.75","1,450.80"
90,500182,"2,677.20","3,007.10","3,145.85","2,799.80","3,104.65","3,109.35","3,197.55"
91,500183,12.50,15.46,15.85,17.30,18.45,25.75,33.20
92,500184,42.85,51.35,53.80,47.15,41.00,43.80,49.60
93,500185,5.54,5.93,5.27,4.96,5.78,9.04,8.87
94,500186,64.85,75.45,72.45,63.90,76.75,86.30,90.55
95,500187,54.95,62.40,79.50,77.70,103.00,118.95,116.95
96,500188,210.35,226.65,209.90,203.25,229.80,238.90,292.30
97,500189,400.70,671.80,640.15,618.15,595.55,530.70,614.95
98,500191,16.63,16.95,15.00,14.79,14.66,21.60,25.45
99,500192,2.17,2.22,2.18,2.05,2.08,2.23,2.25
100,500193,4.80,5.02,4.84,4.67,4.94,5.12,7.06
101,500199,157.75,221.90,315.55,290.80,445.35,423.10,396.35
102,500201,269.60,288.80,278.35,274.75,294.75,308.80,396.10
103,500202,3.61,4.19,3.57,6.09,7.10,8.75,10.01
104,500206,6.93,6.55,6.70,8.55,9.55,8.50,7.23
105,500207,14.70,19.49,23.40,21.30,24.35,41.90,40.70
106,500209,966.25,928.50,"1,008.00","1,060.60","1,100.55","1,255.85","1,376.10"
107,500210,607.80,622.15,590.00,571.75,648.35,652.40,740.50
108,500211,8.23,9.07,8.15,7.96,8.03,10.34,10.32
109,500212,21.20,22.55,31.80,30.60,28.05,23.35,25.60
110,500213,45.40,55.15,51.50,48.15,52.65,60.75,62.50
111,500214,662.65,736.25,725.20,745.40,844.55,906.60,"1,036.15"
112,500215,593.90,704.45,689.70,716.70,719.85,899.30,841.05
113,500219,10.03,11.28,14.06,15.11,19.25,19.05,23.25
114,500220,22.85,27.25,26.00,32.25,34.00,45.70,47.00
115,500223,1.22,0.97,0.91,0.80,0.76,0.92,0.85
116,500227,373.75,469.25,430.30,455.30,468.75,456.85,456.60
117,500228,220.20,269.90,277.70,308.90,350.50,387.30,399.15
118,500231,41.20,45.60,42.45,43.65,46.35,64.05,66.55
119,500233,405.60,436.20,554.00,567.50,647.95,703.20,750.55
120,500234,138.15,158.60,145.20,162.15,170.00,192.90,190.25
121,500235,215.55,213.55,220.25,209.35,237.65,280.30,282.75
122,500236,0.35,0.35,0.36,0.29,0.32,0.46,0.58
123,500238,"2,069.95","2,122.20","2,204.85","2,119.55","2,181.40","2,626.45","2,454.85"
124,500239,24.80,24.70,23.30,20.45,21.50,27.20,27.90
125,500240,17.60,23.55,21.05,20.85,22.55,29.15,29.00
126,500241,131.35,126.70,116.25,102.95,138.85,128.85,137.05
127,500243,618.60,626.15,655.50,602.05,695.05,807.25,787.00
128,500245,75.85,86.60,89.90,93.30,114.85,140.30,142.05
129,500246,35.00,21.35,31.45,29.25,25.00,29.55,28.50
130,500247,"1,367.45","1,402.15","1,268.15","1,547.60","1,901.65","1,995.40","1,938.85"
131,500248,3.15,2.99,3.27,3.11,3.26,3.41,3.75
132,500249,508.40,522.70,477.85,454.40,568.30,646.80,626.15
133,500250,224.40,248.45,225.00,249.50,260.30,304.45,297.00
134,500251,556.85,639.10,671.30,659.55,723.40,687.90,694.65
135,500252,"2,993.10","3,248.75","3,515.70","4,008.75","4,258.95","4,601.75","5,006.65"
136,500253,262.40,299.30,275.70,282.95,330.00,361.20,430.60
137,500257,926.75,927.55,"1,007.10",908.40,891.80,976.70,"1,075.60"
138,500259,18.05,20.10,18.70,17.40,20.80,31.25,27.55
139,500260,691.60,691.15,753.05,796.35,889.95,796.15,861.70
140,500264,89.50,91.30,78.00,81.35,88.45,116.35,119.00
141,500265,196.30,229.80,220.95,221.10,259.30,319.95,319.80
142,500266,"3,001.95","3,042.65","2,851.25","2,789.25","3,831.95","3,809.70","3,691.60"
143,500267,78.75,95.35,93.00,92.40,101.70,122.30,116.55
144,500268,19.70,24.10,34.65,31.45,35.00,35.95,35.55
145,500271,557.75,587.50,612.35,590.65,648.80,673.35,714.15
146,500274,7.45,7.45,NA,7.40,NA,NA,7.70
147,500277,0.82,0.86,0.85,0.86,0.90,1.04,1.10
148,500279,6.46,8.74,8.40,7.68,8.16,12.16,13.36
149,500280,163.40,169.90,172.80,179.10,197.10,211.30,218.75
150,500284,30.85,44.30,34.65,29.50,32.00,32.15,33.00
151,500285,46.85,51.50,48.25,49.60,71.50,94.95,92.85
152,500288,22.95,27.80,24.55,25.35,29.35,30.70,31.30
153,500290,"61,030.40","57,979.65","59,563.90","65,256.50","77,939.95","75,712.40","82,508.15"
154,500292,185.10,189.00,186.45,185.05,207.95,226.70,231.50
155,500294,29.00,34.00,35.60,33.85,43.55,57.65,61.10
156,500295,113.80,128.55,136.90,95.85,121.00,161.45,179.10
157,500296,33.00,38.05,37.50,40.00,46.30,76.25,85.50
158,500298,"1,752.95","2,167.20","1,993.65","1,880.15","1,956.35","1,962.05","2,077.50"
159,500300,633.30,674.90,743.95,778.70,876.25,927.05,"1,002.05"
160,500302,"1,475.10","1,366.80","1,251.95","1,261.55","1,386.70","1,429.60","1,507.30"
161,500304,96.55,118.70,133.15,139.55,176.45,202.20,204.85
162,500306,3.77,3.85,4.54,3.90,3.76,10.29,12.12
163,500307,240.05,245.25,240.15,235.00,240.45,279.00,294.40
164,500312,78.40,82.05,69.30,64.95,78.50,93.20,102.55
165,500314,19.60,21.90,20.95,19.80,22.10,25.45,25.25
166,500317,8.72,8.39,9.59,8.48,9.24,10.46,11.64
167,500319,22.65,23.35,23.15,22.10,22.60,25.10,24.15
168,500325,"2,066.95","2,078.55","2,233.75","2,054.35","1,929.85","1,984.65","1,897.00"
169,500327,5.96,6.55,6.34,6.76,7.86,9.92,11.14
170,500330,239.25,287.55,290.65,271.85,321.70,337.55,347.30
171,500331,"1,357.05","1,402.50","1,432.05","1,570.45","1,528.70","1,765.95","1,831.20"
172,500333,125.35,131.80,130.20,142.95,218.45,248.70,272.85
173,500335,597.90,616.45,667.50,640.20,709.55,721.55,744.65
174,500336,113.60,167.90,198.30,221.50,260.55,361.50,329.60
175,500337,48.95,48.20,44.40,44.15,50.65,45.05,44.35
176,500338,44.35,52.15,55.90,71.65,81.90,88.50,86.35
177,500339,92.15,111.30,102.45,106.25,115.30,126.50,150.20
178,500343,16.85,18.05,18.80,21.40,21.50,25.50,28.85
179,500346,12.95,23.00,30.05,27.00,24.95,23.65,25.00
180,500350,70.15,88.00,90.00,93.85,93.00,138.75,163.95
181,500354,14.00,14.22,12.48,13.01,13.29,15.25,16.90
182,500355,290.65,294.25,284.70,247.75,282.00,280.95,300.10
183,500356,16.35,14.45,13.65,12.70,13.50,16.22,14.90
184,500357,6.75,6.86,6.90,9.80,7.80,10.50,14.70
185,500358,2.67,2.92,3.77,4.07,3.17,4.03,3.47
186,500360,24.85,23.65,23.90,20.20,23.00,28.95,29.05
187,500365,8.31,9.20,9.06,9.28,9.11,11.74,12.83
188,500366,4.96,6.45,5.40,4.57,4.77,5.70,6.31
189,500367,31.90,41.50,38.60,39.95,54.70,59.40,61.85
190,500368,644.40,629.40,516.05,511.85,711.40,674.75,667.70
191,500370,13.89,15.03,15.60,17.50,18.55,24.75,27.75
192,500378,54.75,62.40,62.95,60.20,69.75,75.85,80.65
193,500380,293.85,261.70,257.15,290.00,330.85,340.35,346.55
194,500387,"21,719.85","20,285.75","20,257.55","21,649.60","24,110.40","24,018.80","25,529.20"
195,500388,28.35,28.00,NA,22.85,21.75,13.80,12.92
196,500390,27.85,28.45,22.40,20.30,21.35,26.85,30.80
197,500400,48.70,58.70,53.15,52.15,64.95,75.65,83.30
198,500402,7.50,11.17,8.63,8.36,8.16,14.94,16.62
199,500403,415.90,450.25,400.35,426.80,517.90,520.35,560.70
200,500404,38.15,43.25,42.15,43.90,56.05,60.15,65.75
201,500405,182.30,212.10,251.10,255.55,327.55,358.45,382.80
202,500407,"1,350.85","1,574.55","1,459.75","1,417.40","1,401.70","1,432.25","1,409.85"
203,500408,938.90,"1,076.40","1,283.85","1,532.70","1,591.70","1,832.85","2,115.20"
204,500410,"1,424.75","1,321.60","1,393.85","1,648.40","1,703.25","1,618.40","1,787.15"
205,500411,743.85,764.60,719.40,759.80,898.15,908.45,980.80
206,500412,52.90,64.70,76.55,71.85,99.15,100.30,94.35
207,500413,29.55,34.70,27.90,26.70,47.15,47.10,46.65
208,500414,20.85,21.90,24.95,21.50,30.60,26.65,28.90
209,500418,58.10,59.90,61.25,59.75,67.70,72.00,73.00
210,500420,"2,662.70","2,661.00","2,800.20","2,564.70","2,611.10","2,800.70","2,853.10"
211,500422,10.60,14.65,14.50,12.59,11.65,20.48,20.25
212,500425,220.00,210.50,216.95,259.55,261.00,248.85,270.15
213,500426,10.76,5.60,5.77,6.69,8.80,10.24,12.02
214,500429,62.90,64.10,64.00,62.70,60.30,69.00,72.95
215,500439,"1,284.65","1,413.30","1,270.05","1,235.00","1,296.05","1,446.05","1,492.30"
216,500440,163.10,185.20,175.35,170.70,225.65,240.50,264.20
217,500444,171.25,189.30,169.15,157.75,160.55,178.60,183.25
218,500449,12.61,14.57,13.78,14.40,14.87,19.23,25.30
219,500450,205.00,210.00,210.00,223.95,252.00,234.00,253.00
220,500456,8.96,9.24,10.02,9.35,9.28,14.22,14.15
221,500458,2.21,1.83,1.52,1.69,1.86,2.88,2.75
222,500459,"10,339.30","9,986.55","9,934.80","10,142.45","10,552.40","11,073.75","11,255.25"
223,500460,19.70,27.60,48.70,47.55,49.70,65.95,69.90
224,500463,325.05,322.45,347.60,626.45,600.00,741.95,740.00
225,500464,126.95,128.05,118.75,112.10,126.30,123.75,130.85
226,500467,88.50,96.55,92.50,94.40,104.55,117.95,126.45
227,500469,53.85,55.30,48.55,50.50,62.75,66.70,74.80
228,500470,366.40,413.20,359.75,410.35,577.85,643.55,695.50
229,500472,"1,471.30","1,612.30","1,461.65","1,475.10","1,569.15","1,704.55","1,847.90"
230,500477,48.65,67.60,74.40,78.95,92.10,95.45,116.90
231,500480,401.55,461.80,445.40,433.85,586.50,574.30,623.80
232,500483,759.80,871.40,848.85,933.90,"1,059.45","1,100.20","1,062.55"
233,500488,"15,537.95","16,376.95","16,498.30","15,302.05","15,397.55","15,760.70","15,499.45"
234,500490,"2,658.30","2,679.35","2,412.60","2,306.05","3,064.05","3,079.50","3,139.45"
235,500493,381.95,490.80,447.60,451.35,508.30,525.00,611.00
236,500495,"1,133.80","1,087.05","1,318.65","1,201.30","1,402.65","1,259.65","1,355.00"
237,500500,5.45,6.08,5.48,5.04,5.50,7.60,8.99
238,500510,913.35,945.30,902.45,929.60,"1,115.80","1,287.55","1,349.65"
239,500520,606.50,606.50,607.65,593.85,720.05,720.60,788.75
240,500530,"13,077.75","12,821.75","13,735.80","11,611.95","12,771.00","12,788.40","13,887.95"
241,500540,1.99,3.50,3.56,2.89,2.81,4.39,5.55
242,500547,413.80,407.65,353.00,354.30,372.95,380.95,402.05
243,500550,"1,161.25","1,160.35","1,264.80","1,267.80","1,513.90","1,576.35","1,658.95"
244,500570,104.70,143.20,133.30,132.70,180.25,183.70,220.10
245,500575,597.35,635.35,680.80,706.40,806.20,826.00,915.10
246,500620,225.90,254.20,235.15,225.15,256.00,263.40,280.45
247,500645,159.60,167.70,152.35,147.15,144.55,157.25,162.55
248,500650,741.40,847.00,947.30,869.60,839.05,848.15,885.35
249,500655,210.55,252.40,254.20,303.25,311.45,417.25,421.05
250,500660,"1,437.75","1,565.30","1,573.90","1,465.65","1,555.10","1,623.20","1,566.20"
251,500670,164.10,202.70,208.00,206.15,209.70,223.80,222.40
252,500672,632.20,621.35,620.00,626.15,652.00,685.15,693.30
253,500674,"7,773.05","8,254.65","8,640.00","8,003.75","8,235.35","8,317.85","8,294.55"
254,500680,"4,271.65","4,594.85","4,900.95","4,985.00","5,104.10","5,107.70","5,148.90"
255,500690,59.55,64.40,61.60,67.90,70.55,72.35,82.30
256,500696,"2,212.90","2,116.55","2,068.35","2,072.30","2,137.20","2,393.55","2,428.45"
257,500710,"1,901.45","2,097.00","2,161.75","1,985.85","2,159.20","2,413.80","2,392.60"
258,500730,105.00,125.70,142.30,137.10,140.90,143.55,147.70
259,500770,305.60,312.45,299.70,322.25,391.35,477.25,500.30
260,500777,34.35,39.10,38.20,36.55,39.80,42.75,43.65
261,500780,48.00,51.90,46.10,47.80,56.95,72.30,112.50
262,500790,"16,526.45","15,946.10","15,924.70","17,162.80","17,657.60","18,392.35","18,392.90"
263,500800,427.70,533.10,499.75,493.30,539.00,589.65,628.95
264,500820,"1,716.65","1,903.40","1,987.55","2,213.05","2,217.35","2,764.45","2,849.20"
265,500825,"3,824.15","3,724.40","3,795.95","3,474.65","3,634.10","3,575.10","3,611.60"
266,500830,"1,423.50","1,364.05","1,432.55","1,517.35","1,508.90","1,565.45","1,640.15"
267,500840,64.75,87.70,80.80,75.00,89.80,90.25,96.95
268,500850,76.40,103.65,94.70,95.40,118.00,120.10,124.45
269,500870,113.55,119.80,109.40,114.05,126.90,123.20,127.55
270,500875,194.10,191.25,171.75,165.25,193.70,209.00,202.45
271,500877,108.35,123.70,130.90,139.90,184.40,178.05,193.15
272,500878,868.90,877.60,999.00,"1,092.00","1,147.75","1,079.35","1,193.15"
273,500890,28.50,32.40,28.80,30.15,33.10,33.75,37.05
274,500940,462.00,505.40,502.40,523.40,629.90,646.50,651.80
275,501110,NA,NA,NA,NA,NA,NA,NA
276,501111,NA,NA,NA,NA,NA,10.00,NA
277,501144,NA,NA,NA,NA,NA,NA,12.12
278,501148,234.90,230.40,216.90,203.75,211.60,300.95,345.50
279,501150,13.75,16.03,16.30,15.70,18.15,16.85,22.20
280,501242,5.80,5.74,4.45,4.25,3.94,4.75,5.13
281,501261,NA,280.55,NA,NA,NA,NA,NA
282,501270,NA,NA,NA,NA,NA,NA,NA
283,501295,52.50,63.60,55.70,55.85,57.00,63.90,76.85
284,501298,852.35,855.00,840.00,835.00,993.55,"1,069.20","1,110.00"
285,501301,730.60,811.25,845.10,845.75,941.15,999.30,"1,031.75"
286,501311,1.83,1.90,2.18,3.32,4.22,6.40,6.40
287,501314,8.94,13.41,11.86,14.40,14.64,21.61,24.55
288,501343,17.95,18.15,14.65,14.27,19.34,20.00,21.45
289,501351,32.60,NA,NA,31.40,30.80,NA,NA
290,501370,53.60,58.90,60.00,50.95,51.40,56.50,53.25
291,501386,NA,NA,NA,NA,NA,NA,NA
292,501391,184.00,156.00,159.60,138.85,142.00,143.70,139.25
293,501421,203.10,172.95,99.20,115.95,93.00,130.25,121.45
294,501423,445.00,575.85,598.70,619.70,623.00,746.50,763.65
295,501425,"1,257.50","1,353.75","1,304.70","1,209.50","1,316.50","1,298.20","1,288.40"
296,501430,664.90,638.65,651.00,663.80,641.95,574.40,541.05
297,501455,81.25,80.00,75.20,69.85,84.00,85.10,94.70
298,501477,36.10,32.00,34.65,32.30,29.70,46.00,53.15
299,501622,32.90,32.50,32.50,33.00,33.00,NA,NA
300,501630,NA,NA,NA,NA,NA,NA,NA
301,501700,20.95,24.65,23.10,23.10,22.65,21.65,19.90
302,501831,192.95,193.50,192.30,170.00,166.25,175.60,165.15
303,501833,3.34,4.77,3.90,3.99,4.01,5.13,4.80
304,501848,4.50,8.67,5.60,5.31,8.15,9.19,9.66
305,501945,NA,NA,1.98,1.58,1.23,0.99,1.12
306,502015,12.00,12.31,13.07,12.40,12.04,15.22,16.25
307,502090,484.40,473.05,514.70,732.20,713.65,657.30,720.40
308,502137,254.70,286.25,284.75,315.10,344.90,373.00,373.05
309,502157,191.95,196.45,177.25,194.35,217.65,233.90,251.80
310,502168,79.10,95.70,106.55,129.20,141.80,147.55,155.40
311,502175,40.75,39.55,40.35,45.55,46.05,64.80,62.00
312,502180,47.50,47.10,52.35,63.95,59.95,61.45,59.85
313,502216,NA,NA,NA,NA,NA,NA,NA
314,502219,77.55,77.45,73.05,92.10,125.65,300.40,274.15
315,502250,195.00,205.00,196.00,NA,263.00,270.00,256.50
316,502281,7.63,10.01,8.75,8.25,6.81,8.47,8.98
317,502294,46.80,45.00,45.00,44.00,43.50,41.00,34.30
318,502330,219.05,214.25,194.25,185.05,197.60,215.35,217.50
319,502355,"1,322.05","1,322.80","1,475.95","1,346.30","1,655.30","1,645.50","1,723.50"
320,502420,18.00,18.10,16.45,16.00,18.35,20.90,21.95
321,502445,13.05,11.51,9.41,9.85,9.89,10.40,11.67
322,502448,2.38,3.95,2.98,2.13,2.25,3.64,4.63
323,502450,147.80,151.20,136.20,128.40,141.30,151.80,154.45
324,502460,34.00,36.00,34.60,34.60,28.10,27.50,NA
325,502563,3.55,3.38,NA,NA,3.54,NA,3.50
326,502587,84.90,74.70,70.55,64.35,63.50,81.40,75.65
327,502589,32.20,37.70,33.80,NA,32.25,32.25,32.25
328,502742,1.77,2.15,2.09,3.29,3.21,4.24,5.02
329,502820,18.70,22.00,20.65,18.00,18.50,29.95,28.10
330,502850,16.60,16.90,NA,16.60,NA,NA,16.90
331,502865,954.75,"1,043.25","1,601.75","1,510.65","1,558.60","1,573.40","1,599.85"
332,502873,16.00,20.00,22.00,26.00,26.40,36.00,40.90
333,502893,15.90,17.45,25.60,15.50,11.00,11.20,11.70
334,502901,"2,231.25","2,185.00","2,200.00","2,000.00","2,100.00","2,500.00","2,572.00"
335,502937,35.25,41.50,37.70,39.90,52.80,63.95,61.50
336,502958,"1,463.55","1,535.05","1,560.00","1,499.40","1,681.50","1,866.20","1,913.30"
337,502986,663.45,841.20,801.00,764.95,813.40,"1,084.55","1,079.20"
338,503015,47.50,46.80,35.25,41.80,42.30,38.45,43.20
339,503031,4.52,5.22,4.48,3.86,4.96,5.93,7.01
340,503092,NA,NA,NA,7.42,8.50,9.13,7.80
341,503100,616.50,644.70,579.80,579.15,682.55,775.25,822.40
342,503101,48.25,60.85,51.10,50.45,75.30,101.55,93.05
343,503127,"1,400.00","1,354.50","1,510.00","1,585.00","1,418.00","1,563.00","1,942.00"
344,503162,65.10,70.55,61.55,56.05,62.75,74.30,78.45
345,503169,146.65,186.80,165.00,157.80,187.60,197.20,205.20
346,503229,36.50,39.05,40.90,41.30,44.10,48.00,47.15
347,503310,131.60,129.00,125.00,145.35,139.20,134.45,131.90
348,503349,"1,898.20","1,832.45","1,894.55","1,804.20","1,720.05","1,881.20","1,869.60"
349,503622,NA,NA,NA,NA,NA,NA,NA
350,503624,9.50,8.12,8.30,8.10,8.00,6.00,6.42
351,503635,NA,12.00,NA,NA,NA,NA,NA
352,503639,NA,NA,NA,NA,NA,NA,NA
353,503641,9.09,10.99,8.35,7.41,8.49,6.06,5.10
354,503657,6.83,6.84,7.19,7.68,8.02,10.72,10.54
355,503659,21.75,NA,NA,21.70,21.55,20.20,NA
356,503663,NA,1.90,1.77,2.96,4.10,2.75,2.75
357,503669,6.89,7.18,6.00,7.92,6.00,7.69,9.45
358,503671,NA,NA,NA,NA,NA,NA,NA
359,503675,NA,NA,3.41,3.19,3.15,3.00,NA
360,503681,11.03,NA,11.58,13.38,NA,14.04,NA
361,503689,NA,NA,NA,NA,NA,NA,NA
362,503691,11.98,13.39,15.00,18.00,17.05,15.20,16.35
363,503696,NA,NA,NA,NA,NA,NA,NA
364,503722,60.95,72.35,70.15,73.20,81.25,127.25,129.30
365,503772,9.79,9.31,8.41,7.59,7.96,10.12,10.62
366,503776,27.45,34.40,38.50,NA,39.95,38.00,34.90
367,503804,90.00,113.50,111.05,117.00,137.75,219.45,217.00
368,503806,"3,791.65","4,053.90","4,129.45","4,416.65","5,135.30","5,571.80","5,916.60"
369,503811,128.70,148.10,141.75,137.55,161.25,195.30,200.40
370,503816,6.64,4.75,5.90,3.80,3.30,4.06,5.26
371,503837,2.55,2.95,2.95,NA,3.09,3.09,3.57
372,503863,3.89,3.04,NA,3.67,4.22,NA,4.01
373,503893,NA,NA,NA,NA,NA,NA,NA
374,503960,747.75,803.30,684.45,684.00,870.25,872.30,922.75
375,504000,39.15,38.90,40.10,38.50,40.00,40.30,46.75
376,504008,1.03,1.78,1.46,1.45,1.20,2.07,2.61
377,504028,26.50,27.50,26.60,25.45,30.65,35.00,36.45
378,504036,111.60,130.20,122.70,122.35,144.00,151.85,164.35
379,504058,496.00,545.00,565.00,511.00,670.70,714.75,680.95
380,504067,159.85,172.55,191.90,177.80,228.75,237.25,239.75
381,504076,8.45,7.65,7.25,7.11,15.28,14.18,13.00
382,504080,78.40,74.05,91.80,79.00,67.00,89.50,82.00
383,504084,"2,901.00","2,825.00","2,979.00","2,837.00","2,661.40","2,862.10","2,850.00"
384,504092,9.56,12.88,11.56,11.45,12.34,21.25,26.60
385,504093,137.45,183.50,180.35,156.50,200.15,240.45,253.65
386,504112,207.15,203.40,197.35,181.55,189.05,196.15,202.95
387,504132,123.10,116.10,126.90,171.30,142.65,146.85,160.15
388,504176,243.40,292.35,402.75,365.00,517.50,633.05,663.00
389,504180,3.53,5.46,5.72,5.40,7.16,10.05,14.12
390,504212,107.90,144.95,130.55,131.20,140.95,148.15,152.35
391,504220,1.35,2.79,4.61,3.74,3.29,3.72,3.85
392,504240,39.95,33.30,32.45,29.65,30.90,31.50,39.65
393,504258,216.60,236.50,247.25,238.55,244.70,293.30,318.40
394,504273,9.58,8.06,9.33,8.17,7.96,8.01,7.81
395,504286,21.05,20.55,18.00,19.35,26.05,27.15,27.75
