,Security Code,Close Jul 20,Close Aug 20,Close Sep 20,Close Oct 20,Close Nov 20,Close Dec 20,Close Jan 21
835,511754,43.60,60.50,63.25,68.00,77.95,63.25,74.00
836,511756,5.20,5.00,2.92,3.30,4.25,4.15,4.15
837,511758,37.75,39.60,32.05,21.85,18.40,15.90,16.15
838,511760,NA,3.22,NA,3.22,3.68,3.68,NA
839,511764,15.50,15.20,18.30,19.90,17.20,14.30,15.65
840,511766,358.65,461.00,384.40,366.35,448.95,399.70,414.80
841,511768,16.10,17.50,17.25,16.15,15.35,25.60,24.40
842,512004,NA,NA,NA,NA,NA,NA,NA
843,512008,60.05,62.00,NA,65.10,NA,65.00,65.00
844,512011,NA,NA,NA,NA,NA,NA,NA
845,512014,NA,NA,NA,NA,NA,NA,NA
846,512018,1.40,1.44,1.60,1.69,1.65,1.80,1.97
847,512020,511.70,918.50,795.60,890.00,987.25,941.00,952.00
848,512022,NA,NA,NA,NA,NA,NA,NA
849,512025,NA,NA,NA,NA,NA,NA,NA
850,512026,NA,NA,NA,NA,NA,NA,NA
851,512036,NA,20.90,NA,NA,NA,NA,NA
852,512038,NA,NA,NA,NA,NA,NA,NA
853,512047,0.93,0.90,0.95,0.86,0.95,0.90,0.99
854,512048,0.64,0.75,0.75,0.80,0.73,0.59,0.56
855,512060,NA,NA,NA,NA,NA,NA,NA
856,512062,NA,NA,NA,NA,NA,NA,NA
857,512063,NA,NA,NA,NA,NA,NA,NA
858,512064,49.10,46.30,62.70,40.00,45.15,36.50,35.75
859,512065,NA,NA,NA,NA,NA,NA,NA
860,512068,14.47,15.52,14.05,14.04,16.15,17.89,23.05
861,512070,478.25,505.95,502.30,453.15,417.50,466.45,497.70
862,512091,NA,NA,NA,NA,NA,NA,NA
863,512093,0.74,0.57,0.49,0.36,0.51,0.55,0.69
864,512099,NA,NA,NA,19.30,NA,NA,NA
865,512101,NA,NA,NA,NA,NA,NA,NA
866,512103,NA,NA,22.30,22.30,24.55,27.05,28.50
867,512109,11.53,11.76,NA,NA,NA,11.99,11.99
868,512117,NA,NA,NA,NA,NA,NA,NA
869,512131,18.00,20.20,18.10,18.95,22.35,25.85,31.95
870,512153,NA,NA,NA,NA,NA,NA,NA
871,512157,NA,NA,NA,NA,NA,NA,NA
872,512161,NA,NA,56.40,86.90,86.00,78.95,81.90
873,512165,150.65,163.90,169.75,201.25,167.05,164.15,169.90
874,512169,9.38,NA,9.30,6.78,7.00,6.56,6.94
875,512175,9.06,8.62,8.04,6.26,6.91,8.16,7.29
876,512179,185.65,262.75,274.25,270.40,314.50,346.50,370.90
877,512195,NA,NA,NA,NA,NA,NA,NA
878,512197,3.54,3.30,3.20,3.10,3.35,3.30,3.45
879,512213,NA,NA,NA,NA,NA,NA,NA
880,512215,NA,30.00,33.00,20.35,25.75,27.80,27.70
881,512217,13.26,14.78,18.30,21.75,28.50,26.80,24.55
882,512221,NA,NA,NA,NA,NA,NA,NA
883,512229,35.00,35.35,40.70,35.30,36.85,53.75,61.55
884,512237,86.85,93.35,81.55,82.65,91.60,94.85,93.20
885,512245,NA,NA,NA,NA,NA,NA,NA
886,512247,2.07,2.09,1.95,1.92,1.99,2.46,2.89
887,512257,3.03,2.90,2.86,2.67,3.15,3.98,4.40
888,512261,NA,NA,NA,NA,NA,NA,NA
889,512267,4.40,4.80,4.87,4.85,5.04,5.00,5.02
890,512271,110.75,NA,NA,NA,NA,NA,NA
891,512277,NA,NA,NA,NA,NA,NA,NA
892,512279,9.50,6.89,6.00,4.46,4.05,3.99,5.40
893,512289,7.00,8.56,7.60,7.00,7.40,8.34,8.77
894,512291,NA,NA,NA,NA,NA,NA,NA
895,512296,15.25,17.15,18.00,18.00,18.90,35.35,34.20
896,512297,31.70,31.70,30.15,NA,30.15,32.50,NA
897,512301,2.00,1.48,1.62,1.59,1.55,1.43,1.50
898,512303,NA,NA,NA,NA,NA,NA,NA
899,512329,101.60,100.00,96.10,95.00,94.00,98.70,94.00
900,512337,NA,NA,NA,NA,NA,NA,NA
901,512341,NA,NA,NA,NA,NA,NA,NA
902,512344,1.62,1.76,1.74,1.57,1.55,1.50,1.77
903,512345,NA,NA,NA,NA,NA,NA,NA
904,512359,8.22,8.22,8.21,8.50,8.46,8.04,8.22
905,512367,11.52,NA,NA,NA,NA,NA,NA
906,512377,NA,NA,NA,NA,NA,NA,NA
907,512379,0.28,0.29,0.27,0.33,0.31,0.27,0.34
908,512381,49.95,49.10,51.50,49.95,50.20,87.35,94.35
909,512393,38.30,49.80,44.15,45.40,42.40,41.55,43.00
910,512399,60.20,60.00,60.00,61.00,NA,NA,62.15
911,512404,NA,NA,NA,NA,NA,NA,NA
912,512405,4.02,3.96,3.82,3.75,3.75,3.60,3.74
913,512408,NA,NA,NA,NA,NA,NA,NA
914,512415,NA,NA,NA,NA,NA,NA,NA
915,512425,229.00,177.65,163.00,169.30,138.05,144.00,143.10
916,512433,NA,NA,NA,NA,NA,NA,NA
917,512437,241.65,422.50,455.55,480.90,368.45,391.00,367.70
918,512441,81.45,77.40,77.40,NA,77.40,70.70,NA
919,512443,10.10,NA,NA,NA,NA,10.10,NA
920,512445,NA,NA,NA,NA,NA,NA,NA
921,512453,211.90,219.90,335.50,307.40,344.20,516.80,686.00
922,512455,12.14,10.30,11.65,10.31,9.60,10.07,15.84
923,512461,NA,NA,NA,NA,NA,NA,NA
924,512463,1.64,1.54,1.55,1.34,1.40,1.80,2.28
925,512477,15.40,21.75,16.80,14.75,18.20,17.91,20.10
926,512479,NA,84.00,NA,NA,NA,82.00,NA
927,512481,0.50,0.54,0.58,NA,0.63,1.01,1.29
928,512485,15.20,14.60,13.87,12.02,11.45,NA,NA
929,512487,NA,11.51,12.08,NA,NA,NA,NA
930,512489,24.50,25.60,NA,NA,26.00,NA,NA
931,512493,28.95,27.00,23.80,22.85,27.90,42.00,40.05
932,512499,0.49,0.49,0.49,0.49,0.49,0.49,0.49
933,512511,NA,NA,NA,NA,NA,NA,NA
934,512519,27.00,27.95,25.50,23.65,29.50,34.35,39.60
935,512522,NA,NA,NA,NA,NA,NA,NA
936,512527,212.15,266.45,249.60,235.20,289.75,330.00,376.30
937,512529,122.85,129.60,153.75,141.95,155.80,169.60,185.25
938,512531,48.50,61.60,55.70,52.35,69.15,81.15,80.00
939,512553,34.70,45.00,44.15,42.00,41.90,75.25,75.25
940,512565,3.61,NA,NA,3.79,NA,3.80,3.80
941,512573,446.50,517.70,496.45,481.70,521.95,522.60,525.05
942,512587,26.00,28.90,23.85,23.40,23.50,29.45,29.25
943,512589,9.80,8.40,9.60,10.50,7.80,10.37,12.51
944,512591,NA,1.38,NA,1.44,NA,NA,NA
945,512595,15.00,15.00,15.00,14.95,14.21,13.50,NA
946,512597,36.55,37.10,37.20,37.80,105.15,84.05,77.50
947,512599,175.20,278.65,296.50,339.10,398.75,479.00,518.55
948,512600,NA,NA,NA,NA,NA,8.74,8.75
949,512604,1.06,1.35,1.31,1.20,1.25,1.20,1.11
950,512608,1.26,1.23,1.05,1.13,1.20,2.79,3.61
951,512618,1.30,2.37,2.36,2.50,2.52,2.95,3.15
952,512624,2.70,2.54,2.49,2.48,1.71,1.42,1.78
953,512626,61.05,68.75,57.65,60.00,64.90,71.20,76.70
954,512634,32.15,35.30,34.00,34.25,34.50,38.90,41.90
955,513005,17.64,18.60,17.85,14.25,16.15,16.37,15.25
956,513010,257.95,304.00,320.10,433.20,478.70,559.45,630.75
957,513023,46.25,61.45,57.00,52.65,53.95,63.45,61.60
958,513039,NA,NA,NA,NA,NA,NA,NA
959,513043,19.00,15.50,13.35,17.53,18.05,19.00,18.00
960,513059,3.15,5.50,3.60,3.87,3.72,5.13,5.42
961,513063,3.60,5.00,5.11,4.89,3.97,5.29,7.41
962,513097,35.55,40.60,51.70,53.90,64.50,63.85,66.30
963,513108,189.00,221.25,208.70,201.95,233.10,257.00,261.30
964,513117,1.49,2.20,2.00,1.89,1.62,1.67,2.16
965,513119,6.93,7.54,6.98,6.46,6.45,5.66,7.14
966,513121,17.00,21.10,18.05,18.25,20.65,22.70,26.65
967,513142,9.98,10.41,8.84,8.86,9.13,9.74,11.80
968,513149,84.00,90.40,95.30,139.75,126.35,116.95,122.75
969,513173,6.40,6.04,5.46,5.19,4.75,3.91,4.05
970,513179,2.07,3.78,3.85,2.79,4.09,3.15,3.93
971,513216,6.38,6.19,5.50,6.30,6.78,7.91,10.04
972,513228,15.60,16.80,16.05,16.25,17.90,22.85,23.95
973,513250,2.59,2.14,3.78,3.24,3.48,6.30,7.60
974,513252,590.50,481.00,452.70,433.00,460.85,446.30,442.35
975,513262,413.80,445.50,441.85,473.65,496.30,505.40,648.05
976,513269,45.60,57.15,60.65,69.45,71.65,81.70,81.05
977,513291,5.05,4.80,3.25,1.76,1.67,1.67,2.01
978,513295,2.75,2.45,1.23,1.11,0.94,1.59,1.70
979,513303,6.86,4.08,4.43,3.72,4.25,3.81,3.70
980,513305,4.10,5.62,3.79,3.80,3.47,4.00,3.65
981,513307,26.60,23.70,24.50,28.90,31.20,23.40,24.70
982,513309,5.30,4.00,3.15,3.04,3.20,3.39,4.29
983,513335,4.26,5.90,4.40,4.90,4.30,5.14,7.19
984,513337,NA,NA,NA,NA,5.21,9.30,9.24
985,513343,2.75,2.72,2.58,2.37,2.15,2.02,2.20
986,513349,74.55,89.15,81.55,83.85,100.60,140.70,136.60
987,513353,109.90,127.35,123.50,116.05,121.25,127.65,154.10
988,513361,0.53,0.43,0.39,0.41,0.44,0.78,0.96
989,513369,23.05,26.90,25.35,24.35,32.80,29.20,34.05
990,513375,247.65,268.75,269.10,284.20,345.55,405.20,406.30
991,513377,18.20,18.65,16.20,15.80,18.70,26.40,30.80
992,513397,6.57,7.49,9.49,9.84,9.85,7.38,8.16
993,513401,6.44,6.72,8.55,8.79,10.80,11.87,12.05
994,513403,2.04,1.97,2.34,2.67,3.39,3.20,3.30
995,513414,0.24,0.22,0.21,0.20,0.22,0.23,0.25
996,513418,0.58,0.69,0.68,0.69,0.62,0.75,0.82
997,513422,NA,10.59,NA,NA,NA,NA,NA
998,513430,7.03,7.60,7.20,7.20,7.20,7.20,6.75
999,513434,492.75,546.80,519.35,514.55,537.70,609.05,643.00
1000,513436,6.27,7.59,7.95,6.44,7.80,9.09,11.77
1001,513446,13.04,18.01,17.75,18.00,18.15,29.20,32.50
1002,513452,3.20,2.81,2.65,2.00,1.95,2.35,2.35
1003,513456,7.50,6.60,5.89,4.96,7.24,9.89,11.10
1004,513460,6.96,6.62,NA,6.29,5.98,5.41,4.40
1005,513472,18.15,21.00,17.90,20.35,16.30,19.20,20.40
1006,513488,17.70,17.65,18.95,17.05,20.00,23.80,23.70
1007,513496,12.80,NA,NA,NA,NA,NA,NA
1008,513498,16.63,16.95,14.60,14.25,14.22,14.25,14.20
1009,513502,0.42,0.42,0.41,0.35,0.34,0.44,0.56
1010,513507,8.44,8.40,13.23,11.36,14.77,19.51,18.65
1011,513509,131.15,152.05,132.45,135.80,131.10,157.20,161.00
1012,513511,19.20,21.65,27.05,29.60,28.30,33.80,36.55
1013,513513,3.69,4.68,6.72,7.10,6.65,4.99,6.10
1014,513515,0.86,1.37,1.80,3.14,2.61,2.58,2.45
1015,513517,92.20,101.85,99.50,95.15,101.00,123.75,143.95
1016,513519,28.00,34.05,31.65,33.25,46.85,55.85,58.40
1017,513528,1.15,0.88,1.20,1.22,1.39,1.69,1.90
1018,513532,33.10,34.85,36.40,33.75,39.60,62.05,58.80
1019,513536,12.40,13.08,11.60,11.99,10.53,11.60,11.93
1020,513540,NA,24.05,NA,NA,NA,NA,20.70
1021,513548,40.70,37.05,30.00,29.55,37.00,45.50,59.90
1022,513554,74.15,114.85,106.65,97.80,98.50,97.05,106.40
1023,513558,5.05,6.83,8.16,8.04,8.70,8.99,10.50
1024,513566,4.66,7.63,3.70,3.45,3.87,7.50,10.34
1025,513579,1.33,1.21,1.17,1.40,1.33,1.39,1.39
1026,513599,35.45,36.40,33.25,33.00,41.45,61.15,64.25
1027,513605,182.05,179.95,168.95,122.40,132.25,152.90,152.45
1028,513642,11.00,11.11,10.45,11.80,13.00,12.60,11.80
1029,513683,47.75,52.25,49.70,48.80,51.15,55.15,56.40
1030,513687,1.66,1.18,1.00,0.93,0.85,1.62,2.24
1031,513691,3.45,3.47,2.86,2.59,2.66,2.59,3.42
1032,513693,27.65,27.80,29.80,23.00,29.00,33.00,39.00
1033,513699,28.30,31.00,42.00,59.00,61.85,61.90,60.80
1034,513709,41.90,52.55,52.20,51.50,80.80,79.75,77.95
1035,513713,6.86,6.67,5.35,4.96,4.52,5.54,5.48
1036,513723,27.00,26.95,29.65,29.65,28.20,26.80,26.80
1037,513729,23.85,27.50,26.00,30.85,37.85,48.45,59.60
1038,514010,1.66,1.24,1.40,1.27,0.94,1.47,2.03
1039,514028,3.95,NA,NA,NA,NA,3.95,NA
1040,514030,58.10,73.10,77.00,67.00,68.50,77.00,91.70
1041,514034,9.90,9.17,7.79,7.60,7.10,15.22,14.40
1042,514036,271.55,241.00,222.10,270.00,277.00,465.60,568.20
1043,514043,61.45,78.30,91.45,127.10,120.80,137.95,154.45
1044,514045,23.00,24.95,24.65,33.20,29.55,33.90,37.40
1045,514060,NA,NA,NA,NA,NA,NA,NA
1046,514087,31.30,36.00,37.00,34.65,35.80,58.50,56.95
1047,514113,1.56,1.58,1.40,1.30,1.30,1.71,2.10
1048,514128,8.20,7.36,10.00,10.50,9.95,7.60,8.35
1049,514138,82.25,86.00,80.30,79.35,83.25,95.00,122.00
1050,514140,8.79,9.20,NA,NA,8.55,6.57,4.87
1051,514142,30.00,35.35,33.00,39.35,42.45,54.60,51.10
1052,514144,0.70,0.67,0.44,0.40,0.40,0.54,0.54
1053,514162,39.20,54.45,67.00,70.25,68.40,67.95,71.80
1054,514165,8.04,7.90,8.90,7.97,7.81,11.30,12.39
1055,514167,233.75,262.40,257.00,268.20,325.20,399.55,468.30
1056,514171,3.09,3.40,3.80,3.90,3.70,3.60,3.60
1057,514175,7.63,9.05,8.10,8.00,7.99,14.21,15.15
1058,514183,145.55,130.65,125.00,120.30,129.50,131.35,136.60
1059,514197,5.88,5.58,5.41,5.68,6.83,6.40,6.08
1060,514215,86.85,137.85,109.95,105.90,103.00,98.95,90.55
1061,514223,0.76,0.90,1.70,2.00,1.66,1.84,2.42
1062,514234,48.95,52.00,46.90,49.05,56.50,76.85,94.70
1063,514236,NA,NA,NA,NA,NA,NA,NA
1064,514238,21.05,20.00,NA,NA,21.00,21.00,21.00
1065,514240,0.95,0.86,0.58,0.51,0.78,0.97,1.33
1066,514248,4.41,NA,4.19,NA,4.00,4.56,5.79
1067,514260,NA,NA,NA,NA,1.31,NA,NA
1068,514264,6.65,5.99,5.19,5.19,5.81,5.80,6.80
1069,514266,30.70,37.95,35.70,34.90,37.00,41.90,42.40
1070,514272,9.55,9.20,10.55,13.15,13.75,14.90,14.75
1071,514274,10.16,12.46,10.68,10.33,11.65,18.02,18.25
1072,514280,11.40,11.50,11.40,9.78,8.40,8.06,8.44
1073,514286,5.02,6.10,7.50,7.36,11.03,12.50,13.35
1074,514300,23.15,22.60,22.05,19.85,26.85,37.75,43.00
1075,514302,30.50,33.00,33.00,31.55,33.25,37.15,36.50
1076,514312,2.75,2.70,2.69,NA,2.48,2.15,2.10
1077,514316,226.80,250.00,271.00,242.00,262.00,206.50,235.00
1078,514318,11.00,10.97,10.44,10.42,NA,10.46,10.44
1079,514322,42.80,36.65,31.70,32.00,31.50,32.85,33.30
1080,514326,6.88,6.47,5.70,4.31,4.53,6.45,7.45
1081,514330,2.48,2.18,2.08,NA,1.90,1.80,NA
1082,514332,16.30,13.75,13.65,16.12,14.90,12.90,14.60
1083,514336,6.78,7.11,7.11,7.46,NA,7.46,NA
1084,514354,21.45,28.40,24.30,21.85,33.00,44.35,44.05
1085,514358,10.60,10.10,9.20,9.45,9.85,10.11,11.00
1086,514360,26.50,21.00,21.75,11.65,9.66,14.67,15.09
1087,514378,2.58,2.45,2.45,NA,2.45,2.45,2.23
1088,514386,1.62,1.19,1.30,1.36,1.49,1.86,2.34
1089,514394,45.05,67.10,53.75,45.85,47.80,47.75,43.25
1090,514400,0.91,1.41,2.03,1.82,1.89,3.99,4.37
1091,514402,10.45,NA,10.80,11.55,11.40,10.83,10.29
1092,514412,27.00,20.05,19.15,20.00,19.80,17.20,16.50
1093,514418,418.55,503.20,400.55,425.00,443.55,410.30,437.20
1094,514428,71.00,72.70,88.70,102.95,100.85,111.50,116.00
1095,514440,NA,11.76,11.16,11.16,NA,11.16,11.00
1096,514442,10.85,9.72,8.37,6.72,13.43,11.12,11.69
1097,514448,165.20,211.65,216.05,237.20,299.50,424.30,409.15
1098,514450,31.25,30.45,33.10,32.00,43.60,39.85,51.15
1099,514454,6.13,5.45,6.53,6.85,6.83,5.71,5.99
1100,514460,4.20,3.80,3.40,3.39,3.60,6.13,5.56
1101,514470,13.50,14.68,14.21,14.78,15.68,25.67,35.90
1102,514482,4.18,NA,NA,NA,NA,4.38,NA
1103,514484,NA,NA,NA,7.14,6.65,6.92,8.01
1104,515008,6.81,9.37,13.82,20.42,29.20,43.60,49.90
1105,515030,171.60,207.00,208.80,224.55,254.35,276.45,289.60
1106,515037,15.80,16.10,14.60,16.96,17.80,22.35,23.05
1107,515043,46.35,61.35,60.10,56.30,64.70,67.90,64.00
1108,515055,21.50,30.95,30.90,18.20,26.25,27.05,29.40
1109,515059,9.05,11.55,11.88,10.62,9.43,10.83,10.80
1110,515085,1.92,2.00,1.86,2.09,1.69,2.53,3.12
1111,515093,21.45,24.00,25.90,24.70,27.80,42.85,55.55
1112,515127,4.62,3.87,3.67,3.18,2.75,2.93,2.90
1113,515145,31.50,27.80,27.45,24.40,28.25,35.45,33.50
1114,515147,29.30,29.60,27.80,27.40,28.15,30.30,37.30
1115,516003,30.85,29.75,49.15,52.00,44.55,46.75,48.20
1116,516007,6.59,8.07,6.37,7.02,9.00,9.25,9.50
1117,516016,71.15,83.55,75.75,72.20,78.30,89.40,87.00
1118,516020,1.87,1.51,0.81,0.72,1.06,1.12,1.40
1119,516022,95.85,98.30,90.60,88.35,93.75,114.70,116.45
1120,516030,32.35,38.25,55.30,57.60,61.00,73.65,102.95
1121,516032,NA,6.82,6.79,NA,6.15,5.00,4.75
1122,516062,6.70,7.84,7.90,7.51,8.89,7.09,7.51
1123,516064,41.00,49.80,51.50,46.05,46.10,64.45,57.85
1124,516072,130.05,158.00,150.55,156.10,164.50,213.40,189.60
1125,516078,7.98,8.41,8.40,8.34,9.40,7.55,8.36
1126,516082,196.45,208.55,194.15,181.50,190.10,221.15,223.00
1127,516086,3.96,3.48,2.31,2.01,1.99,3.50,3.48
1128,516092,5.30,7.00,7.00,6.69,7.01,11.11,10.85
1129,516096,71.05,74.30,88.60,92.00,82.95,79.30,84.30
1130,516098,4.48,4.50,4.28,3.60,3.07,3.07,3.00
1131,516106,1.64,2.36,3.32,2.71,3.70,4.04,3.64
1132,516108,59.90,62.05,60.05,61.50,64.45,76.75,84.50
1133,516110,9.36,5.94,7.45,6.26,8.18,11.20,13.05
1134,517015,652.10,876.75,789.00,717.50,738.45,839.90,844.55
1135,517035,28.95,33.70,31.45,30.50,38.80,37.60,40.75
1136,517041,246.00,260.70,244.80,240.15,261.00,271.95,300.70
1137,517044,6.30,NA,5.95,6.24,6.24,5.00,5.51
1138,517059,83.65,99.85,92.80,103.45,125.90,127.65,127.90
1139,517063,27.90,33.25,34.55,32.50,33.60,35.00,33.80
1140,517077,27.70,22.25,22.25,NA,NA,24.50,NA
1141,517096,5.95,12.75,18.08,18.30,19.75,20.90,21.15
1142,517119,3.68,6.24,5.47,4.60,4.28,5.48,6.77
1143,517146,18.45,27.95,25.15,21.30,25.20,36.80,34.20
1144,517166,4.92,9.54,8.75,9.49,13.18,15.17,14.70
1145,517168,180.15,238.00,257.00,280.10,293.05,342.75,355.95
1146,517170,15.50,NA,15.50,NA,NA,14.05,14.00
1147,517172,NA,NA,NA,NA,NA,NA,NA
1148,517174,"27,005.90","32,576.80","32,554.95","28,439.75","31,956.85","37,138.80","40,425.60"
1149,517201,22.80,29.50,23.70,24.70,25.85,25.05,26.55
1150,517206,"1,231.00","1,415.85","1,326.35","1,245.05","1,312.50","1,369.70","1,414.30"
1151,517214,5.70,8.65,7.52,6.70,10.42,23.29,32.60
1152,517224,0.21,0.27,0.29,0.29,0.31,0.37,0.37
1153,517230,2.30,2.39,2.50,NA,2.48,2.40,2.60
1154,517236,27.20,27.45,24.40,21.10,21.45,22.10,27.75
1155,517238,46.05,44.20,37.00,46.80,50.10,58.00,61.95
1156,517246,5.26,9.54,8.81,9.09,8.80,12.34,14.30
1157,517258,15.40,16.00,17.10,14.65,14.63,20.70,17.75
1158,517264,39.85,36.05,29.80,18.05,25.05,25.00,24.00
1159,517271,14.70,16.00,16.10,20.75,22.70,41.15,38.50
1160,517273,15.85,14.65,13.70,9.13,7.43,8.46,11.30
1161,517288,7.84,9.11,6.65,6.99,6.60,7.40,7.60
1162,517300,69.20,73.20,68.40,67.95,75.00,84.00,82.90
1163,517320,1.65,1.65,1.65,1.65,1.64,1.63,NA
1164,517330,33.05,39.85,33.95,34.70,32.55,41.00,40.00
1165,517334,94.75,109.80,114.85,105.65,147.85,165.20,169.40
1166,517344,22.95,34.15,30.15,28.85,36.90,55.70,53.10
1167,517354,583.20,615.70,677.70,728.80,802.00,915.80,"1,013.50"
1168,517356,0.49,0.49,0.49,0.38,0.30,0.44,0.48
1169,517360,NA,NA,NA,NA,NA,NA,NA
1170,517370,28.40,24.00,27.00,33.35,27.25,24.95,26.65
1171,517372,79.80,84.10,89.60,88.75,92.65,94.00,110.50
1172,517380,258.10,303.15,283.05,271.20,329.50,337.85,357.25
1173,517385,845.40,852.40,950.90,845.75,845.05,"1,026.10","1,092.45"
1174,517393,0.62,0.80,0.48,0.41,0.41,0.46,0.57
1175,517397,7.27,8.23,7.50,6.45,6.13,6.00,NA
1176,517399,2.28,2.87,3.64,2.98,2.80,3.01,2.63
1177,517411,8.00,6.36,6.05,5.47,4.07,6.05,6.82
1178,517417,120.70,136.20,135.70,133.60,151.05,144.20,146.05
1179,517421,118.95,189.90,279.65,322.80,413.40,465.75,534.85
1180,517429,28.50,26.60,27.00,29.00,44.00,41.65,41.00
1181,517431,3.05,NA,NA,3.00,2.88,4.80,5.40
1182,517437,125.00,124.10,121.90,128.65,142.90,138.50,132.55
1183,517447,16.75,20.55,20.90,20.70,19.00,25.70,32.40
1184,517449,115.40,131.00,159.00,159.85,176.95,176.75,173.40
1185,517463,0.40,0.53,0.57,0.61,0.64,0.67,0.67
1186,517467,8.92,7.65,6.23,5.77,4.67,8.25,8.89
1187,517477,97.90,117.95,112.10,119.85,121.65,136.85,148.50
1188,517494,9.66,11.52,9.85,9.75,9.21,9.00,9.42
1189,517498,20.00,19.35,19.45,21.15,22.60,45.80,50.05
1190,517500,86.25,103.85,100.70,101.95,116.60,133.90,150.70
1191,517506,"5,804.70","5,674.45","6,113.45","5,714.50","5,755.30","6,192.65","6,161.95"
1192,517514,13.11,13.80,12.70,13.00,12.35,13.97,15.30
1193,517522,247.00,300.75,314.70,346.55,405.05,439.00,447.40
1194,517530,3.70,3.97,3.79,3.80,3.91,5.82,5.56
1195,517536,61.80,60.30,62.85,61.65,64.65,107.40,108.15
1196,517544,317.50,332.05,301.60,273.55,311.35,440.30,457.10
1197,517546,11.50,11.45,16.00,15.15,12.95,13.05,15.18
1198,517548,3.02,2.99,3.16,2.64,3.22,3.20,3.12
1199,517554,5.45,6.49,9.03,6.36,6.27,6.76,7.70
1200,517562,31.00,55.05,54.75,49.15,65.90,88.85,85.45
1201,517569,347.95,395.85,348.35,340.70,424.80,477.25,485.50
1202,517571,13.00,17.00,16.40,14.00,13.67,17.07,18.25
1203,518011,36.25,45.00,46.90,50.00,88.40,85.70,89.15
1204,518029,29.40,28.15,27.00,33.80,32.45,37.90,42.25
1205,518075,20.11,20.80,16.35,15.80,15.10,24.45,34.20
1206,518091,143.00,143.05,187.65,206.20,213.70,212.30,215.35
1207,519003,36.05,61.30,57.00,53.40,52.05,79.85,74.40
1208,519014,1.11,NA,1.06,NA,1.06,1.01,NA
1209,519031,18.65,18.05,17.40,17.20,19.85,28.90,33.05
1210,519064,9.98,NA,NA,11.51,12.55,11.50,11.10
1211,519091,"11,850.65","12,099.15","10,722.25","10,002.95","11,431.55","11,968.40","11,934.55"
1212,519097,6.33,9.65,13.20,12.60,13.80,13.30,13.80
1213,519105,37.90,43.60,45.20,43.65,46.45,48.65,48.10
1214,519126,644.55,716.20,958.35,878.50,884.00,"1,547.30","1,497.90"
1215,519136,24.50,27.10,25.45,25.30,28.00,46.20,57.75
1216,519152,925.15,994.05,"1,627.95","1,342.60","1,508.95","1,700.00","1,780.00"
1217,519156,602.60,703.90,790.00,779.00,808.30,758.40,814.20
1218,519174,0.39,0.48,0.73,1.17,1.53,2.88,3.38
1219,519183,337.20,349.35,417.15,411.30,459.75,642.65,644.25
1220,519191,11.83,10.90,12.10,14.80,16.50,17.87,20.40
1221,519214,4.14,4.47,3.85,4.17,2.75,3.38,3.08
1222,519216,35.95,37.80,38.35,37.75,46.95,60.15,70.15
1223,519224,17.80,22.55,16.65,15.55,17.60,21.00,21.25
1224,519230,2.21,2.25,3.40,3.95,3.85,4.62,4.40
1225,519234,6.26,6.03,5.88,7.50,7.56,7.64,8.01
1226,519238,6.62,8.35,7.83,8.45,9.49,9.45,9.40
1227,519242,10.36,8.90,8.70,8.65,9.50,NA,NA
1228,519260,2.53,2.26,1.76,1.48,1.37,1.33,1.23
1229,519262,12.49,15.69,19.75,18.45,16.50,16.80,16.20
1230,519279,3.05,2.51,3.03,2.88,2.87,3.31,4.41
1231,519285,3.35,5.12,5.68,5.14,3.99,4.10,4.03
1232,519287,3.83,4.01,3.58,3.94,4.19,5.32,6.97
1233,519295,155.75,191.70,183.20,198.45,208.05,222.00,213.00
1234,519299,0.70,0.81,1.01,1.21,1.71,2.57,2.69
1235,519307,5.45,6.61,4.36,3.78,4.35,4.93,5.00
1236,519319,3.00,4.40,5.10,5.50,5.70,5.36,6.60
1237,519331,10.13,NA,10.63,NA,NA,NA,11.00
1238,519353,NA,NA,NA,6.69,6.36,5.20,5.20
1239,519359,30.85,35.85,32.75,30.70,32.85,42.70,46.60
1240,519367,69.55,132.30,203.80,284.65,190.50,149.50,171.50
1241,519383,13.16,14.31,12.69,11.25,11.40,15.90,17.25
1242,519397,21.00,23.50,25.00,28.25,28.90,30.10,30.00
1243,519413,NA,NA,NA,NA,NA,19.00,NA
1244,519415,NA,NA,22.05,NA,NA,20.00,NA
1245,519421,"1,488.35","1,659.65","2,116.25","2,126.30","2,204.65","2,130.30","2,104.05"
1246,519439,8.32,NA,8.32,NA,NA,8.00,NA
1247,519455,15.00,16.80,19.75,21.00,17.15,27.65,34.80
1248,519457,16.85,22.00,18.15,19.80,19.00,21.95,24.50
1249,519463,16.60,10.00,10.81,10.81,9.60,16.05,15.50
1250,519471,NA,NA,NA,NA,NA,NA,NA
1251,519475,98.90,99.50,95.00,92.85,98.80,112.30,107.30
1252,519477,29.00,29.00,30.65,36.60,38.80,35.05,32.05
1253,519483,6.91,8.83,7.35,8.69,10.80,11.07,11.02
1254,519494,25.35,21.15,17.55,18.80,17.90,20.20,20.05
1255,519500,NA,2.79,NA,2.79,2.65,3.63,4.95
1256,519506,5.42,5.30,5.30,NA,NA,5.00,4.85
1257,519532,12.55,16.97,16.50,14.95,14.10,14.65,16.46
1258,519552,310.80,358.05,320.50,306.20,290.50,296.00,308.40
1259,519566,27.40,45.75,42.00,42.05,66.75,69.30,57.10
