,Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Close Jul 20,Close Aug 20,Close Sep 20,Close Oct 20,Close Nov 20,Close Dec 20,Close Jan 21
3423,539839,FRANKLIN,Franklin Leasing and Finance Ltd,Active,M,10.0,INE399S01010,Finance (including NBFCs),Equity,NA,NA,NA,18.05,NA,NA,NA
3424,539841,LANCER,Lancer Container Lines Ltd,Active,B,10.0,INE359U01010,Transportation - Logistics,Equity,31.30,57.95,59.80,60.95,56.65,75.50,92.20
3425,539843,NINSYS,NINtec Systems Ltd,Active,M,10.0,INE395U01014,IT Consulting & Software,Equity,21.65,25.40,NA,29.25,32.10,18.90,17.10
3426,539844,EQUITAS,Equitas Holdings Ltd,Active,A,10.0,INE988K01017,Holding Companies,Equity,49.10,54.55,50.35,46.90,70.00,68.15,75.65
3427,539854,HALDER,Halder Venture Ltd,Active,X,10.0,INE115S01010,Other Agricultural Products,Equity,37.95,31.00,50.20,61.95,51.45,52.75,52.65
3428,539861,SKIL,SKIL Infrastructure Ltd,Active,B,10.0,INE429F01012,Construction & Engineering,Equity,3.98,3.60,3.25,2.45,2.72,3.31,3.71
3429,539871,THYROCARE,Thyrocare Technologies Ltd,Active,A,10.0,INE594H01019,Healthcare Services,Equity,701.95,750.40,758.40,"1,148.10","1,099.10",913.40,959.85
3430,539872,BAJAJHCARE,Bajaj Healthcare Ltd,Active,B,10.0,INE411U01019,Pharmaceuticals,Equity,339.80,346.55,453.05,536.45,462.25,445.80,538.85
3431,539874,UJJIVAN,Ujjivan Financial Services Ltd,Active,A,10.0,INE334L01012,Finance (including NBFCs),Equity,235.80,248.30,211.40,211.90,283.45,275.85,301.10
3432,539875,RSDFIN,RSD Finance Ltd,Active,X,5.0,INE616F01022,Investment Companies,Equity,20.50,26.00,25.05,21.60,28.00,32.80,36.10
3433,539876,CROMPTON,Crompton Greaves Consumer Electricals Ltd,Active,A,2.0,INE299U01018,Household Appliances,Equity,244.00,271.85,292.30,299.00,305.15,380.55,399.80
3434,539883,PILANIINVS,Pilani Investment and Industries Corporation Ltd,Active,A,10.0,INE417C01014,Holding Companies,Equity,"1,558.40","1,593.65","1,566.95","1,897.80","2,146.10","2,084.60","1,968.30"
3435,539884,DARSHANORNA,Darshan Orna Ltd,Active,T,10.0,INE671T01010,Other Apparels & Accessories,Equity,15.95,11.25,9.45,24.15,23.60,14.40,11.89
3436,539889,PARAGMILK,Parag Milk Foods Ltd,Active,A,10.0,INE883N01014,Packaged Foods,Equity,84.70,105.25,106.35,106.05,109.60,114.45,113.45
3437,539894,MADHAVIPL,Madhav Infra Projects Ltd,Active,X,1.0,INE631R01026,Construction & Engineering,Equity,28.40,6.20,4.92,4.70,4.90,5.25,5.30
3438,539895,SAGL,Shalimar Agencies Ltd,Active,X,10.0,INE631E01016,Other Financial Services,Equity,NA,11.69,11.65,NA,11.65,NA,NA
3439,539909,LATENT,Latent Light Finance Ltd,Active,XT,10.0,INE515K01018,Finance (including NBFCs),Equity,NA,NA,NA,NA,NA,NA,NA
3440,539910,KOCL,Kome-On Communication Ltd,Active,X,10.0,INE833C01012,Movies & Entertainment,Equity,0.38,NA,0.43,0.39,0.38,0.38,0.38
3441,539911,SNIM,Svarnim Trade Udyog Ltd,Active,XT,1.0,INE730R01034,Comm.Trading  & Distribution,Equity,NA,NA,3.64,5.68,8.33,12.73,14.58
3442,539917,NAGARFERT,Nagarjuna Fertilizers and Chemicals Ltd,Active,T,1.0,INE454M01024,Fertilizers,Equity,5.03,4.65,4.16,3.93,5.71,5.14,5.10
3443,539921,SEIL,Shanti Educational Initiatives Ltd,Active,T,10.0,INE440T01010,Education,Equity,134.65,104.35,117.45,117.00,113.45,160.00,147.00
3444,539922,RGIL,Rotographics (India) Ltd,Active,XT,10.0,INE364S01014,Comm.Trading  & Distribution,Equity,13.00,13.65,NA,NA,NA,12.97,12.93
3445,539927,LIKHAMI,Likhami Consulting Ltd,Active,XT,10.0,INE920T01011,Consulting Services,Equity,52.00,51.95,51.95,51.95,57.20,60.90,60.90
3446,539938,MIL,Medico Intercontinental Ltd,Active,XT,10.0,INE858Q01019,Other Financial Services,Equity,28.20,41.95,47.10,29.25,47.00,49.00,44.40
3447,539939,YASHCHEM,Yash Chemex Ltd,Active,B,10.0,INE571U01010,Specialty Chemicals,Equity,64.65,60.85,56.95,51.55,49.25,43.90,45.45
3448,539940,MAXVIL,Max Ventures and Industries Ltd,Active,B,10.0,INE154U01015,Holding Companies,Equity,36.10,39.00,37.20,38.05,44.40,42.90,49.55
3449,539945,ICICINV20,ICICI Prudential NV20 ETF,Active,B,10.0,INF109KB1WY5,,Equity,NA,NA,NA,NA,NA,NA,NA
3450,539946,BAZELINTER,Bazel International Ltd,Active,XT,10.0,INE217E01014,Finance (including NBFCs),Equity,NA,NA,NA,NA,NA,NA,NA
3451,539947,JLL,Jindal Leasefin Ltd,Active,XT,10.0,INE919T01013,Investment Companies,Equity,13.62,12.45,NA,10.70,8.04,8.40,8.95
3452,539956,TAALENT,TAAL Enterprises Ltd,Active,X,10.0,INE524T01011,Airlines,Equity,157.70,169.75,258.95,255.25,240.00,243.65,296.50
3453,539957,MGL,Mahanagar Gas Ltd,Active,A,10.0,INE002S01010,Utilities:Non-Elec.,Equity,975.00,952.20,830.10,815.05,"1,063.15","1,061.00","1,125.20"
3454,539963,ZEAL,Zeal Aqua Ltd,Active,B,10.0,INE819S01017,Other Food Products,Equity,59.85,63.70,65.25,58.30,64.40,68.80,66.75
3455,539978,QUESS,Quess Corp Ltd,Active,A,10.0,INE615P01015,Diversified,Equity,360.60,364.60,412.20,409.40,501.50,546.30,526.50
3456,539979,DIGJAMLTD,Digjam Ltd,Active,Z,10.0,INE731U01010,Textiles,Equity,2.40,2.77,2.71,2.85,2.82,4.10,5.13
3457,539980,ICICIMCAP,ICICI Prudential Midcap Select ETF,Active,B,10.0,INF109KB1XT3,,Equity,NA,NA,NA,NA,NA,NA,NA
3458,539982,ASYL,Advance Syntex Ltd,Active,T,10.0,INE184U01012,Containers & Packaging,Equity,12.06,12.35,10.80,8.56,8.52,7.92,9.71
3459,539984,HUIL,Hindusthan Urban Infrastructure Ltd,Active,XT,10.0,INE799B01017,Electronic Components,Equity,791.75,949.30,792.00,760.00,987.50,"1,447.80","1,491.95"
3460,539985,TITAANIUM,Titaanium Ten Enterprise Ltd,Active,M,10.0,INE120V01014,Textiles,Equity,NA,5.45,5.60,9.70,11.26,8.61,NA
3461,539986,COMSYN,Commercial Syn Bags Ltd,Active,B,10.0,INE073V01015,Containers & Packaging,Equity,51.00,56.15,59.70,63.00,63.15,68.90,82.30
3462,539991,CFEL,Confidence Futuristic Energetech Ltd,Active,X,10.0,INE700F01016,Comm.Trading  & Distribution,Equity,49.55,47.30,NA,44.95,40.65,36.75,NA
3463,539992,LLOYDSTEEL,Lloyds Steels Industries Ltd,Active,T,1.0,INE093R01011,Industrial Machinery,Equity,0.74,0.79,0.73,0.69,0.70,0.98,0.99
3464,539997,KPL,Kwality Pharmaceuticals Ltd,Active,M,10.0,INE552U01010,Pharmaceuticals,Equity,35.00,50.25,55.50,59.00,55.80,55.15,60.85
3465,540005,LTI,Larsen & Toubro Infotech Ltd,Active,A,1.0,INE214T01019,IT Consulting & Software,Equity,"2,412.10","2,451.70","2,543.00","2,917.45","3,202.40","3,658.25","4,243.90"
3466,540006,EASTWEST,East West Holdings Ltd,Active,X,10.0,INE595R01015,Transportation - Logistics,Equity,67.40,65.45,60.85,64.65,65.00,58.85,59.30
3467,540008,BSLSENETFG,BIRLA SUN LIFE SENSEX ETF,Active,B,10.0,INF209KB1119,,Equity,NA,NA,NA,NA,NA,NA,NA
3468,540023,COLORCHIPS,Colorchips New Media Ltd,Active,XT,10.0,INE621I01026,Broadcasting & Cable TV,Equity,7.13,7.05,5.55,4.84,4.40,7.84,8.24
3469,540024,ASHARI,Ashari Agencies Ltd,Active,Z,10.0,INE361S01010,Other Financial Services,Equity,9.00,8.96,8.50,10.60,8.45,7.30,6.00
3470,540025,ADVENZYMES,Advanced Enzyme Technologies Ltd,Active,A,2.0,INE837H01020,Other Agricultural Products,Equity,189.90,199.20,330.35,311.90,353.85,334.80,327.60
3471,540026,LAHL,Ladam Affordable Housing Ltd,Active,XT,5.0,INE213U01019,Realty,Equity,2.79,3.15,5.65,6.99,7.46,4.22,4.93
3472,540027,PTIL,Prabhat Technologies (India) Ltd,Active,Z,10.0,INE171P01019,Specialty Retail,Equity,344.00,341.45,342.50,331.50,385.55,367.75,360.00
3473,540047,DBL,Dilip Buildcon Ltd,Active,A,10.0,INE917M01012,Roads & Highways,Equity,279.45,370.10,335.40,326.90,355.80,392.45,431.60
3474,540048,SPAL,S.P. Apparels Ltd,Active,B,10.0,INE212I01016,Other Apparels & Accessories,Equity,68.00,96.55,134.50,133.50,143.50,157.70,173.90
3475,540061,BIGBLOC,Bigbloc Construction Ltd,Active,T,10.0,INE412U01017,Cement & Cement Products,Equity,41.95,44.00,54.65,74.00,89.50,117.35,90.75
3476,540062,GOLDENCREST,Golden Crest Education & Services Ltd,Active,X,10.0,INE222U01010,Education,Equity,22.00,22.00,22.00,NA,NA,22.00,24.10
3477,540063,ECS,ECS Biztech Ltd,Active,X,10.0,INE925Q01024,IT Consulting & Software,Equity,NA,NA,NA,NA,2.77,3.44,4.78
3478,540064,FRETAIL,Future Retail Ltd,Active,A,2.0,INE752P01024,Department Stores,Equity,110.30,162.30,90.20,71.15,82.35,78.70,75.90
3479,540065,RBLBANK,RBL Bank Ltd,Active,A,10.0,INE976G01028,Banks,Equity,169.60,196.00,169.85,174.25,223.70,231.10,256.05
3480,540066,AMS,AMS Polymers Ltd,Active,XT,10.0,INE345U01019,Specialty Chemicals,Equity,NA,NA,NA,NA,NA,21.25,NA
3481,540072,SHIVAEXPO,Shiva Granito Export Ltd,Active,M,10.0,INE191V01015,Construction Materials,Equity,2.44,2.18,2.02,1.99,1.90,2.27,NA
3482,540073,BLS,BLS International Services Ltd,Active,B,1.0,INE153T01027,Travel Support Services,Equity,78.65,98.85,87.50,83.20,80.50,85.35,117.35
3483,540078,MITSU,Mitsu Chem Plast Ltd,Active,B,10.0,INE317V01016,Containers & Packaging,Equity,86.00,94.95,101.65,115.80,121.70,112.00,115.00
3484,540079,SPRAYKING,Sprayking Agro Equipment Ltd,Active,M,10.0,INE537U01011,Other Industrial Products,Equity,NA,NA,NA,NA,NA,16.50,NA
3485,540080,NARAYANI,Narayani Steels Ltd,Active,B,10.0,INE715T01015,Iron & Steel/Interm.Products,Equity,23.45,23.25,24.50,24.75,31.85,30.40,28.45
3486,540081,GOVNOW,SAB Events & Governance Now Media Ltd,Active,T,10.0,INE860T01019,Publishing,Equity,1.14,1.43,1.36,1.42,1.35,1.30,1.27
3487,540082,RSTL,Riddhi Steel and Tube Ltd,Active,M,10.0,INE367U01013,Iron & Steel Products,Equity,12.10,15.00,NA,NA,NA,13.60,15.50
3488,540083,TVVISION,TV Vision Ltd,Active,T,10.0,INE871L01013,Broadcasting & Cable TV,Equity,1.85,2.25,1.94,1.40,1.37,2.11,2.00
3489,540084,SPICY,Spicy Entertainment and Media Ltd,Active,M,10.0,INE592O01019,Movies & Entertainment,Equity,2.70,1.98,1.71,1.33,1.27,1.28,1.66
3490,540097,VISCO,Visco Trade Associates Ltd,Active,X,10.0,INE890S01018,Other Financial Services,Equity,NA,13.80,13.85,13.85,14.54,14.54,NA
3491,540108,TIAANC,Tiaan Consumer Ltd,Active,X,10.0,INE864T01011,Personal Products,Equity,26.15,29.65,22.60,24.00,34.25,42.20,38.85
3492,540115,LTTS,L&T Technology Services Ltd,Active,A,2.0,INE010V01017,Internet Software & Services,Equity,"1,509.65","1,563.00","1,615.90","1,667.20","1,724.00","2,338.80","2,519.65"
3493,540124,GNA,G N A Axles Ltd,Active,B,10.0,INE934S01014,Auto Parts & Equipment,Equity,171.85,219.75,223.90,229.00,255.05,272.75,349.00
3494,540125,RADHIKAJWE,Radhika Jeweltech Ltd,Active,M,10.0,INE583V01013,Other Apparels & Accessories,Equity,17.00,15.50,14.85,16.51,15.00,16.10,16.00
3495,540132,SIIL,Sabrimala Industries India Ltd,Active,XT,10.0,INE400R01018,Comm.Trading  & Distribution,Equity,NA,5.84,4.77,5.25,6.35,8.50,7.68
3496,540133,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Active,A,10.0,INE726G01019,Life Insurance,Equity,451.85,422.60,421.15,403.50,441.95,498.35,526.30
3497,540134,IISL,Ishaan Infrastructures and Shelters Ltd,Active,XT,10.0,INE818R01011,Construction & Engineering,Equity,15.58,11.60,6.19,4.64,5.45,4.82,4.97
3498,540135,ARCFIN,ARC Finance Ltd,Active,XT,10.0,INE202R01018,Other Financial Services,Equity,0.33,0.60,0.94,1.20,1.53,3.32,3.78
3499,540136,HPL,HPL Electric & Power Ltd,Active,B,10.0,INE495S01016,Heavy Electrical Equipment,Equity,29.60,34.60,31.95,29.05,35.25,44.05,43.85
3500,540143,SAGARSOFT,Sagarsoft (India) Ltd,Active,X,10.0,INE184B01012,IT Consulting & Software,Equity,49.80,54.50,81.90,75.00,72.85,89.10,100.45
3501,540144,DRA,DRA Consultants Ltd,Active,M,10.0,INE746V01016,Consulting Services,Equity,8.20,13.70,11.20,8.76,8.02,10.00,10.30
3502,540145,VALIANTORG,Valiant Organics Ltd,Active,B,10.0,INE565V01010,Pharmaceuticals,Equity,"1,864.00","2,722.40","2,925.45","3,316.15","3,129.10","1,533.15","1,494.75"
3503,540146,ACML,Aditya Consumer Marketing Ltd,Active,M,10.0,INE427V01013,Distributors,Equity,10.85,11.36,10.76,9.51,11.00,14.80,15.51
3504,540147,SHASHIJIT,Shashijit Infraprojects Ltd,Active,B,10.0,INE700V01013,Construction & Engineering,Equity,18.20,27.50,26.55,28.40,27.25,25.40,26.15
3505,540148,BINDALEXPO,Bindal Exports Ltd,Active,M,10.0,INE564V01013,Other Apparels & Accessories,Equity,NA,NA,NA,NA,8.88,7.00,NA
3506,540150,MHEL,Mewar Hi-Tech Engineering Ltd,Active,M,10.0,INE957U01011,Construction & Engineering,Equity,27.75,36.40,36.40,37.15,37.55,32.55,30.00
3507,540151,DIKSAT,Diksat Transworld Ltd,Active,M,10.0,INE942P01013,Movies & Entertainment,Equity,129.25,120.00,120.00,110.00,109.50,104.00,105.00
3508,540152,IGRL,India Green Reality Ltd,Active,M,10.0,INE373V01019,Realty,Equity,6.67,NA,NA,NA,4.87,4.63,5.00
3509,540153,ENDURANCE,Endurance Technologies Ltd,Active,A,10.0,INE913H01037,Auto Parts & Equipment,Equity,904.95,"1,098.55","1,150.95","1,059.05","1,154.65","1,348.70","1,415.10"
3510,540154,IDFSENSEXE,IDFC SENSEX ETF,Active,B,10.0,INF194KA1T91,,Equity,NA,NA,NA,NA,NA,NA,NA
3511,540159,PURPLE,Purple Entertainment Ltd,Active,X,10.0,INE905R01016,Movies & Entertainment,Equity,20.00,20.00,18.95,18.05,18.95,17.05,24.80
3512,540168,SUPRAP,Supra Pacific Management Consultancy Ltd,Active,XT,10.0,INE268T01015,Finance (including NBFCs),Equity,17.50,18.25,20.30,20.30,20.30,NA,NA
3513,540173,PNBHOUSING,PNB Housing Finance Ltd,Active,A,10.0,INE572E01012,Housing Finance,Equity,208.85,286.20,338.15,353.05,378.80,364.40,366.50
3514,540174,SOUTHERNIN,Southern Infosys Ltd,Active,XT,10.0,INE298B01010,IT Consulting & Software,Equity,12.69,12.22,9.32,6.43,6.40,13.46,15.42
3515,540175,REGENCY,Regency Fincorp Ltd,Active,X,10.0,INE964R01013,Other Financial Services,Equity,14.60,31.82,28.60,17.15,14.45,14.60,13.99
3516,540180,VBL,Varun Beverages Ltd,Active,A,10.0,INE200M01013,Non-alcoholic Beverages,Equity,707.55,736.10,698.80,654.70,873.25,915.45,996.60
3517,540181,SALEM,Salem Erode Investments Ltd,Active,XT,1.0,INE894E01028,Finance (including NBFCs),Equity,NA,NA,NA,NA,NA,NA,NA
3518,540190,FRANKLININD,Franklin Industries Ltd,Active,X,10.0,INE789R01014,Comm.Trading  & Distribution,Equity,11.00,10.97,9.80,9.83,11.23,15.18,16.60
3519,540192,LKPSEC,LKP Securities Ltd,Active,X,2.0,INE341H01023,Other Financial Services,Equity,4.64,5.32,5.57,5.08,5.22,7.44,7.70
3520,540198,OSIAJEE,Osiajee Texfab Ltd,Active,X,10.0,INE186R01013,Textiles,Equity,34.75,36.00,37.95,39.75,33.90,31.05,29.35
3521,540199,CMBL,Corporate Merchant Bankers Ltd,Active,XT,10.0,INE850R01014,Other Financial Services,Equity,NA,16.00,16.00,14.45,14.46,NA,NA
3522,540203,SFL,Sheela Foam Ltd,Active,A,5.0,INE916U01025,Furniture-Furnishing-Paints,Equity,"1,409.30","1,375.20","1,328.30","1,310.00","1,522.65","1,740.80","1,968.40"
3523,540204,NIDL,Narendra Investments (Delhi) Ltd,Active,XT,10.0,INE666Q01016,Consulting Services,Equity,22.50,32.75,32.65,29.80,29.00,34.00,34.00
3524,540205,AVL,Aditya Vision Ltd,Active,M,10.0,INE679V01019,Specialty Retail,Equity,20.60,NA,24.70,NA,NA,31.90,NA
3525,540210,TMRVL,The Mandhana Retail Ventures Ltd,Active,B,10.0,INE759V01019,Specialty Retail,Equity,10.07,9.59,8.62,8.71,10.61,12.00,11.19
3526,540211,SIFL,Sparkling (India) Finshares Ltd,Active,XT,10.0,INE181T01010,Finance (including NBFCs),Equity,13.30,13.30,NA,13.25,NA,NA,NA
3527,540212,TCIEXP,TCI Express Ltd,Active,A,2.0,INE586V01016,Transportation - Logistics,Equity,704.20,774.25,773.60,792.30,806.95,927.00,"1,004.85"
3528,540221,SHASHANK,Shashank Traders Ltd,Active,X,10.0,INE508R01018,Comm.Trading  & Distribution,Equity,NA,NA,NA,NA,NA,16.25,NA
3529,540222,LAURUSLABS,Laurus Labs Ltd,Active,A,2.0,INE947Q01028,Pharmaceuticals,Equity,933.60,"1,129.05",287.05,319.20,317.15,353.15,350.15
3530,540243,NEWLIGHT,New Light Apparels Ltd,Active,XT,10.0,INE835U01019,Comm.Trading  & Distribution,Equity,34.20,35.20,33.35,33.20,28.50,27.05,27.70
3531,540252,VSL,Veeram Securities Ltd,Active,M,10.0,INE607V01010,Other Apparels & Accessories,Equity,45.00,NA,45.00,NA,45.00,NA,NA
3532,540253,SNTCL,Shree Nidhi Trading Co. Ltd,Active,XT,10.0,INE066E01015,Other Financial Services,Equity,1.40,0.98,1.49,1.97,3.00,3.54,3.40
3533,540254,MTPL,Marg Techno Projects Ltd,Active,XT,10.0,INE245H01018,Finance (including NBFCs),Equity,6.95,6.73,6.75,6.42,4.30,3.78,4.30
3534,540259,SHANGAR,Shangar Decor Ltd,Active,X,5.0,INE118R01024,Sp.Consumer Services,Equity,61.55,101.10,91.25,20.65,17.10,14.95,14.97
3535,540266,GLCL,Globe Commercials Ltd,Active,XT,10.0,INE804Q01013,Comm.Trading  & Distribution,Equity,7.69,11.75,12.87,14.10,13.40,13.35,14.01
3536,540268,DHANVARSHA,Dhanvarsha Finvest Ltd,Active,X,10.0,INE615R01011,Other Financial Services,Equity,98.05,169.90,229.40,216.50,335.70,410.15,435.65
3537,540269,SKL,Super Fine Knitters Ltd,Active,M,10.0,INE459U01018,Other Apparels & Accessories,Equity,4.00,4.95,5.00,5.00,5.33,5.00,5.40
3538,540270,RAIDEEPIND,Raideep Industries Ltd,Active,XT,10.0,INE923R01019,Comm.Trading  & Distribution,Equity,NA,NA,NA,NA,NA,NA,NA
3539,540293,PRICOLLTD,Pricol Ltd,Active,A,1.0,INE726V01018,Auto Parts & Equipment,Equity,49.10,43.15,46.80,60.05,49.90,46.65,52.25
3540,540310,CFL,Classic Filaments Ltd,Active,XT,10.0,INE181U01018,Textiles,Equity,8.40,8.05,5.90,5.40,5.15,3.40,3.55
3541,540311,JITFINFRA,JITF Infralogistics Ltd,Active,T,2.0,INE863T01013,Transport Related Services,Equity,5.25,7.62,7.01,7.84,8.00,11.85,11.79
3542,540318,SUERYAAKNI,Sueryaa Knitwear Ltd,Active,XT,10.0,INE249U01013,Textiles,Equity,NA,NA,NA,NA,NA,NA,NA
3543,540332,TANVI,Tanvi Foods (India) Ltd,Active,M,10.0,INE978V01015,Comm.Trading  & Distribution,Equity,NA,NA,66.35,52.80,60.00,48.00,NA
3544,540358,RMC,RMC Switchgears Ltd,Active,M,10.0,INE655V01019,Other Elect.Equip./ Prod.,Equity,12.85,17.50,14.00,14.00,16.00,NA,16.00
3545,540359,PARMAX,Parmax Pharma Ltd,Active,X,10.0,INE240T01014,Pharmaceuticals,Equity,29.05,42.00,40.05,41.00,30.90,29.50,26.05
3546,540360,LLFICL,Leading Leasing Finance And Investment Company Ltd,Active,X,10.0,INE715Q01011,Other Financial Services,Equity,81.20,39.65,32.90,35.90,39.65,38.65,47.60
3547,540361,DANUBE,Danube Industries Ltd,Active,XT,10.0,INE575D01033,Comm.Trading  & Distribution,Equity,9.42,11.68,10.15,9.76,9.38,12.30,15.14
3548,540366,RADIOCITY,Music Broadcast Ltd,Active,T,2.0,INE919I01024,Broadcasting & Cable TV,Equity,15.45,19.10,18.55,21.45,22.75,23.30,23.70
3549,540376,DMART,Avenue Supermarts Ltd,Active,A,10.0,INE192R01011,Department Stores,Equity,"2,063.50","2,250.05","2,198.20","2,241.30","2,286.60","2,765.65","2,979.75"
3550,540377,IFL,IFL Enterprises Ltd,Active,M,10.0,INE714U01016,Comm.Trading  & Distribution,Equity,NA,9.50,19.50,19.50,19.50,20.50,NA
3551,540385,KDLL,KD Leisures Ltd,Active,XT,10.0,INE081R01016,Other Financial Services,Equity,27.95,30.00,26.30,21.85,11.85,8.65,8.16
3552,540386,ONTIC,Ontic Finserve Ltd,Active,XT,10.0,INE989S01034,Other Financial Services,Equity,6.35,5.40,7.20,7.00,6.66,4.30,4.06
3553,540393,SMLT,Sarthak Metals Ltd,Active,M,10.0,INE017W01010,Iron & Steel Products,Equity,15.75,18.15,24.50,24.75,18.75,25.20,28.75
3554,540395,CHEMCRUX,Chemcrux Enterprises Ltd,Active,M,10.0,INE298W01016,Specialty Chemicals,Equity,185.00,214.60,262.00,235.00,247.00,235.00,246.45
3555,540396,MANOMAY,Manomay Tex India Ltd,Active,M,10.0,INE784W01015,Textiles,Equity,33.15,32.50,33.15,33.45,33.55,33.75,32.50
3556,540401,MAXIMUS,Maximus International Ltd,Active,B,10.0,INE544W01013,Comm.Trading  & Distribution,Equity,92.00,91.80,103.50,120.00,125.10,116.85,125.20
3557,540402,MANAS,Manas Properties Ltd,Active,M,10.0,INE800W01019,Realty,Equity,NA,580.00,580.00,580.00,550.00,NA,528.00
3558,540403,CLEDUCATE,CL Educate Ltd,Active,B,10.0,INE201M01011,Education,Equity,38.05,44.70,72.00,67.95,61.65,64.00,74.50
3559,540404,PRIMEFRESH,Prime Fresh Ltd,Active,M,10.0,INE442V01012,Other Agricultural Products,Equity,93.60,115.00,113.00,100.00,145.00,118.60,122.90
3560,540405,OCEANIC,Oceanic Foods Ltd,Active,T,10.0,INE711V01010,Other Food Products,Equity,34.85,38.05,39.90,39.00,38.20,48.95,47.90
3561,540416,OCTAWARE,Octaware Technologies Ltd,Active,M,10.0,INE208U01019,Internet Software & Services,Equity,75.20,NA,NA,60.20,75.00,NA,67.00
3562,540425,SHANKARA,Shankara Building Products Ltd,Active,A,10.0,INE274V01019,Iron & Steel Products,Equity,336.65,367.95,342.30,316.45,329.10,349.80,350.50
3563,540455,ESCORP,Escorp Asset Management Ltd,Active,M,10.0,INE953W01016,Other Financial Services,Equity,NA,16.25,NA,NA,NA,16.25,NA
3564,540467,PARMSILK,Parmeshwari Silk Mills Ltd,Active,X,10.0,INE808R01012,Other Apparels & Accessories,Equity,NA,NA,NA,NA,NA,NA,NA
3565,540468,KMSMEDI,KMS Medisurgi Ltd,Active,M,10.0,INE870V01014,Healthcare Supplies,Equity,NA,40.45,35.00,NA,NA,NA,34.00
3566,540481,CLFL,Classic Leasing & Finance Ltd,Active,XT,10.0,INE949C01016,Other Financial Services,Equity,3.02,3.81,7.50,11.03,15.64,19.00,18.50
3567,540492,STARLENT,Starlineps Enterprises Ltd,Active,M,5.0,INE594W01034,Comm.Trading  & Distribution,Equity,59.10,57.00,61.80,62.40,76.90,39.10,41.10
3568,540497,SCHAND,S Chand and Company Ltd,Active,B,5.0,INE807K01035,Publishing,Equity,50.90,79.10,68.10,62.35,68.50,65.40,69.95
3569,540515,KANUNGO,Kanungo Financiers Ltd,Active,X,10.0,INE453S01015,Other Financial Services,Equity,NA,12.90,12.90,12.26,12.26,14.00,14.00
3570,540519,MEERA,Meera Industries Ltd,Active,M,10.0,INE343X01018,Industrial Machinery,Equity,40.10,39.00,31.60,36.00,37.00,41.50,74.80
3571,540530,HUDCO,Housing & Urban Development Corporation Ltd,Active,A,10.0,INE031A01017,Housing Finance,Equity,33.70,35.15,32.45,31.60,35.35,39.70,42.20
3572,540544,PSPPROJECT,PSP Projects Ltd,Active,A,10.0,INE488V01015,Construction & Engineering,Equity,401.10,428.30,403.15,387.00,409.00,414.95,431.90
3573,540545,BGJL,Bhakti Gems and Jewellery Ltd,Active,B,10.0,INE986W01016,Other Apparels & Accessories,Equity,61.40,57.00,56.75,55.85,56.00,49.90,51.55
3574,540550,YUG,Yug Decor Ltd,Active,M,10.0,INE796W01019,Specialty Chemicals,Equity,22.00,24.00,28.00,NA,32.10,30.00,28.85
3575,540551,AXISAEDGG,Axis Equity Advantage Fund- Series 1 Direct Plan- Growth,Active,B,10.0,INF846K01ZJ4,,Equity,NA,NA,NA,NA,NA,NA,NA
3576,540552,AXISAEGPG,Axis Equity Advantage Fund- Series 1 Regular Plan- Growth,Active,B,10.0,INF846K01ZK2,,Equity,NA,NA,NA,NA,NA,NA,NA
3577,540570,VARIMAN,Variman Global Enterprises Ltd,Active,X,10.0,INE717F01010,Comm.Trading  & Distribution,Equity,21.70,16.15,13.55,14.44,15.97,14.01,14.93
3578,540575,STARCEMENT,Star Cement Ltd,Active,A,1.0,INE460H01021,Cement & Cement Products,Equity,88.90,90.15,84.15,83.00,89.90,99.75,105.35
3579,540586,IPRU2969,ICICI Prudential Value Fund Series 14 - Cumulative,Active,B,10.0,INF109KB16J6,,Equity,NA,NA,NA,NA,NA,NA,NA
3580,540587,IPRU2970,ICICI Prudential Value Fund Series 14 - Dividend Payout,Active,B,10.0,INF109KB17J4,,Equity,NA,NA,NA,NA,NA,NA,NA
3581,540588,IPRU9171,ICICI Prudential Value Fund Series 14 - Direct Plan Cumulative,Active,B,10.0,INF109KB18J2,,Equity,NA,NA,NA,NA,NA,NA,NA
3582,540589,IPRU9172,ICICI Prudential Value Fund Series 14 - Direct Plan Dividend Payout,Active,B,10.0,INF109KB19J0,,Equity,NA,NA,NA,NA,NA,NA,NA
3583,540590,RIDDHICORP,Riddhi Corporate Services Ltd,Active,B,10.0,INE325X01015,BPO/KPO,Equity,172.05,164.00,160.75,150.90,132.65,166.25,166.40
3584,540591,HEOFDG1126,HDFC EOF- II- 1126D May 2017(1)  plan under HDFC Equity Opportunities Fund- Series 2- Direct,Active,B,10.0,INF179KC1AF4,,Equity,NA,NA,NA,NA,NA,NA,NA
3585,540592,HEOFDD1126,HDFC EOF - II - 1126D May 2017(1)  plan under HDFC Equity Opportunities Fund - Series 2 - Direct,Active,B,10.0,INF179KC1AG2,,Equity,NA,NA,NA,NA,NA,NA,NA
3586,540593,HEOFRG1126,HDFC EOF- II - 1126D May 2017(1) plan under HDFC Equity Opportunities Fund - Series2 - Regular,Active,B,10.0,INF179KC1AH0,,Equity,NA,NA,NA,NA,NA,NA,NA
