,Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Close Jul 20,Close Aug 20,Close Sep 20,Close Oct 20,Close Nov 20,Close Dec 20,Close Jan 21
1279,520113,VESUVIUS,VESUVIUS INDIA LTD.,Active,A,10.0,INE386A01015,Other Industrial Goods,Equity,864.40,950.30,878.70,886.55,977.05,"1,092.25","1,123.80"
1280,520119,ASAL,AUTOMOTIVE STAMPINGS & ASSEMBLIES LTD.,Active,B,10.0,INE900C01027,Auto Parts & Equipment,Equity,17.70,21.90,20.40,21.05,25.50,26.25,30.45
1281,520121,ARCEEIN,ARCEE INDUSTRIES LTD.,Active,XT,10.0,INE276D01012,Plastic Products,Equity,NA,3.43,3.16,2.79,2.78,5.30,6.04
1282,520123,ABCINDQ,ABC INDIA LTD.-$,Active,X,10.0,INE125D01011,Surface Transportation,Equity,49.30,50.25,51.35,48.30,46.00,61.05,58.15
1283,520127,BALTE,BALURGHAT TECHNOLOGIES LTD.,Active,X,10.0,INE654B01014,Surface Transportation,Equity,8.42,8.00,8.00,8.03,8.40,8.05,8.00
1284,520131,COARO,COASTAL ROADWAYS LTD.,Active,P,10.0,INE229E01019,Surface Transportation,Equity,NA,22.75,24.05,26.65,27.30,21.70,19.65
1285,520141,SIBARAUT,SIBAR AUTO PARTS LTD.,Active,X,10.0,INE441C01014,Auto Parts & Equipment,Equity,9.73,9.70,12.09,9.71,8.17,7.08,8.01
1286,520151,SHREYAS,SHREYAS SHIPPING & LOGISTICS LTD.,Active,B,10.0,INE757B01015,Shipping,Equity,66.95,73.65,61.85,54.45,59.20,63.55,75.50
1287,520155,STARLOG,Starlog Enterprises Ltd,Active,X,10.0,INE580C01019,Marine Port & Services,Equity,10.18,11.59,9.76,8.50,9.88,13.65,14.35
1288,521003,SHVSUIT,SHIVA SUITINGS LTD.,Active,P,10.0,INE02Z901011,Comm.Trading  & Distribution,Equity,NA,NA,NA,NA,NA,NA,NA
1289,521014,EUROTEXIND,EUROTEX INDUSTRIES & EXPORTS LTD.,Active,B,10.0,INE022C01012,Textiles,Equity,9.40,9.33,8.89,9.73,8.44,9.29,9.25
1290,521016,ICIL,INDO COUNT INDUSTRIES LTD.,Active,A,2.0,INE483B01026,Textiles,Equity,64.85,70.75,101.65,143.00,155.85,145.65,139.25
1291,521018,MARALOVER,MARAL OVERSEAS LTD.,Active,T,10.0,INE882A01013,Textiles,Equity,11.25,12.89,11.78,13.98,16.98,28.46,31.95
1292,521034,SOMATEX,SOMA TEXTILES & INDUSTRIES LTD.,Active,T,10.0,INE314C01013,Textiles,Equity,2.75,3.23,2.55,3.15,2.55,2.71,3.19
1293,521036,SOURCEIND,SOURCE INDUSTRIES (INDIA) LTD.,Active,XT,10.0,INE695C01015,Textiles,Equity,0.33,NA,0.36,0.38,0.38,0.42,0.48
1294,521054,KAKTEX,KAKATIYA TEXTILES LTD.,Active,XT,10.0,INE092E01011,Textiles,Equity,2.46,1.95,1.41,1.10,0.95,0.99,0.98
1295,521062,OCTAVE,Perfect-Octave Media Projects Ltd,Active,X,10.0,INE814L01013,Broadcasting & Cable TV,Equity,1.35,1.41,1.24,1.18,NA,1.12,1.04
1296,521064,TRIDENT,TRIDENT LTD.,Active,A,1.0,INE064C01022,Textiles,Equity,6.67,6.52,6.70,7.31,7.92,9.88,14.74
1297,521068,HISARSP,HISAR SPINNING MILLS LTD.,Active,P,10.0,INE689E01014,Textiles,Equity,21.00,20.55,19.55,17.70,15.95,14.45,14.45
1298,521070,ALOKTEXT,ALOK INDUSTRIES LTD.,Active,B,1.0,INE270A01029,Textiles,Equity,35.05,31.70,19.55,21.80,21.95,23.30,23.15
1299,521080,PASARI,PASARI SPINNING MILLS LTD.,Active,XT,10.0,INE604F01010,Textiles,Equity,1.21,1.95,1.52,2.32,1.50,1.81,1.73
1300,521082,SPENTEX,SPENTEX INDUSTRIES LTD.,Active,Z,10.0,INE376C01020,Textiles,Equity,0.65,0.70,0.64,0.58,0.55,0.78,1.01
1301,521097,AMARJOTHI,AMARJOTHI SPINNING MILLS LTD.,Active,X,10.0,INE484D01012,Textiles,Equity,51.85,55.50,50.25,61.25,69.85,110.65,117.85
1302,521105,OLYMPTX,OLYMPIA INDUSTRIES LTD.,Active,XT,10.0,INE482O01021,Internet & Catalogue Retail,Equity,14.55,12.97,12.06,10.00,11.42,16.39,21.30
1303,521109,NAGREEKEXP,NAGREEKA EXPORTS LTD.-$,Active,B,5.0,INE123B01028,Textiles,Equity,11.80,14.25,13.50,13.00,14.94,22.48,22.05
1304,521113,SUDTIND-B,SUDITI INDUSTRIES LTD.,Active,X,10.0,INE691D01012,Textiles,Equity,9.50,10.46,9.90,9.05,10.44,10.47,13.40
1305,521131,SBFL,Shree Bhavya Fabrics Ltd,Active,X,10.0,INE363D01018,Textiles,Equity,3.13,3.50,4.20,3.72,3.24,3.88,4.24
1306,521133,GEMSPIN,GEM SPINNERS INDIA LTD.,Active,P,5.0,INE165F01020,Textiles,Equity,1.96,1.81,NA,NA,NA,1.72,NA
1307,521137,EUREKAI,EUREKA INDUSTRIES LTD.,Active,P,10.0,INE958A01011,Textiles,Equity,NA,NA,NA,NA,NA,2.45,2.45
1308,521141,ADITYASP,ADITYA SPINNERS LTD.,Active,XT,10.0,INE122D01026,Textiles,Equity,3.15,5.69,6.99,6.72,5.49,5.65,5.99
1309,521149,PRIMEURB,PRIME URBAN DEVELOPMENT INDIA LTD.,Active,X,2.0,INE419E01024,Realty,Equity,5.00,7.54,8.00,NA,6.83,6.90,7.00
1310,521151,DHANFAB,DHANLAXMI FABRICS LTD.,Active,X,10.0,INE953D01016,Textiles,Equity,15.20,15.85,19.55,21.80,22.75,21.40,22.20
1311,521161,SLSTLQ,SRI LAKSHMI SARASWATHI TEXTILES (ARNI) LTD.-$,Active,X,10.0,INE456D01010,Textiles,Equity,10.00,10.00,10.00,NA,NA,6.65,7.03
1312,521163,ZODIACLOTH,ZODIAC CLOTHING CO.LTD.,Active,B,10.0,INE206B01013,Other Apparels & Accessories,Equity,116.40,108.95,101.05,97.55,100.00,107.55,107.65
1313,521178,SRMCL,SRI RAMAKRISHNA MILLS (COIMBATORE) LTD.-$,Active,X,10.0,INE306D01017,Textiles,Equity,8.30,8.71,7.49,7.12,8.15,7.71,8.50
1314,521180,SUPERSPIN,SUPER SPINNING MILLS LTD.,Active,B,1.0,INE662A01027,Textiles,Equity,4.30,4.30,3.65,3.40,4.53,4.66,5.57
1315,521182,SEASONF,SEASONS FURNISHINGS LTD.,Active,XT,10.0,INE454D01015,Comm.Trading  & Distribution,Equity,2.66,2.16,1.07,1.05,1.03,1.30,1.36
1316,521188,UNITEDTE,UNITED TEXTILES LTD.,Active,XT,10.0,INE727E01012,Textiles,Equity,7.03,6.35,5.70,4.65,5.14,5.15,4.75
1317,521194,SILINV,SIL INVESTMENTS LTD.,Active,B,10.0,INE923A01015,Other Financial Services,Equity,140.00,139.20,141.65,132.50,160.45,214.35,216.00
1318,521200,SURYALAXMI,SURYALAKSHMI COTTON MILLS LTD.,Active,T,10.0,INE713B01026,Textiles,Equity,15.75,17.80,16.50,16.05,18.50,30.90,35.15
1319,521206,SAMTEX,SAMTEX FASHIONS LTD.-$,Active,XT,2.0,INE931D01020,Other Apparels & Accessories,Equity,0.79,0.51,0.69,0.57,0.49,0.83,0.90
1320,521210,CITYMAN,CITYMAN LTD.,Active,XT,10.0,INE117C01010,Other Apparels & Accessories,Equity,1.29,1.50,2.32,3.80,4.39,4.75,4.75
1321,521216,DHANROTO,DHANALAXMI ROTO SPINNERS LTD.,Active,X,10.0,INE220C01012,Textiles,Equity,18.00,19.20,19.30,18.15,20.35,22.00,22.50
1322,521220,DAMOINDUS,DAMODAR INDUSTRIES LTD.-$,Active,B,5.0,INE497D01022,Textiles,Equity,23.35,24.80,24.45,23.00,25.50,37.35,38.20
1323,521222,SANBLUE,SANBLUE CORPORATION LTD.,Active,XT,10.0,INE602D01027,Other Apparels & Accessories,Equity,9.71,11.00,11.22,19.52,19.85,16.25,15.45
1324,521226,UNIROYAL,UNIROYAL INDUSTRIES LTD.,Active,X,10.0,INE980D01019,Textiles,Equity,6.58,5.90,5.20,5.26,5.22,5.00,6.61
1325,521228,TATIAGLOB,TATIA GLOBAL VENNTURE LTD.,Active,X,1.0,INE083G01031,Other Apparels & Accessories,Equity,0.36,0.38,0.33,0.25,0.27,0.40,0.47
1326,521232,SUNILTX,SUNIL INDUSTRIES LTD.,Active,P,10.0,INE124M01015,Comm.Trading  & Distribution,Equity,16.70,14.55,15.91,15.10,13.65,14.45,12.00
1327,521234,SRINACHA,SRI NACHAMMAI COTTON MILLS LTD.-$,Active,X,10.0,INE443E01016,Textiles,Equity,13.50,11.46,11.84,12.50,14.31,11.31,12.47
1328,521240,SAMBANDAM,SAMBANDAM SPINNING MILLS LTD.-$,Active,X,10.0,INE304D01012,Textiles,Equity,56.85,55.30,50.40,50.00,57.75,65.50,85.85
1329,521242,KANDAGIRI,KANDAGIRI SPINNING MILLS LTD.-$,Active,X,10.0,INE292D01019,Textiles,Equity,NA,9.02,8.57,8.57,8.57,8.16,8.50
1330,521244,CHITRTX,CHITRADURGA SPINTEX LTD.,Active,XT,10.0,INE676G01024,Textiles,Equity,1.14,1.19,1.24,1.30,NA,1.61,2.03
1331,521248,KITEX,KITEX GARMENTS LTD.,Active,A,1.0,INE602G01020,Other Apparels & Accessories,Equity,103.60,107.40,101.75,100.65,103.85,110.25,112.35
1332,522001,CRANEX,CRANEX LTD.,Active,X,10.0,INE608B01010,Commercial Vehicles,Equity,7.85,7.86,11.37,12.13,12.50,9.25,8.90
1333,522004,BATLIBOI,BATLIBOI LTD.-$,Active,XT,5.0,INE177C01022,Industrial Machinery,Equity,7.41,9.02,7.95,8.00,9.90,14.90,14.23
1334,522005,AUSTENG,AUSTIN ENGINEERING CO.LTD.,Active,X,10.0,INE759F01012,Industrial Machinery,Equity,29.50,34.55,32.50,34.90,32.75,43.70,41.00
1335,522014,UNIDT,UNITED DRILLING TOOLS LTD.,Active,B,10.0,INE961D01019,Other Industrial Goods,Equity,134.65,169.10,283.55,251.85,264.50,270.70,321.70
1336,522017,FLUIDOM,FLUIDOMAT LTD.,Active,X,10.0,INE459C01016,Other Elect.Equip./ Prod.,Equity,91.95,96.85,88.95,73.40,85.65,96.75,96.55
1337,522027,EMAINDIA,EMA INDIA LTD.,Active,X,10.0,INE279D01016,Industrial Machinery,Equity,1.98,2.28,2.28,1.88,1.73,2.00,2.20
1338,522029,WINDMACHIN,WINDSOR MACHINES LTD.,Active,T,2.0,INE052A01021,Industrial Machinery,Equity,12.25,16.54,14.50,12.99,14.80,18.01,17.80
1339,522034,SHANTIGEAR,SHANTHI GEARS LTD.,Active,B,1.0,INE631A01022,Auto Parts & Equipment,Equity,84.35,111.00,105.25,101.40,110.05,122.00,123.25
1340,522036,MIVENMACH,MIVEN MACHINE TOOLS LTD.,Active,X,10.0,INE338P01014,Other Industrial Goods,Equity,4.47,4.25,4.09,4.06,4.25,4.46,4.68
1341,522064,HONDAPOWER,Honda India Power Products Ltd,Active,A,10.0,INE634A01018,Industrial Machinery,Equity,"1,013.20","1,021.60","1,012.00",984.10,959.85,"1,046.40","1,048.40"
1342,522073,HITECHGEAR,The Hi-Tech Gears Ltd,Active,T,10.0,INE127B01011,Auto Parts & Equipment,Equity,101.65,134.65,132.65,105.00,141.10,155.00,182.75
1343,522074,ELGIEQUIP,ELGI EQUIPMENTS LTD.,Active,A,1.0,INE285A01027,Industrial Machinery,Equity,159.75,220.60,121.05,104.15,134.10,153.35,178.10
1344,522091,UVDRHOR,UNITED VAN DER HORST LTD.,Active,X,10.0,INE890G01013,Heavy Electrical Equipment,Equity,21.60,23.30,20.00,15.50,19.65,15.85,17.90
1345,522101,KLBRENG-B,KILBURN ENGINEERING LTD.,Active,X,10.0,INE338F01015,Industrial Machinery,Equity,16.50,19.50,16.65,16.75,17.20,19.05,18.95
1346,522105,BIRLAPREC,BIRLA PRECISION TECHNOLOGIES LTD.,Active,X,2.0,INE372E01025,Industrial Machinery,Equity,5.19,5.69,5.48,5.28,6.18,7.91,7.49
1347,522108,YUKEN,YUKEN INDIA LTD.-$,Active,X,10.0,INE384C01016,Auto Parts & Equipment,Equity,484.65,450.45,479.95,451.25,503.80,452.50,431.15
1348,522113,TIMKEN,TIMKEN INDIA LTD.,Active,A,10.0,INE325A01013,Industrial Machinery,Equity,969.10,"1,109.50","1,105.35","1,077.50","1,203.10","1,330.90","1,273.85"
1349,522122,VOITHPAPR,VOITH PAPER FABRICS INDIA LTD.-$,Active,X,10.0,INE285C01015,Textiles,Equity,"1,016.25",995.05,963.00,990.00,"1,035.40","1,049.20","1,130.80"
1350,522134,ARTSONEN,ARTSON ENGINEERING LTD.,Active,X,1.0,INE133D01023,Industrial Machinery,Equity,26.25,27.45,28.40,25.25,26.70,34.30,37.00
1351,522152,SOLIMAC,SOLITAIRE MACHINE TOOLS LTD.,Active,X,10.0,INE410A01013,Industrial Machinery,Equity,19.90,19.55,18.80,19.25,24.10,24.90,27.30
1352,522165,INDSILHYD,INDSIL HYDRO POWER AND MANGANESE LTD.-$,Active,XT,10.0,INE867D01018,Iron & Steel/Interm.Products,Equity,9.69,15.51,14.00,11.14,11.06,11.85,14.23
1353,522171,TMTIND-B1,TMT (INDIA) LTD.,Active,XT,10.0,INE182E01010,Industrial Machinery,Equity,NA,NA,NA,NA,NA,NA,NA
1354,522183,ITL,ITL INDUSTRIES LTD.-$,Active,X,10.0,INE478D01014,Industrial Machinery,Equity,56.85,63.70,68.20,63.40,77.55,88.05,90.00
1355,522195,FRONTSP,FRONTIER SPRINGS LTD.,Active,X,10.0,INE572D01014,Auto Parts & Equipment,Equity,253.45,298.05,348.60,303.15,266.70,335.20,328.50
1356,522205,PRAJIND,PRAJ INDUSTRIES LTD.,Active,A,2.0,INE074A01025,Construction & Engineering,Equity,59.85,68.50,71.95,76.75,86.95,115.45,127.75
1357,522207,RASANDIK,RASANDIK ENGINEERING INDUSTRIES INDIA LTD.-$,Active,XT,10.0,INE682D01011,Auto Parts & Equipment,Equity,37.30,40.10,38.80,50.95,68.40,72.00,66.00
1358,522209,YOGISUNG,YOGI SUNG-WON (INDIA) LTD.,Active,XT,10.0,INE429B01011,Other Financial Services,Equity,1.90,2.67,2.25,3.04,2.71,3.19,3.75
1359,522215,HLEGLAS,HLE Glascoat Ltd,Active,X,10.0,INE461D01010,Industrial Machinery,Equity,936.90,"1,347.45","1,451.00","1,381.90","1,546.85","1,514.50","1,468.15"
1360,522217,GUJAPOLLO,GUJARAT APOLLO INDUSTRIES LTD.,Active,B,10.0,INE826C01016,Commercial Vehicles,Equity,163.90,186.00,203.95,210.20,195.65,204.00,211.20
1361,522229,TANAA,TANEJA AEROSPACE & AVIATION LTD.-$,Active,X,5.0,INE692C01020,Aerospace,Equity,24.55,33.05,30.00,27.85,30.70,32.35,35.00
1362,522231,CONART,CONART ENGINEERS LTD.-$,Active,X,10.0,INE714D01012,Construction & Engineering,Equity,19.25,20.95,20.10,20.30,25.55,31.80,31.55
1363,522237,SHIVAGR,SHIVAGRICO IMPLEMENTS LTD.,Active,XT,10.0,INE092H01014,Industrial Machinery,Equity,4.90,5.18,NA,4.70,4.72,5.19,5.42
1364,522241,MMFL,M.M.FORGINGS LTD.-$,Active,B,10.0,INE227C01017,Other Industrial Products,Equity,185.05,276.60,321.95,306.70,374.95,417.20,456.00
1365,522245,IYKOTHITE,IYKOT HITECH TOOLROOM LTD.,Active,Z,5.0,INE079L01013,Other Industrial Goods,Equity,5.25,5.25,5.25,5.10,4.85,5.85,6.35
1366,522249,MAYURUNIQ,MAYUR UNIQUOTERS LTD.-$,Active,A,5.0,INE040D01038,Textiles,Equity,217.90,273.45,259.20,242.70,273.60,309.90,315.10
1367,522251,CENLUB,CENLUB INDUSTRIES LTD.,Active,X,10.0,INE627F01011,Industrial Machinery,Equity,30.80,38.30,36.20,35.30,36.85,37.00,46.80
1368,522257,RAJOOENG,RAJOO ENGINEERS LTD.-$,Active,X,1.0,INE535F01024,Industrial Machinery,Equity,8.98,9.26,10.06,9.32,13.63,14.79,18.25
1369,522263,JMCPROJECT,JMC PROJECTS (INDIA) LTD.-$,Active,A,2.0,INE890A01024,Construction & Engineering,Equity,44.90,54.45,50.25,46.85,52.90,68.15,71.90
1370,522267,VJLAXMIE,VEEJAY LAKSHMI ENGINEERING WORKS LTD.-$,Active,XT,10.0,INE466D01019,Industrial Machinery,Equity,23.85,21.10,24.50,22.45,24.00,25.80,26.80
1371,522273,AHMDSTE,AHMEDABAD STEELCRAFT LTD.,Active,X,10.0,INE868C01018,Iron & Steel/Interm.Products,Equity,8.60,12.63,14.00,15.70,13.70,14.60,15.20
1372,522275,GET&D,GE T&D India Ltd,Active,A,2.0,INE200A01026,Electric Utilities,Equity,83.20,104.45,90.05,80.75,99.15,117.45,127.90
1373,522281,RAMRAT,RAM RATNA WIRES LTD.-$,Active,X,5.0,INE207E01023,Other Elect.Equip./ Prod.,Equity,61.90,78.45,72.50,70.75,75.25,83.25,84.10
1374,522285,JAYNECOIND,JAYASWAL NECO INDUSTRIES LTD.,Active,T,10.0,INE854B01010,Iron & Steel/Interm.Products,Equity,2.90,3.12,3.20,3.10,3.81,5.73,7.07
1375,522287,KALPATPOWR,KALPATARU POWER TRANSMISSION LTD.,Active,A,2.0,INE220B01022,Heavy Electrical Equipment,Equity,229.45,260.05,244.75,249.90,319.90,320.30,340.90
1376,522289,NMSRESRC,NMS Resources Global Ltd,Active,XT,10.0,INE169F01014,Comm.Trading  & Distribution,Equity,5.85,6.86,5.43,3.29,2.70,3.00,3.36
1377,522292,CHANDNI,Chandni Textiles Engineering Ind. Ltd,Active,X,10.0,INE713D01055,Textiles,Equity,38.60,54.80,48.90,53.85,54.90,53.55,58.05
1378,522294,TIGLOB,T & I GLOBAL LTD.,Active,X,10.0,INE811B01010,Industrial Machinery,Equity,83.55,74.25,100.80,93.00,95.35,98.50,101.20
1379,522295,CONTROLPR,CONTROL PRINT LTD.-$,Active,B,10.0,INE663B01015,Containers & Packaging,Equity,210.40,224.25,231.95,217.20,215.45,255.65,249.95
1380,522650,BEMHY,BEMCO HYDRAULICS LTD.,Active,X,10.0,INE142E01014,Other Industrial Goods,Equity,60.60,63.00,63.70,60.05,81.40,137.70,145.00
1381,523007,ANSALBU,ANSAL BUILDWELL LTD.-$,Active,XT,10.0,INE030C01015,Realty,Equity,22.60,25.35,23.70,28.05,33.00,47.25,46.05
1382,523011,WEIZMANIND,WEIZMANN LTD.,Active,B,10.0,INE080A01014,Comm.Trading  & Distribution,Equity,32.60,34.65,29.50,29.10,32.05,47.90,43.25
1383,523019,BNRSEC,B.N.RATHI SECURITIES LTD.,Active,X,10.0,INE710D01010,Other Financial Services,Equity,16.95,22.05,19.35,18.90,26.75,26.05,26.50
1384,523021,RISHITECH,RISHI TECHTEX LTD.,Active,X,10.0,INE989D01010,Containers & Packaging,Equity,15.50,14.95,14.58,15.49,15.50,15.60,26.25
1385,523023,SINCLAIR,SINCLAIRS HOTELS LTD.-$,Active,X,2.0,INE985A01022,Hotels,Equity,36.90,41.85,38.25,36.80,46.35,50.70,47.35
1386,523025,SAFARIND,SAFARI INDUSTRIES (INDIA) LTD.,Active,A,2.0,INE429E01023,Other Apparels & Accessories,Equity,365.75,401.05,395.45,412.95,538.60,518.25,557.90
1387,523054,ZBINTXPP,BINAYAK TEX PROCESSORS LTD.,Active,XT,10.0,INE626H01019,Textiles,Equity,382.00,336.05,351.25,415.00,NA,500.85,575.00
1388,523062,JJFINCOR,J.J.FINANCE CORPORATION LTD.,Active,XT,10.0,INE584C01011,Finance (including NBFCs),Equity,10.45,10.45,5.59,5.41,5.84,5.84,5.96
1389,523100,COSMOFE,COSMO FERRITES LTD.-$,Active,X,10.0,INE124B01018,Iron & Steel/Interm.Products,Equity,6.00,6.30,6.46,6.19,8.59,12.46,11.75
1390,523105,ZPPOLYSA,PLANTER POLYSACKS LTD.,Active,XT,10.0,INE293E01023,Containers & Packaging,Equity,24.00,NA,24.45,NA,24.40,NA,NA
1391,523113,FUTURSEC,FUTURISTIC SECURITIES LTD.,Active,XT,10.0,INE425D01015,Finance (including NBFCs),Equity,10.65,11.73,16.03,16.03,NA,15.40,15.30
1392,523116,SANCTRN,SANCO TRANS LTD.,Active,X,10.0,INE391G01012,Transport Related Services,Equity,125.00,133.00,119.25,121.00,168.00,194.20,179.50
1393,523120,ADORMUL,ADOR MULTIPRODUCTS LTD.,Active,X,10.0,INE628D01014,Personal Products,Equity,38.65,56.00,58.00,45.15,60.95,97.00,108.80
1394,523127,EIHAHOTELS,EIH ASSOCIATED HOTELS LTD.-$,Active,B,10.0,INE276C01014,Hotels,Equity,252.40,252.85,240.70,228.15,260.20,277.95,289.00
1395,523144,MEDICAPQ,MEDI-CAPS LTD.-$,Active,X,10.0,INE442D01010,Pharmaceuticals,Equity,15.24,20.65,19.75,20.35,22.55,23.40,23.65
1396,523151,OTCO,OTCO INTERNATIONAL LTD.,Active,X,2.0,INE910B01028,Consulting Services,Equity,10.71,12.45,11.50,11.54,10.71,5.39,4.88
1397,523160,MORGANITE,MORGANITE CRUCIBLE (INDIA) LTD.,Active,X,5.0,INE599F01020,Other Industrial Goods,Equity,"1,751.40","1,054.60",924.40,840.00,803.50,856.15,894.85
1398,523164,SIPIND,SIP INDUSTRIES LTD.,Active,Z,10.0,INE186B01017,Other Agricultural Products,Equity,2.80,2.66,2.67,NA,2.54,2.42,NA
1399,523186,BAPACK,B&A Packaging India Limited,Active,XT,10.0,INE00FM01013,Paper & Paper Products,Equity,11.48,13.67,15.66,23.95,27.65,30.45,NA
1400,523204,ABAN,ABAN OFFSHORE LTD.,Active,T,2.0,INE421A01028,Exploration & Production,Equity,23.50,27.20,23.80,22.75,30.30,28.75,30.05
1401,523207,KOKUYOCMLN,KOKUYO CAMLIN LTD.-$,Active,B,1.0,INE760A01029,Non-Durable Household Prod.,Equity,52.50,56.90,57.85,59.05,62.90,66.10,69.05
1402,523222,SRMENERGY,SRM ENERGY LTD.,Active,X,10.0,INE173J01018,Electric Utilities,Equity,2.14,2.04,2.14,NA,NA,2.24,2.35
1403,523229,BHARATSE,BHARAT SEATS LTD.-$,Active,X,2.0,INE415D01024,Auto Parts & Equipment,Equity,44.50,66.50,64.00,60.30,68.25,75.15,79.00
1404,523232,CONTPTR,CONTINENTAL PETROLEUMS LTD.,Active,XT,5.0,INE369D01023,Oil Marketing & Distribution,Equity,29.60,44.15,28.80,25.85,17.90,21.40,21.70
1405,523242,NBFOOT,NB FOOTWEAR LTD.,Active,P,10.0,INE006F01018,Footwear,Equity,1.48,1.48,1.55,1.50,1.50,1.45,1.45
1406,523248,MACPLASQ,MACHINO PLASTICS LTD.-$,Active,X,10.0,INE082B01018,Plastic Products,Equity,56.00,63.35,60.85,65.00,67.30,88.20,93.60
1407,523260,PEARLPOLY,PEARL POLYMERS LTD.,Active,B,10.0,INE844A01013,Containers & Packaging,Equity,20.40,17.60,19.75,16.00,16.50,20.50,18.75
1408,523261,VENKYS,VENKY'S (INDIA) LTD.,Active,A,10.0,INE398A01010,Packaged Foods,Equity,"1,043.40","1,490.55","1,409.30","1,466.95","1,669.65","1,745.95","1,549.80"
1409,523269,ADVANIHOTR,ADVANI HOTELS & RESORTS (INDIA) LTD.,Active,T,2.0,INE199C01026,Hotels,Equity,40.60,43.65,42.95,40.20,60.20,51.20,50.80
1410,523277,GVFILM,GV FILMS LTD.,Active,XT,1.0,INE395B01048,Movies & Entertainment,Equity,0.43,0.32,0.30,0.27,0.28,0.37,0.47
1411,523283,SUPERHOUSE,SUPERHOUSE LTD.,Active,B,10.0,INE712B01010,Footwear,Equity,84.15,95.80,89.25,84.65,108.45,133.60,132.05
1412,523289,RAMAVISION,RAMA VISION LTD.,Active,X,10.0,INE763B01013,Comm.Trading  & Distribution,Equity,3.75,5.45,4.30,4.49,5.15,6.86,6.50
1413,523301,TCPLPACK,TCPL PACKAGING LTD.-$,Active,B,10.0,INE822C01015,Paper & Paper Products,Equity,278.00,396.65,360.75,371.00,375.65,386.80,378.15
1414,523315,PURITY,PURITY FLEX PACK LTD.,Active,P,10.0,INE898O01010,Paper & Paper Products,Equity,NA,NA,NA,NA,NA,NA,NA
1415,523319,BALMLAWRIE,BALMER LAWRIE & CO.LTD.,Active,A,10.0,INE164A01016,Diversified,Equity,110.25,115.80,99.35,101.35,108.95,128.05,121.85
1416,523323,KOVAI,KOVAI MEDICAL CENTER & HOSPITAL LTD.,Active,X,10.0,INE177F01017,Healthcare Services,Equity,673.25,791.15,721.85,721.40,"1,082.10","1,101.60","1,108.20"
1417,523329,ELDEHSG,ELDECO HOUSING & INDUSTRIES LTD.,Active,X,10.0,INE668G01013,Realty,Equity,878.80,"1,062.15",989.95,986.90,"1,570.00","1,782.90","2,165.60"
1418,523343,MICROSE,MICROSE INDIA LTD.,Active,XT,10.0,INE809F01015,Finance (including NBFCs),Equity,NA,NA,NA,NA,NA,NA,NA
1419,523351,STDSHOE,STANDARD SHOE SOLE AND MOULD (INDIA) LTD.,Active,P,10.0,INE888N01013,Specialty Chemicals,Equity,NA,9.60,9.12,NA,NA,NA,NA
1420,523367,DCMSHRIRAM,DCM Shriram Limited,Active,A,2.0,INE499A01024,Diversified,Equity,339.30,360.55,364.90,338.90,371.60,395.35,389.10
1421,523369,DCMSRMIND,DCM SHRIRAM INDUSTRIES LTD.-$,Active,X,10.0,INE843D01019,Sugar,Equity,135.95,157.25,175.95,174.35,175.35,186.70,186.40
1422,523371,MAWANASUG,MAWANA SUGARS LTD.,Active,T,10.0,INE636A01039,Sugar,Equity,25.70,29.85,23.60,23.25,27.80,34.15,35.10
1423,523373,MINID,MINI DIAMONDS (INDIA) LTD.,Active,XT,10.0,INE281E01010,Other Apparels & Accessories,Equity,2.38,3.07,2.11,2.06,2.65,2.03,2.60
1424,523384,MAHAPEXLTD,MAHA RASHTRA APEX CORPORATION LTD.,Active,T,10.0,INE843B01013,Finance (including NBFCs),Equity,62.80,65.70,55.45,82.70,83.40,91.55,97.00
1425,523385,NILKAMAL,NILKAMAL LTD.,Active,A,10.0,INE310A01015,Plastic Products,Equity,"1,227.60","1,287.00","1,315.75","1,261.00","1,370.40","1,498.40","1,514.05"
1426,523391,NAHARPOLY,NAHAR POLYFILMS LTD.,Active,B,5.0,INE308A01027,Textiles,Equity,61.00,62.45,64.00,79.00,85.50,95.90,90.55
1427,523395,3MINDIA,3M INDIA LTD.,Active,A,10.0,INE470A01017,Diversified,Equity,"21,069.75","20,285.40","18,342.05","18,750.00","21,837.40","20,837.35","21,720.15"
1428,523398,JCHAC,Johnson Controls-Hitachi Air Conditioning India Ltd,Active,A,10.0,INE782A01015,Consumer Electronics,Equity,"2,064.20","2,128.80","2,224.95","2,168.15","2,285.25","2,663.15","2,580.40"
1429,523405,JMFINANCIL,JM FINANCIAL LTD.-$,Active,A,1.0,INE780C01023,Holding Companies,Equity,75.10,81.50,77.10,79.75,82.35,84.40,93.05
1430,523411,ADCINDIA,ADC India Communications Limited-$,Active,X,10.0,INE833A01016,Telecom Equipment,Equity,185.00,187.20,193.00,170.00,174.35,187.20,208.65
1431,523419,TNTELE,TAMILNADU TELECOMMUNICATIONS LTD.,Active,T,10.0,INE141D01018,Telecom Cables,Equity,1.40,1.53,1.37,1.37,1.26,2.45,2.90
1432,523425,SUNRAJDI,SUNRAJ DIAMOND EXPORTS LTD.,Active,Z,10.0,INE459D01014,Other Apparels & Accessories,Equity,NA,5.06,NA,3.89,3.20,2.77,2.66
